Week,TN,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,sinus infections,how long flu,upper respiratory,strep throat,generic tamiflu,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,tamiflu pediatric dosing,treat flu,can dogs get the flu from humans,flu in children,how long does it take to get over the flu,how to treat flu,contagious flu,flu care,flu or cold,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,tamiflu dose,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,type b flu symptoms,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,flu while pregnant,is the flu contagious,type a flu symptoms,flu contagious period,incubation period for the flu,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,tamiflu generic,incubation for flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,when is the flu no longer contagious,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,flu type,what is type a flu,b flu,stomach flu symptoms,how long does rsv last,how long is rsv contagious,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2011-05-22,0.0248200546,0.000260190806592,0.00208152645273,0.00390286209887,0.0,0.0,0.0,58.2168149622,0.0,1050.23335404,58.6511485841,0.0,145.424567193,175.422986163,145.424567193,145.095857585,855.214494758,0.0,0.0,0.0,77.57696886,0.0,0.0,0.0,87.3774409957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4038989364,58.2519382291,0.0,58.4919627164,174.739437258,0.0,58.6156991138,116.097461476,0.0,0.0,0.0,57.864061694,0.0,58.4158169097,4843.32445992,0.0,0.0,0.0,0.0,58.2695157603,0.0,194.32568222,0.0,116.948657442,58.3189480614,0.0,0.0,58.6334184908,175.062333764,0.0,58.3223120597,58.3347687603,0.0,58.3399320935,0.0,0.0,0.0,58.178220864,0.0,0.0,0.0,0.0,116.414913496,0.0,58.0038721723,97.245395239,58.5344574809,87.0338369185,0.0,58.0138826727,0.0,58.4105188232,86.9209112834,0.0,58.2642947582,0.0,0.0,57.9164115689,0.0,0.0,0.0,116.420897605,58.1782314427,678.892982099,0.0,0.0,0.0,0.0,0.0,0.0,387.971831596,58.2519382291,58.6156991138,1282.0177466,0.0,252.077107618,116.644624119,58.2343712996,117.195980887,0.0,0.0,58.5096073507,0.0,0.0,58.2519382291,0.0,58.1452275846,0.0,116.772635983,58.3863179915,116.772635983,0.0,0.0,116.141174173,0.0,117.16058494,58.4567053549,0.0,58.4567053549,58.3399320935,0.0,0.0,117.125210367,58.5626051835,58.2343712996,0.0,0.0,0.0,0.0
2011-05-29,0.0283005519,0.0002116626098,0.0014816382686,0.0024341200127,0.0,0.0,0.0,62.7028302109,62.7028302109,1197.23840023,63.220125232,63.220125232,0.0,94.3696330458,0.0,83.6955040049,713.261556467,0.0,0.0,62.6461197826,62.7975761012,0.0,125.621036623,0.0,125.192156577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.9434707239,0.0,0.0,0.0,0.0,62.6650118573,63.0769871769,0.0,0.0,167.737874781,0.0,0.0,0.0,63.220125232,0.0,0.0,0.0,0.0,94.4983849007,5251.39404486,0.0,0.0,0.0,0.0,0.0,0.0,146.902897673,0.0,62.7406942388,0.0,62.86742908,0.0,126.899893907,189.492217509,0.0,0.0,63.2583131663,0.0,283.637648775,0.0,62.5518300177,0.0,83.7836310904,0.0,0.0,63.0271193254,0.0,62.6809777864,0.0,62.7347973731,63.0058538369,0.0,0.0,0.0,62.6404025531,0.0,63.3539851463,62.401555351,0.0,0.0,62.9434707239,0.0,0.0,0.0,0.0,63.1248568094,62.7284083023,0.0,670.522360691,0.0,0.0,0.0,0.0,0.0,0.0,460.841663614,63.0769871769,0.0,1615.07723929,0.0,62.7566337781,94.4169814341,62.7377483356,63.0813174606,63.2010485497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.516626333,0.0,0.0,0.0,62.7158956565,0.0,94.6315137281,0.0,0.0,62.5706652571,0.0,0.0,0.0,62.7661107665,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-05,0.0731172313,9.24812725423e-05,0.0017571441783,0.00369925090169,0.0,0.0,0.0,0.0,0.0,783.445453117,0.0,60.3578359,0.0,241.650163549,0.0,89.8850612133,642.265481309,0.0,0.0,120.733844498,0.0,0.0,60.5128682685,60.5128682685,60.2579238942,0.0,0.0,0.0,0.0,60.3396229139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4170796358,0.0,59.7181236935,220.642648763,0.0,0.0,60.321420916,60.3578359,0.0,0.0,0.0,0.0,60.2249336353,5102.83878811,0.0,0.0,0.0,0.0,60.5494651045,120.861595852,60.0455154003,0.0,0.0,0.0,0.0,0.0,60.5128682685,201.181076611,0.0,60.4580558878,60.2552145706,0.0,80.1969122573,0.0,59.6282138416,0.0,180.868835561,60.4945864352,0.0,60.3396229139,0.0,180.99163703,0.0,60.1764176902,120.091754976,0.0,0.0,0.0,59.9641527433,0.0,60.4856353105,120.543987348,0.0,90.0591426601,0.0,0.0,0.0,0.0,0.0,0.0,119.256427683,90.0048574461,1021.64585068,0.0,0.0,0.0,0.0,0.0,60.3487284812,480.981790802,60.4170796358,0.0,1484.8442853,0.0,100.217595616,60.3851269905,90.0501133604,80.3119084277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3942948766,0.0,0.0,0.0,200.356148483,0.0,80.2755627272,0.0,0.0,0.0,80.3484339619,0.0,0.0,60.4033427151,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-12,0.0276166805,0.0,0.00138146988396,0.00267084177565,0.0,0.0,0.0,59.1144948389,59.1144948389,786.866241877,0.0,0.0,58.9034312382,117.755876043,58.9034312382,59.1679115511,589.710076767,0.0,59.3825472641,59.3825472641,0.0,0.0,118.550070217,0.0,88.4303296851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9769500924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8386877,58.5902901458,58.5726051804,0.0,0.0,0.0,0.0,0.0,0.0,59.3646014958,5310.91451422,0.0,0.0,58.7855319487,0.0,0.0,0.0,98.2335793752,0.0,58.7741127234,0.0,0.0,0.0,0.0,196.87720565,0.0,0.0,0.0,0.0,58.9306132098,0.0,0.0,0.0,59.2392841826,0.0,0.0,58.554930888,0.0,146.718297394,0.0,0.0,59.0023404538,59.1168074838,0.0,0.0,58.929909636,0.0,78.7415095682,0.0,0.0,59.0125857118,58.9769500924,0.0,0.0,0.0,0.0,0.0,117.696824036,176.504510879,510.033339572,0.0,0.0,0.0,0.0,0.0,0.0,353.178808974,0.0,58.5726051804,1316.47219634,0.0,78.480406576,59.0631709192,88.3514291098,58.9816349721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.357750809,0.0,58.7475568812,59.1322896898,58.7475568812,0.0,0.0,88.2715158819,0.0,58.7918933782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1679115511,0.0
2011-06-19,0.0375140678,0.0,0.00136936278985,0.00310388899032,0.0,0.0,0.0,0.0,116.482368102,816.572880896,0.0,58.5229678263,58.0158427636,58.1448285255,58.0158427636,116.027413981,544.051154236,0.0,0.0,0.0,58.2262356657,0.0,0.0,87.4120046776,115.961850026,0.0,0.0,58.3817359281,0.0,0.0,0.0,0.0,58.5229678263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.111543206,0.0,0.0,58.033317415,58.5229678263,0.0,0.0,0.0,58.1159994058,116.97519166,4823.17014202,0.0,58.5761061143,0.0,0.0,0.0,0.0,0.0,0.0,58.1861666251,0.0,0.0,0.0,0.0,194.522567768,0.0,0.0,58.5583826328,0.0,58.0508025965,0.0,58.276258537,0.0,87.3150700466,58.3289495484,0.0,58.2529464987,0.0,58.0508025965,0.0,58.2037349122,0.0,58.3113752942,0.0,0.0,58.1686089406,0.0,58.2063178504,0.0,0.0,58.2749614943,58.5229678263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.829411788,0.0,0.0,0.0,0.0,0.0,58.276258537,349.042864385,0.0,0.0,1184.68552862,0.0,58.0486553172,58.2838001695,0.0,116.939851723,0.0,0.0,58.1383867888,58.3993526257,0.0,0.0,0.0,58.0858045879,0.0,0.0,0.0,0.0,0.0,0.0,58.1383867888,58.2949752382,77.7232071986,0.0,0.0,0.0,58.4346179352,0.0,0.0,116.86923587,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-26,0.0131216376,9.3153237075e-05,0.00055891942245,0.00167675826735,0.0,0.0,0.0,0.0,0.0,726.717832967,0.0,60.905977821,0.0,120.782490968,0.0,90.1894826772,423.509224007,0.0,0.0,0.0,0.0,0.0,60.777329105,60.6127200283,100.512040163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3001576325,0.0,0.0,151.394841749,0.0,0.0,0.0,60.905977821,0.0,0.0,0.0,0.0,60.5653352165,4967.86320495,0.0,0.0,0.0,0.0,0.0,0.0,211.306976856,0.0,0.0,0.0,0.0,0.0,0.0,181.743421681,0.0,0.0,0.0,0.0,161.185661261,0.0,60.373005905,0.0,151.118276577,0.0,0.0,0.0,0.0,0.0,0.0,120.709081454,121.371538809,60.4181601087,0.0,0.0,60.3600135226,0.0,60.7302471543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.893379184,0.0,765.046286769,0.0,0.0,0.0,0.0,0.0,0.0,140.926546942,60.3001576325,0.0,1471.57460612,0.0,161.161475235,60.3226982396,60.2360680047,90.5432085451,0.0,0.0,0.0,60.4181601087,0.0,0.0,0.0,0.0,0.0,60.373005905,60.2542278081,60.373005905,0.0,0.0,120.527598765,0.0,181.878750547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-03,0.0176149375,0.000107307651036,0.000536538255178,0.00236076832278,62.5843700307,0.0,0.0,0.0,62.5655022677,1001.99950246,0.0,62.6906470848,62.0378496729,62.577316599,62.0378496729,62.2247106659,417.391041268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7158786717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7095754203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.712369098,0.0,62.6410416607,0.0,62.6906470848,0.0,0.0,0.0,0.0,0.0,4971.7063519,0.0,0.0,0.0,0.0,0.0,0.0,93.6909414947,0.0,62.2809886677,0.0,62.6410416607,0.0,62.4504351302,104.554621148,0.0,0.0,62.5071223633,0.0,93.7758065192,62.5208048742,62.2059739267,0.0,62.4287733514,0.0,0.0,0.0,0.0,62.6032491771,0.0,62.2622180261,0.0,62.5744094635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4700059103,62.7095754203,0.0,0.0,0.0,0.0,0.0,83.3222169454,62.5278008502,791.136931078,0.0,0.0,0.0,0.0,0.0,0.0,312.321335907,0.0,62.6410416607,896.500241481,0.0,145.602466756,125.312828168,62.5182807862,94.0460710923,0.0,0.0,0.0,0.0,62.7285151894,0.0,0.0,0.0,0.0,0.0,62.187248468,0.0,0.0,0.0,62.618595198,62.3938506224,187.597256327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-10,0.0123152709,9.02934537246e-05,0.000722347629797,0.00216704288939,0.0,57.3971264097,0.0,0.0,57.6661598215,788.569530979,0.0,57.2016816463,0.0,57.7569264295,0.0,57.3452615365,442.19514342,0.0,0.0,0.0,0.0,0.0,57.4490851844,57.2016816463,86.5223846239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4144355552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.431391044,0.0,57.5358925056,0.0,57.2016816463,0.0,0.0,0.0,0.0,0.0,5154.46089065,0.0,0.0,0.0,0.0,0.0,0.0,57.8354242653,0.0,57.3971264097,57.981729754,0.0,0.0,0.0,154.053637575,0.0,0.0,57.9228287592,0.0,115.367304977,0.0,57.3279940684,0.0,86.3993353403,0.0,0.0,57.1844210302,0.0,57.2818831597,0.0,57.2189526854,86.7052787233,0.0,0.0,0.0,114.586980621,0.0,76.9657678894,114.863510287,0.0,0.0,0.0,0.0,57.4490851844,0.0,0.0,0.0,115.69714588,0.0,978.328677007,0.0,0.0,0.0,0.0,0.0,0.0,230.235569263,0.0,57.5358925056,1229.49897635,0.0,95.9316576087,58.1740696295,0.0,116.488656335,0.0,0.0,0.0,58.3147566178,57.5532854598,57.466425687,0.0,0.0,0.0,174.469594415,0.0,174.469594415,0.0,0.0,171.398104879,0.0,115.705662661,0.0,0.0,0.0,57.4837766609,0.0,0.0,0.0,0.0,57.466425687,0.0,0.0,0.0,57.3798276977
2011-07-17,0.0131406045,8.61326442722e-05,0.00077519379845,0.00189491817399,0.0,0.0,0.0,57.18415439,57.18415439,859.324568734,0.0,0.0,85.4972993609,57.1989257462,85.4972993609,85.5230051871,553.308129589,0.0,0.0,0.0,57.2358268187,0.0,114.381418673,0.0,114.176110274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1126528566,0.0,0.0,57.2431155021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0782165269,5287.96024018,0.0,0.0,0.0,0.0,57.1298866083,0.0,57.2875927157,0.0,0.0,56.8812916122,0.0,0.0,0.0,267.497293984,0.0,0.0,0.0,57.1989257462,57.1086408833,0.0,0.0,0.0,171.18304179,0.0,0.0,57.1913664029,0.0,57.0183962621,0.0,57.1602734763,57.2304885479,57.3896466262,57.2185923029,0.0,57.18415439,0.0,57.3084164269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.037353895,57.0012220463,571.07285761,0.0,0.0,0.0,0.0,0.0,0.0,171.400887384,57.1126528566,0.0,1239.60692511,0.0,85.8239188417,57.1258032454,85.5896457669,76.3353719623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2777922857,0.0,0.0,0.0,0.0,0.0,0.0,57.1450994329,0.0,57.2371391178,0.0,0.0,0.0,57.3740776081,0.0,0.0,57.0871967402,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-24,0.0,0.000181290790428,0.000634517766497,0.00154097171864,0.0,0.0,0.0,0.0,0.0,740.242413843,0.0,57.3332820929,57.1951712056,113.026227573,57.1951712056,56.5497098578,398.221746799,0.0,0.0,85.0082408521,0.0,56.4619398229,114.805175929,0.0,56.6947193801,0.0,0.0,56.7577351351,0.0,0.0,0.0,0.0,56.3768555254,0.0,56.4619398229,0.0,0.0,0.0,56.9462832285,0.0,0.0,142.618965882,0.0,113.721300679,0.0,57.3332820929,0.0,0.0,0.0,0.0,56.8606503394,4896.19358588,0.0,0.0,0.0,0.0,0.0,113.617914308,57.0528100363,0.0,113.447025609,0.0,0.0,0.0,0.0,227.84190104,0.0,0.0,56.9294680705,0.0,84.9654405137,0.0,0.0,0.0,113.514727563,0.0,0.0,56.444902424,56.7748617903,75.7221122343,0.0,56.7064171106,75.8540762892,57.4199406208,0.0,0.0,56.6210929801,0.0,94.9332893306,0.0,0.0,56.8601661914,56.3768555254,0.0,56.7748617903,0.0,0.0,0.0,169.283625912,57.2123986668,605.80067553,0.0,0.0,0.0,0.0,0.0,0.0,321.767755661,56.9462832285,113.721300679,1193.7667376,0.0,228.159361869,113.447025609,113.618292254,114.191659544,0.0,0.0,57.3159817664,0.0,0.0,0.0,0.0,75.8422949129,0.0,56.9496557785,0.0,56.9496557785,0.0,0.0,56.3938518641,57.3159817664,113.760397811,0.0,0.0,0.0,56.8091461271,0.0,0.0,57.2986918774,0.0,57.3332820929,0.0,0.0,0.0,56.7064171106
2011-07-31,0.0244828008,0.0,0.000371781764104,0.00148712705642,55.7465925308,56.0237128027,55.9730889659,0.0,0.0,691.232638958,56.0194714428,56.193122276,0.0,167.754602793,0.0,55.7568315895,541.276679398,0.0,0.0,0.0,0.0,0.0,56.0744282941,55.7970723912,55.9393905378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.845147471,0.0,55.9776392617,55.7380490002,56.193122276,0.0,0.0,0.0,55.918200931,56.1211094315,5005.99408516,0.0,0.0,0.0,0.0,0.0,55.7837417763,112.034785422,0.0,56.0363855344,0.0,0.0,0.0,0.0,149.623500916,0.0,0.0,56.2271271911,0.0,55.9438720026,0.0,55.8677028567,0.0,55.9013580994,0.0,0.0,0.0,0.0,55.9709230412,0.0,56.0533098429,0.0,55.9899534097,0.0,0.0,55.8172959067,0.0,56.1234018926,0.0,0.0,112.115025862,0.0,0.0,0.0,0.0,0.0,0.0,93.2480627609,111.719075651,782.633715809,0.0,55.9687903769,0.0,0.0,0.0,55.8139193334,391.378300488,0.0,55.9776392617,1044.71094143,0.0,139.472696367,56.0237128027,56.0216162524,83.9917957564,0.0,0.0,56.0025675588,0.0,0.0,0.0,0.0,55.969270187,0.0,0.0,55.8849406601,0.0,0.0,0.0,74.5297777634,0.0,93.3268122204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.8814089577,56.0194714428,0.0,0.0,0.0,56.0068280189
2011-08-07,0.0232018561,0.000186375920231,0.000652315720809,0.002422886963,55.6815814821,0.0,0.0,0.0,0.0,976.112877266,0.0,55.7320024734,55.8162406876,74.9449313207,55.8162406876,113.331728268,506.819568563,0.0,0.0,0.0,0.0,0.0,56.546278549,0.0,84.5343141127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.476647563,0.0,0.0,55.6983783392,55.7320024734,0.0,0.0,0.0,0.0,84.9005636837,5218.56414105,0.0,0.0,0.0,0.0,0.0,56.2448247936,168.120648706,0.0,0.0,0.0,0.0,0.0,55.9346029066,150.348988186,0.0,0.0,56.9567215282,0.0,93.70805411,0.0,0.0,0.0,224.892938443,0.0,0.0,55.7151853333,56.0909466663,0.0,0.0,0.0,75.1606587756,112.012893795,0.0,0.0,56.333607593,0.0,93.8895364054,0.0,0.0,83.8452201076,0.0,0.0,0.0,0.0,0.0,0.0,56.4781812662,83.7610043279,636.882239468,0.0,0.0,0.0,0.0,0.0,55.9727182331,430.71997429,0.0,0.0,956.114603494,0.0,93.6572917842,74.9561968499,84.7043264517,112.317460575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.9788918509,0.0,0.0,0.0,0.0,0.0,0.0,140.704349079,0.0,83.9634479106,0.0,0.0,0.0,57.1292131137,0.0,0.0,56.5121270758,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-14,0.0623376623,0.000176538088093,0.0011474975726,0.0024715332333,0.0,0.0,0.0,0.0,55.9406107507,885.392286961,113.482830551,56.4748551634,84.8196571246,113.585685081,84.8196571246,56.7071821443,395.197963275,0.0,0.0,56.7071821443,56.574859598,0.0,0.0,56.5451283238,56.5706616937,0.0,0.0,0.0,0.0,0.0,0.0,56.9132027878,0.0,0.0,0.0,0.0,0.0,0.0,56.7071821443,0.0,56.0587000979,169.273076561,0.0,0.0,56.7071821443,56.4748551634,0.0,0.0,0.0,56.6729902949,56.1772890675,5086.14278212,0.0,0.0,0.0,0.0,56.2282666438,56.3898127939,112.899919841,0.0,56.4939099105,0.0,0.0,0.0,0.0,226.395306108,0.0,0.0,0.0,0.0,84.8365587149,0.0,55.9742997665,0.0,75.1531230888,0.0,0.0,169.014301409,0.0,0.0,0.0,56.0249094408,56.2842213493,56.9822093993,56.4768577191,0.0,56.3302578785,0.0,94.2569792714,0.0,0.0,84.6014576755,0.0,0.0,0.0,0.0,0.0,0.0,111.948599533,0.0,601.304835345,0.0,0.0,0.0,0.0,0.0,0.0,244.233559044,56.7071821443,0.0,1279.29389915,0.0,113.005295346,112.083599352,84.8023283251,56.4939099105,0.0,0.0,0.0,56.8271792044,0.0,0.0,0.0,113.166610803,56.3917509414,0.0,56.7756897639,0.0,113.585685081,56.3917509414,93.9612282916,0.0,112.939635394,56.0249094408,0.0,0.0,56.4577571988,0.0,0.0,0.0,56.1264038419,56.3981461212,0.0,0.0,0.0,0.0
2011-08-21,0.0699930007,8.71839581517e-05,0.00104620749782,0.0025283347864,0.0,0.0,0.0,52.8230701134,106.274050025,583.648692932,53.1142226635,79.7364992481,52.4018593375,105.214465839,52.4018593375,52.5596962633,477.280653886,0.0,0.0,0.0,0.0,0.0,53.2011807926,53.1897953078,70.4571173842,0.0,0.0,0.0,0.0,53.1851273283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5438697964,53.027704927,0.0,52.6230975856,368.695243332,52.6389718232,0.0,52.6692220284,79.7364992481,0.0,0.0,0.0,0.0,52.734418735,5479.99979006,0.0,0.0,53.3945810257,0.0,105.564544219,0.0,105.837412972,0.0,79.3381198807,0.0,0.0,0.0,53.3945810257,300.953657221,0.0,0.0,53.1302595665,0.0,132.360665703,52.5438697964,52.5438697964,0.0,131.98192842,0.0,0.0,79.2977137754,0.0,53.0182041833,0.0,105.182755632,52.5755322669,0.0,0.0,0.0,53.1851273283,0.0,123.883393554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4333508395,105.087739593,0.0,776.229504988,0.0,0.0,0.0,52.8942684432,0.0,52.5438697964,299.923428091,53.027704927,0.0,1395.54118208,0.0,123.494190048,52.9187064862,105.935506512,132.332751486,0.0,0.0,105.277943646,0.0,0.0,0.0,0.0,141.318582199,52.5913778162,52.8789181044,79.201904827,52.8789181044,52.5913778162,52.5913778162,159.411075037,0.0,159.068488081,0.0,0.0,53.1851273283,52.6866520513,0.0,0.0,0.0,52.6866520513,0.0,0.0,0.0,0.0,0.0
2011-08-28,0.1418976445,8.96217960208e-05,0.000627352572146,0.00277827567664,52.3389349082,0.0,0.0,0.0,0.0,967.325329813,0.0,53.016452465,0.0,52.5965816205,0.0,87.546373107,597.712851274,0.0,0.0,52.3704929034,52.4971063646,52.7734325723,78.936338062,0.0,87.5935310906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4020889775,52.7734325723,0.0,0.0,0.0,52.7415933973,0.0,0.0,193.205858347,52.8885092916,52.9844086739,0.0,53.016452465,0.0,0.0,0.0,0.0,123.039593052,5853.23258401,0.0,0.0,52.5447443921,52.5447443921,52.6428126587,105.72583737,52.6680659963,0.0,70.2619950814,0.0,0.0,0.0,52.4971063646,211.163030233,52.9364155501,0.0,52.4495546378,0.0,52.8468759669,52.2916691633,0.0,0.0,105.387813208,0.0,0.0,79.0079873379,52.4337231997,52.7990266703,0.0,131.571118201,105.661845855,0.0,0.0,0.0,78.7603602468,0.0,193.524974344,52.8885092916,0.0,52.8229176348,0.0,0.0,0.0,0.0,0.0,0.0,122.933410305,52.6780301633,684.278217063,0.0,0.0,0.0,0.0,0.0,79.2225534097,193.015333304,52.7415933973,52.9844086739,1528.56640519,52.6283045344,298.194985867,131.546950019,79.2622997375,79.0537097361,0.0,0.0,52.7734325723,52.5129761065,0.0,52.3704929034,52.3704929034,87.7997669915,0.0,104.740985807,52.8053102121,104.740985807,52.3547091502,0.0,79.1428496169,0.0,140.608876579,0.0,0.0,52.3074149233,52.6083964144,0.0,0.0,52.6269156542,0.0,52.9204371572,0.0,0.0,52.4020889775,0.0
2011-09-04,0.179662235,0.0,0.000747384155456,0.0021353833013,106.100673806,0.0,0.0,54.1825208526,0.0,736.263089725,0.0,53.0983752402,107.87968436,80.464604292,107.87968436,53.9383821284,628.243459089,0.0,0.0,53.0663400213,54.0467760336,0.0,54.204489086,53.0983752402,143.10588711,0.0,0.0,54.2316140457,0.0,0.0,0.0,0.0,0.0,52.954520521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.445915796,0.0,54.2264419558,53.5702484049,53.0983752402,0.0,0.0,0.0,0.0,89.7777285819,5743.65413868,0.0,54.2972101921,54.2618285724,0.0,0.0,161.184859622,54.095657652,0.0,54.095657652,0.0,0.0,0.0,54.2643922954,197.710800824,0.0,0.0,54.2920715375,0.0,107.310404618,0.0,0.0,0.0,81.1637405289,0.0,0.0,0.0,0.0,108.191315304,0.0,71.7149087928,108.126120176,54.2807962834,0.0,0.0,80.3514863106,0.0,233.538589212,53.922184416,0.0,53.6001427118,0.0,0.0,0.0,0.0,0.0,0.0,80.291261558,54.1064552339,626.961484518,0.0,0.0,0.0,0.0,0.0,53.1144073583,376.328755427,0.0,54.2264419558,1507.0684883,0.0,250.789296575,107.547966228,81.1964086144,80.5095176626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.672628795,0.0,0.0,54.0142373364,0.0,0.0,0.0,133.883221275,108.365041705,143.64096812,0.0,0.0,54.0793539577,0.0,0.0,0.0,54.1661762007,0.0,108.321941703,0.0,0.0,0.0,0.0
2011-09-11,0.2815699659,0.000249854251687,0.00133255600899,0.00341467477305,0.0,0.0,0.0,51.1314384736,0.0,1129.70983285,51.3788237217,51.2892218068,68.1933753889,51.3338444675,68.1933753889,136.463126677,889.277421299,0.0,0.0,51.2953341386,51.1707277306,51.3192903834,102.702442941,51.2413262786,127.834869441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2582780833,51.3192903834,0.0,0.0,0.0,102.654108455,0.0,0.0,170.885968004,0.0,51.2892218068,0.0,51.2892218068,0.0,0.0,0.0,51.1965025146,51.3822775464,5559.46691776,0.0,0.0,51.332256812,0.0,51.3822775464,204.872591021,51.3357075064,0.0,68.3678152849,0.0,0.0,51.287360455,0.0,325.44646215,0.0,51.304707683,0.0,0.0,102.54411096,0.0,51.3183404371,0.0,136.529604055,0.0,0.0,85.4845135661,0.0,51.2264607281,0.0,51.2643446136,154.008064232,0.0,51.1484121575,0.0,51.1041178484,0.0,547.750229501,102.549963131,0.0,51.2548325936,0.0,51.2857742372,0.0,0.0,0.0,0.0,51.2514502712,76.8216654462,1177.77899458,0.0,51.2170291084,0.0,0.0,0.0,0.0,529.254291226,102.654108455,51.2892218068,1401.65216073,0.0,307.354442548,170.865439149,68.3214401572,128.288457081,51.304707683,0.0,0.0,0.0,0.0,0.0,0.0,205.06761572,51.3804128175,51.1870996026,76.7999245581,51.1870996026,0.0,51.3804128175,102.487290896,0.0,102.631718148,0.0,0.0,0.0,51.3012590724,0.0,0.0,51.2582780833,0.0,0.0,0.0,0.0,0.0,0.0
