Week,NJ,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how to reduce fever,braun thermoscan,sinus infections,how long flu,upper respiratory,strep throat,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,tylenol sinus,flu in children,contagious flu,flu care,flu or cold,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,high fever,flu cold,flu remedies,dangerous fever,do i have the flu,flu treatment,body temperature,biaxin side effects,flu incubation period,flu test,symptoms of bronchitis,robitussin,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,treating the flu,flu virus,rsv baby,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,flu while pregnant,is the flu contagious,flu contagious period,flu cough,what is influenza,rsv,tussionex,pneumonia,signs of the flu,tamiflu generic,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,rsv symptoms,flu symptoms in toddlers,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,cure flu,normal body,flu medicine,cold symptoms,tamiflu wiki,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2012-04-08,0.8476466652,0.000958641468091,0.00438236099699,0.0134209805533,25.8223780952,25.8223780952,25.7882189255,0.0,0.0,38.4777216206,676.584248234,25.8536400542,38.6678974695,85.8187785708,25.6625806122,25.670340691,77.5121898187,85.8187785708,94.4481808066,497.931725034,0.0,25.8145744149,25.7361010734,0.0,34.2826173432,51.6291488299,38.6108692569,0.0,25.6930166471,25.6992891049,0.0,77.1691020825,0.0,0.0,0.0,0.0,60.0827835101,38.6067312973,188.348526413,25.5852370902,38.5667758008,25.8037892908,38.6678974695,0.0,0.0,0.0,0.0,42.826983632,6504.78445471,0.0,0.0,25.6612925717,25.6764719226,0.0,0.0,85.9097910109,68.5186100856,51.1859009136,0.0,25.7929180488,42.7855534746,188.434364343,25.6500091478,25.6393285005,0.0,34.2488179263,129.094600284,0.0,0.0,42.8990342997,51.4495858577,0.0,25.7803422861,25.7560123377,34.2722023102,68.7203145232,137.248982872,38.5978092875,25.7279713096,0.0,51.4367431262,0.0,77.2620489082,25.8085619782,25.9085310097,0.0,25.6393285005,77.1691020825,0.0,51.4306002053,0.0,38.533090937,25.6238504875,94.2955175965,64.3093279075,696.922979695,25.8223780952,0.0,0.0,0.0,38.7388965999,464.594047853,60.0827835101,38.5667758008,1106.52858721,25.9085310097,137.347422788,59.9541425502,64.4572294108,59.930930698,51.5276580669,25.6858749365,0.0,0.0,77.2155475246,25.7989811957,42.8112217619,25.8692994364,38.5953179896,25.7548627609,38.5953179896,25.7153001026,25.8692994364,0.0,94.1251998793,25.8849777997,146.253359503,0.0,25.6083911509,25.7980678956,25.9163916077,25.7540163027,0.0,0.0,25.7153001026,51.5080326055
2012-04-15,0.9783938035,0.000732161874334,0.00319488817891,0.0131123535676,24.1859661422,24.2669257152,24.2996987491,0.0,24.1699780063,24.2122370612,686.551588402,24.2781904914,97.1863598442,64.6864684714,24.2635031408,0.0,60.8205660025,64.6864684714,48.5966121929,469.538171856,0.0,0.0,24.2005667858,24.2705885607,24.2005667858,64.6577149737,80.51988821,0.0,0.0,0.0,0.0,24.2704085453,0.0,24.2705885607,0.0,0.0,48.4420446465,24.2518081553,161.533555831,0.0,40.4296091375,24.286423645,97.1863598442,24.3149867789,24.3091344004,0.0,24.3363229264,32.2948510584,6982.51532462,0.0,0.0,24.2354708997,24.2354708997,0.0,24.3076186011,56.7370129328,56.5295414927,97.1698420959,0.0,24.3076186011,56.5149577921,210.087067292,24.2635031408,0.0,24.1539118891,36.2366943054,81.0596639098,0.0,0.0,113.2587001,0.0,0.0,24.2937244516,24.3253876703,40.4126238952,32.4288151837,64.7133401023,48.5036163105,24.2151850683,0.0,36.3636119277,0.0,88.9164823417,48.6441709107,0.0,0.0,24.2393382809,24.2704085453,0.0,24.139374476,0.0,72.7465006502,36.413226608,64.59628372,48.4596420437,860.132345424,24.2488335501,0.0,0.0,24.3950531174,0.0,486.994224277,48.4420446465,40.4296091375,1132.59918512,0.0,210.452169178,113.320906888,36.5656706413,113.232447487,0.0,0.0,0.0,24.2705885607,24.2960816953,24.343648731,40.3034089312,24.3106360707,32.4215691122,64.752320179,32.4215691122,24.1350023363,24.3106360707,24.1626496031,48.4673739339,36.4905547817,81.1436529496,0.0,24.1859661422,24.3845735284,0.0,24.2122370612,0.0,24.3091344004,24.3143719436,0.0
2012-04-22,0.7499062617,0.00124909604891,0.00433896522254,0.0138057984353,23.0552149884,23.0104026366,22.9291240859,0.0,23.176592976,22.8945193106,828.807702216,0.0,0.0,57.9100999319,23.0008808645,22.9592983839,38.5546629767,57.9100999319,100.085669415,607.857535227,0.0,30.7494945066,69.5506587414,0.0,22.9221947646,30.7081594863,99.6787459031,22.9757484158,0.0,23.1279901746,0.0,22.9592251716,22.998648416,0.0,0.0,0.0,46.1589853254,22.9638336288,138.227034363,0.0,57.7982622551,23.1002906161,0.0,0.0,23.239383264,0.0,0.0,69.034019881,6543.52949784,0.0,23.0545721812,0.0,22.9419366095,22.8945193106,34.7256122681,61.641062563,76.8207549581,0.0,46.1880016593,0.0,30.7264394025,153.473071779,0.0,0.0,0.0,46.2553411946,84.836999818,23.2254004822,0.0,92.278836293,0.0,0.0,30.7471262338,0.0,46.3253395258,38.5427385515,123.070215859,22.9904638036,23.1451459829,0.0,46.1012720149,23.239383264,68.7665842938,23.1054072707,0.0,0.0,46.0764027426,22.9592251716,0.0,22.9246771529,0.0,0.0,23.0242936131,61.4295630931,30.6917208226,809.948824817,23.1696372158,0.0,0.0,23.2884558682,0.0,408.572005892,46.1589853254,57.7982622551,946.144200751,0.0,261.675442553,61.5136472558,23.1319301633,99.8521335506,0.0,23.1557382132,0.0,22.9291240859,23.0034634319,0.0,114.576348151,23.1290129595,57.6895806652,34.6276704699,57.6895806652,23.08592597,23.1290129595,23.0651757504,107.398759271,22.9847098412,146.772259744,0.0,46.2395472978,23.1388765218,0.0,23.0688963835,0.0,23.239383264,0.0,0.0
2012-04-29,1.025290499,0.00197158202461,0.00401114963628,0.0155007138487,22.7668324279,22.7537463272,0.0,0.0,0.0,22.8051152725,668.213679116,0.0,45.628622259,38.0999101347,45.6972146826,22.8118230522,22.9169780602,38.0999101347,53.3269435357,555.874320055,0.0,22.8125262583,22.9408602877,0.0,34.21705885,30.3902505784,136.607088773,0.0,22.7731541198,22.7253973556,0.0,30.4151208186,0.0,0.0,0.0,22.8504734713,38.0698990942,22.9061329788,212.757122372,0.0,38.0309426421,34.328097149,45.628622259,0.0,22.9200112781,22.8784267399,22.8279796489,53.2124791813,6772.99215865,22.8301017589,22.8005339264,0.0,22.7594888608,22.7633650037,22.8761689907,91.5054348913,83.6481869325,0.0,30.4979121458,0.0,53.182651597,182.562523804,22.7263239152,0.0,22.740026854,45.5219434046,129.61876131,0.0,0.0,114.183249167,22.8899747656,0.0,34.1792074117,0.0,22.8142485333,83.907864884,144.558586763,22.8337567342,0.0,0.0,68.519866691,0.0,22.8321329206,53.3805708076,0.0,0.0,22.8314724727,30.4151208186,0.0,22.7674823648,0.0,45.5349647296,34.1655984802,91.2110161365,22.7888425388,724.929956816,22.8715106496,0.0,0.0,45.9234945244,34.1895546021,457.860819883,38.0698990942,38.0309426421,913.219238667,0.0,152.271028151,98.9518094286,61.0885754284,75.9183663015,22.8918570788,22.8225927608,22.8232148503,22.8715106496,0.0,0.0,45.5528707829,22.8348514067,38.0654671188,34.2620396093,38.0654671188,22.8256625088,22.8348514067,22.7126374811,167.119467443,22.8947105812,122.246266013,0.0,30.4153846866,45.8811855685,22.9405927842,0.0,22.8301017589,22.9200112781,0.0,45.5349647296
2012-05-06,0.4402224282,0.000899627297263,0.00424110011567,0.017285695926,23.2759873611,0.0,0.0,0.0,0.0,0.0,959.25530618,0.0,46.4193788327,38.7519754607,23.2900684182,23.1988448902,46.7539864646,38.7519754607,77.6912606832,806.860124283,0.0,69.8068596468,46.3721348342,22.983739749,38.7380404472,0.0,85.0657337241,0.0,0.0,23.2338461649,23.0044520408,23.3385380521,23.4866619535,22.983739749,23.5008790612,0.0,31.0323606312,23.3112219771,162.650187387,0.0,46.5158628778,23.4441136529,46.4193788327,0.0,0.0,0.0,0.0,54.2589438884,6343.47950929,0.0,0.0,22.9768439375,0.0,23.0044520408,23.0946383726,62.182499132,77.4432058963,0.0,0.0,0.0,0.0,208.959526643,0.0,0.0,46.8175486393,46.244403745,69.9626506547,0.0,23.1085759939,69.8358799541,0.0,0.0,69.7514285965,23.2165787372,46.4384350348,58.4734997964,104.133779194,23.0529262022,23.0668135071,0.0,58.4417000551,0.0,34.8848779395,34.8342374029,23.2684659108,23.2268374632,35.0466095329,23.3385380521,0.0,0.0,0.0,0.0,23.2759873611,92.8939545152,23.2402809871,606.676000896,0.0,0.0,0.0,23.3678197847,0.0,435.621734333,31.0323606312,46.5158628778,1024.07818271,0.0,163.033981461,69.7476915928,69.8107182357,38.7709027047,0.0,0.0,0.0,0.0,0.0,23.0529262022,46.5238466408,23.0529262022,23.5364972471,38.8153304187,23.5364972471,23.3104447426,23.0529262022,23.3805794695,154.655443463,0.0,101.235298953,0.0,23.1471013439,70.8457157101,0.0,0.0,0.0,0.0,0.0,23.1848738905
2012-05-13,0.5097933995,0.00065223062875,0.003130707018,0.0159144273415,24.2107153916,0.0,24.2692961862,0.0,0.0,48.2748547448,900.272275597,0.0,36.3009689098,56.4082784943,24.2179403599,24.1304749972,72.9969064052,56.4082784943,88.8300705076,636.906593039,0.0,24.1077708771,24.2327657545,24.1813904952,24.1923962721,36.1391185887,72.2774035458,23.9849931345,24.1855621696,24.1304056357,48.0996738257,24.1777851277,0.0,24.1813904952,0.0,0.0,48.3720346672,24.247364976,185.158405631,24.1368426539,32.2221473658,24.1554842448,36.3009689098,0.0,0.0,24.2180364426,0.0,32.2297490563,6761.35397646,0.0,0.0,24.0209742223,0.0,24.0498369129,0.0,64.4517017668,72.4027899355,24.1522299399,24.1659846311,0.0,24.2180364426,144.810880971,0.0,0.0,24.1522299399,24.1118562179,153.450156689,24.1410404343,0.0,80.5433392139,0.0,0.0,48.3263964521,0.0,0.0,84.7831995497,64.4079380044,48.3775575449,24.1617266089,0.0,24.064294284,0.0,48.2155417542,32.2930947368,24.166707561,0.0,32.2465400664,24.1777851277,0.0,24.1813904952,0.0,24.0787690475,0.0,48.2019420997,0.0,662.808250876,24.2692961862,0.0,0.0,0.0,24.174093757,549.305050137,48.3720346672,32.2221473658,894.443275871,0.0,169.276020261,88.6483783942,72.900087796,104.782935485,0.0,0.0,0.0,24.2179403599,24.2180364426,24.2325912615,24.1960865606,24.2547082119,24.1295681383,24.1518685049,24.1295681383,24.1158779984,24.2547082119,24.0829888878,56.2626211194,0.0,153.55873351,0.0,24.166801421,24.2988612001,0.0,24.1077708771,0.0,0.0,0.0,24.1486618374
2012-05-20,0.1642036125,0.000729056203606,0.00318133616119,0.013520678685,0.0,0.0,0.0,0.0,0.0,0.0,797.518777596,23.5155847991,35.1038994346,46.6165068,0.0,23.1025666394,38.9014575582,46.6165068,62.1506354615,473.593233651,0.0,58.2024469366,0.0,23.4446050683,23.2412036711,23.5013544906,69.7259837118,0.0,0.0,23.2180497307,0.0,0.0,0.0,23.4446050683,0.0,0.0,69.8729883588,0.0,147.181372507,0.0,46.2468849052,23.2022398303,35.1038994346,23.4587667144,23.5583793119,23.3114094382,0.0,46.5792820165,6209.50157115,0.0,0.0,0.0,0.0,23.4163330092,0.0,124.452283739,54.2573118048,46.2229491112,34.9967681695,0.0,23.060927889,178.390519931,0.0,0.0,23.4163330092,23.2333145112,77.8353914615,23.4157498947,0.0,105.163130687,0.0,0.0,54.2850275469,23.2073243478,23.0886703587,69.8449943124,93.1955224938,34.9792636845,23.1741924008,0.0,46.580725022,0.0,23.2531329125,46.5584859137,23.4298015544,0.0,69.8809886649,0.0,0.0,0.0,0.0,23.4446050683,23.0886703587,38.7183623876,23.3238191926,715.904676684,23.5298323512,0.0,0.0,23.447562722,34.8332238938,435.750476917,69.8729883588,46.2468849052,892.27930375,0.0,100.964996266,77.7581361499,77.8805706489,77.4866762526,23.373212882,23.5013544906,0.0,0.0,23.4233946295,0.0,46.4922155937,0.0,23.5440971784,23.3838271118,23.5440971784,0.0,0.0,0.0,108.420831602,35.0783641246,85.6545274972,0.0,0.0,23.1373806337,0.0,0.0,0.0,23.5583793119,0.0,23.4446050683
2012-05-27,0.2797637551,0.000149925037481,0.00247376311844,0.0128935532234,70.2904730375,0.0,0.0,0.0,0.0,0.0,880.730922409,0.0,46.9731637999,35.405179901,0.0,23.4795140149,31.6113517649,35.405179901,86.7977641546,559.750122861,0.0,46.9873080829,0.0,0.0,23.6423142438,23.4231237081,109.929115534,0.0,0.0,23.374003916,0.0,0.0,0.0,0.0,0.0,0.0,94.4206732091,0.0,94.3265132113,0.0,23.5536054656,47.1818784046,46.9731637999,0.0,23.8149869286,23.746380169,23.7717786064,35.3271137773,6485.80010713,0.0,0.0,23.4090684283,23.6858306271,0.0,23.5290787309,94.8000142137,23.5679785848,47.2276075308,0.0,0.0,0.0,157.289520998,0.0,23.6565953156,23.6715663509,35.3734119659,47.4286377202,23.4724503826,0.0,86.6574719188,0.0,0.0,70.7638615931,23.6749447485,47.1540359414,70.9827646686,82.6478873954,0.0,23.5007304433,0.0,55.1255028885,0.0,47.2500697762,23.4583358604,0.0,0.0,23.7176705939,0.0,0.0,23.4583358604,0.0,46.930781998,47.5291849162,39.3696355315,23.4512849629,648.223785113,0.0,0.0,0.0,35.5091356567,23.7141273857,347.764768529,94.4206732091,23.5536054656,787.83336332,0.0,110.302579064,70.9335980064,59.1452116604,70.7057616091,0.0,0.0,23.4231237081,0.0,0.0,0.0,35.4960782233,0.0,23.6285488858,47.4852907486,23.6285488858,23.4583358604,0.0,0.0,102.137800815,0.0,71.1002053142,0.0,0.0,23.6681870173,0.0,23.7287267888,0.0,23.8149869286,23.4583358604,23.5822746439
2012-06-03,0.091268634,6.35364381473e-05,0.00355804053625,0.0135967977635,22.3570762087,22.0938905228,22.6248056878,0.0,0.0,22.0872577127,819.905832159,22.4923919343,33.5658056205,22.6384928056,0.0,22.5498213966,52.5656670143,22.6384928056,33.5304476583,657.569418898,0.0,37.2967544535,0.0,0.0,45.2359366669,44.5641328259,74.383491626,22.0409393172,22.7416764556,44.980632579,22.5974810433,22.3794191506,22.6934072818,0.0,0.0,22.1737960943,29.8841867694,0.0,96.993170156,22.6316471773,22.50391895,0.0,33.5658056205,0.0,0.0,0.0,0.0,22.3841284501,6236.80978316,0.0,22.1138128767,22.5498213966,0.0,0.0,22.6796537016,142.237824373,67.4879248814,22.3974587154,22.6796537016,0.0,37.3216454995,141.754792443,22.6384928056,22.5294573195,22.5362412572,44.5634608625,67.3616514578,0.0,0.0,111.892446508,0.0,0.0,44.83546805,22.4697349663,33.7915157942,44.8444354015,59.7595327467,44.9439628305,0.0,0.0,22.1138128767,0.0,22.4787808045,22.7002903292,22.3089109246,0.0,29.888827493,22.3794191506,0.0,33.4848078961,22.6179683334,0.0,0.0,44.7071184236,0.0,726.566725402,0.0,0.0,0.0,22.3559703929,22.1537655648,284.553857357,29.8841867694,22.50391895,888.978341747,0.0,164.494449377,37.3624824845,52.3838293451,74.486394433,0.0,0.0,0.0,22.0806288838,22.3839375622,0.0,22.3839622051,0.0,55.942672928,33.8086677886,55.942672928,0.0,0.0,0.0,119.273893732,22.3628964009,142.4669447,0.0,45.3318335647,22.7071775532,22.5950032113,22.2952139701,0.0,0.0,0.0,22.3433667179
2012-06-10,0.1525320317,0.00032643468042,0.00300319905987,0.0112293530065,45.4552067161,0.0,0.0,0.0,22.637199796,22.6933027191,793.50275833,0.0,60.6364880526,33.9557690156,45.7771405656,22.6522783695,57.2695316761,33.9557690156,60.686526926,560.673884246,0.0,22.702016182,0.0,22.8540267116,22.4839602689,34.228960894,113.445696943,0.0,0.0,22.7459371218,0.0,0.0,22.9024169678,22.8540267116,0.0,0.0,45.4621463873,22.7620078439,211.660641682,0.0,0.0,22.7242679318,60.6364880526,0.0,0.0,0.0,0.0,45.4008389173,5983.33408102,0.0,0.0,22.668053287,0.0,22.6933027191,22.7827005783,98.6104481272,56.991994613,22.7288008769,22.6129054078,0.0,0.0,189.087375337,0.0,0.0,0.0,22.5584328864,102.085925979,0.0,0.0,45.4485743404,0.0,0.0,30.2722916885,22.8086322006,22.6155749185,34.2289943332,90.9269298464,22.9024169678,0.0,0.0,22.7159586666,22.7757988211,22.8147079868,45.6068619402,0.0,0.0,22.8678316205,0.0,0.0,0.0,0.0,0.0,22.727603358,52.8916828813,34.1635926466,539.286643368,0.0,0.0,0.0,0.0,22.8471305056,372.13824717,45.4621463873,0.0,999.770611163,0.0,37.9119673086,37.9419793261,60.7284817784,113.344184745,0.0,0.0,0.0,0.0,0.0,0.0,22.7138706672,22.7689012442,22.9510125782,34.1132189924,22.9510125782,0.0,22.7689012442,22.79897335,105.85859078,0.0,129.087400297,0.0,33.8813494914,22.5788292995,0.0,22.6933027191,0.0,0.0,0.0,22.8540267116
2012-06-17,0.1413927183,0.0,0.00274137469912,0.0128376571276,23.238664117,0.0,0.0,0.0,0.0,23.1601613121,860.14510122,0.0,23.2229070833,34.9812927505,23.252722595,23.2159185467,54.6589049184,34.9812927505,62.206259247,730.300071284,23.2316412509,23.2298998286,0.0,23.3980982703,46.7961965407,0.0,92.8937465787,0.0,23.3587058338,0.0,0.0,0.0,0.0,23.3980982703,0.0,0.0,31.0749011695,23.2738422341,100.702573245,0.0,46.5374520668,23.4051629135,23.2229070833,0.0,0.0,0.0,0.0,46.6172717622,6430.42341809,0.0,0.0,23.4051629135,0.0,0.0,0.0,101.079762064,77.5868929429,0.0,0.0,0.0,23.3110366865,178.364730477,0.0,0.0,0.0,0.0,70.0468073568,0.0,0.0,108.755450595,0.0,0.0,31.044433102,23.3211902451,23.2019540844,23.3285525817,131.915467597,46.4352164899,0.0,0.0,0.0,0.0,23.3420475207,31.1198988768,0.0,0.0,23.234353188,0.0,0.0,0.0,0.0,23.238664117,0.0,77.5118909033,23.3069082258,646.275211721,0.0,0.0,0.0,0.0,23.3286587158,303.749000421,31.0749011695,46.5374520668,799.826552643,23.476044691,93.1548034101,93.2668411829,70.1250099448,54.3102150018,0.0,0.0,0.0,0.0,0.0,0.0,70.0673994302,0.0,0.0,58.4010728397,0.0,0.0,0.0,0.0,77.5212773141,23.5330599786,101.190709404,0.0,70.1519453119,23.5760035188,0.0,23.2167226905,0.0,0.0,0.0,0.0
2012-06-24,0.1530924679,0.000137988133021,0.00220781012833,0.0117289913067,23.567704901,0.0,0.0,0.0,0.0,0.0,740.227089881,0.0,23.5190803566,35.1386624736,0.0,23.4895956049,35.0830601253,35.1386624736,23.4304344034,617.106039847,0.0,23.4410146101,23.6391654981,0.0,46.7940703262,31.1734745889,70.1283306753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1208452303,0.0,124.671615099,0.0,38.9898812562,23.2454100473,23.5190803566,0.0,0.0,0.0,0.0,31.1617445879,6284.75952811,0.0,46.3790297246,0.0,23.147769561,23.175583042,23.5690298598,93.9253569077,23.4835315652,23.4683828455,0.0,0.0,23.175583042,226.144536424,46.4069268854,0.0,0.0,35.0291890769,70.4390384129,0.0,0.0,93.738336661,0.0,0.0,85.8317189054,23.5748315127,0.0,31.2720642903,47.0262281899,23.5220010532,0.0,0.0,23.5321363757,0.0,23.3951368571,39.0657708122,23.6463353996,0.0,69.6522864402,0.0,23.3650865981,0.0,0.0,0.0,0.0,23.4683828455,34.9905910183,516.910446134,0.0,0.0,0.0,35.2345937245,0.0,360.2180359,35.1208452303,38.9898812562,827.493554591,0.0,156.223771306,86.0000684174,70.5034704448,85.7457013695,0.0,0.0,0.0,0.0,0.0,0.0,23.3495572213,0.0,0.0,0.0,0.0,23.5392414893,0.0,0.0,101.265864014,23.6248387311,140.418857676,0.0,23.5220784131,23.4519149379,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.3434950623,6.70421024403e-05,0.0038213998391,0.0103915258783,0.0,0.0,0.0,0.0,25.8803803976,25.6577945708,576.828405659,0.0,34.5578529776,25.8941970049,25.8585204827,0.0,26.0770595004,25.8941970049,34.5446670134,440.184209324,0.0,51.9166197557,0.0,0.0,25.7352403739,25.8387287233,103.224327719,0.0,0.0,51.3619586499,25.8959288388,25.8964059867,26.0131403453,0.0,0.0,0.0,26.0209921836,0.0,77.5731375346,0.0,38.8928965812,25.743010676,34.5578529776,0.0,0.0,0.0,0.0,51.7452263532,6230.65445637,0.0,0.0,25.8417886797,0.0,25.7042060171,25.8679767472,172.912227492,64.6719217733,0.0,25.8131551192,0.0,0.0,301.184194481,25.815682623,0.0,25.8305564799,25.9583098779,69.2018692866,0.0,0.0,77.6929549843,0.0,0.0,34.4872893129,0.0,25.9117047898,64.6698527342,25.8468092016,25.7897312035,0.0,0.0,25.9114959737,25.8601308337,51.8780960102,25.9179661552,0.0,25.9037100674,0.0,25.8964059867,25.9591091489,0.0,0.0,0.0,0.0,51.6739149336,38.6787093418,467.279184827,0.0,0.0,0.0,0.0,38.7448971372,328.707671806,26.0209921836,38.8928965812,776.294803734,0.0,120.872559012,51.8800042695,77.6484410693,68.8456590395,0.0,38.745045139,0.0,25.9277196578,25.9426864593,0.0,0.0,25.9748324131,25.9817803208,25.8444532764,25.9817803208,0.0,25.9748324131,0.0,94.6068231983,0.0,51.9506385715,0.0,25.7197138337,25.956207678,0.0,0.0,0.0,0.0,0.0,25.9583098779
2012-07-08,0.0576535025,0.0,0.00279896822348,0.00900060369903,23.1674156599,0.0,0.0,0.0,0.0,34.7509684999,719.859290532,0.0,23.197203843,46.3663408938,34.838351684,23.1532176613,38.9489825397,46.3663408938,54.3795380949,426.821520852,0.0,23.2586625158,0.0,0.0,23.2724342121,31.0226956682,69.5759179526,23.1101461318,35.0890703136,23.1101461318,0.0,0.0,23.2394061545,0.0,0.0,0.0,35.0225632118,0.0,85.2055577038,0.0,23.1986784403,23.400736298,23.197203843,0.0,0.0,0.0,23.2144651784,23.2472098669,6051.16100209,0.0,0.0,23.1448148178,0.0,23.3654623512,23.5143321053,85.5363326603,46.3870521875,0.0,23.4644985222,0.0,23.2737868542,193.621838839,0.0,0.0,0.0,23.3654623512,108.801460353,34.796309897,0.0,100.929614475,0.0,0.0,38.7581178444,23.3443031166,23.1707406864,23.3032066006,46.5525515447,46.2963222576,0.0,0.0,93.8295867057,46.442906555,23.228445585,31.0978903264,23.2464548066,0.0,38.802729248,0.0,0.0,0.0,0.0,23.1847770381,0.0,58.3405206378,0.0,583.530489058,23.4787151224,0.0,0.0,31.0930143241,0.0,303.308279069,35.0225632118,23.1986784403,783.56313816,35.0651190478,100.960049693,38.8639690415,35.0712427854,85.1781528128,0.0,0.0,0.0,0.0,0.0,0.0,70.0541475917,0.0,0.0,34.7961897345,0.0,0.0,0.0,0.0,100.595297978,0.0,93.1805792735,0.0,0.0,46.4988955924,0.0,0.0,0.0,0.0,23.3654623512,0.0
2012-07-15,0.0359195402,0.0,0.00272555345422,0.0100678607187,0.0,0.0,0.0,0.0,0.0,23.1891988941,586.51806238,0.0,38.7453911218,23.1823316703,23.2943494332,0.0,62.0732620711,23.1823316703,61.9718190112,433.41837554,22.9979567806,23.1245013176,23.4184413811,22.9220331537,23.0898645386,22.9289145807,77.0068226243,22.8808311768,23.3366771427,0.0,0.0,0.0,23.4184413811,22.9220331537,0.0,23.3476480275,46.5996756646,23.3829911217,92.69171016,0.0,23.1140267241,23.3617724364,38.7453911218,0.0,0.0,0.0,0.0,61.7532325353,5633.91905349,0.0,22.9564816556,22.915155856,0.0,23.2717318683,0.0,57.8688144225,30.8879894633,0.0,23.4042483863,0.0,46.7094161928,108.168617288,0.0,0.0,0.0,0.0,105.149440798,22.9772005019,0.0,46.6419365555,0.0,0.0,38.6540447464,23.3669474973,23.3194503849,31.0046973318,93.2874481147,0.0,0.0,0.0,23.1334528251,0.0,34.7734435245,46.8510886714,0.0,0.0,22.9841150973,0.0,0.0,0.0,0.0,0.0,23.3476480275,46.3365223791,0.0,605.07281182,0.0,0.0,0.0,23.0395820417,0.0,255.864647653,46.5996756646,23.1140267241,866.526753649,0.0,139.341105473,54.1663200868,23.268957806,84.8519208233,0.0,0.0,0.0,0.0,0.0,0.0,69.6514383173,0.0,23.3351811633,23.3124116133,23.3351811633,0.0,0.0,0.0,38.6145592532,0.0,61.9769536567,0.0,22.915155856,23.4360425563,0.0,22.9979567806,0.0,0.0,22.9633837848,0.0
2012-07-22,0.1935171746,0.000110784911095,0.00238187558854,0.0079211211433,23.9130644915,0.0,0.0,0.0,23.8269880862,0.0,493.800213847,0.0,31.9251218833,23.8774384542,23.8774384542,23.8984095269,36.1529479465,23.8774384542,59.8088534838,343.337626334,0.0,39.8694610758,0.0,0.0,23.9312672201,23.9276869891,79.5904766041,23.862956011,0.0,35.7727885847,23.9708707077,0.0,24.0793689155,0.0,0.0,0.0,23.9278205849,24.0866370619,71.6959717144,0.0,23.8773399508,23.8774384542,31.9251218833,0.0,24.0294249186,0.0,0.0,47.7837842189,5883.80686544,0.0,0.0,0.0,23.9421027861,0.0,23.9208519787,56.0072130171,47.8935325948,23.9708707077,23.9208519787,0.0,23.9202717218,183.290906525,0.0,0.0,24.0286144492,23.9563164082,56.0069704266,24.0069279741,0.0,71.5890068285,0.0,0.0,96.2884206165,24.0367153995,23.9164965349,23.9633618274,55.9199227931,23.8413807096,0.0,0.0,35.9312372151,0.0,39.9321139942,23.9930387513,23.9924920583,23.9780734934,23.9395498866,0.0,0.0,0.0,0.0,0.0,0.0,59.5926743646,35.8332500979,520.273763445,0.0,0.0,0.0,35.9716525308,23.8918921094,328.119264672,23.9278205849,23.8773399508,949.639255285,24.0430938795,95.9845836502,47.9101280771,72.0143456571,59.7573712614,0.0,0.0,0.0,0.0,0.0,24.0213812721,35.8840005331,23.9063632736,23.9380589292,24.0325346386,23.9380589292,23.9924920583,23.9063632736,23.9421027861,103.5057532,0.0,120.05105842,0.0,23.9421027861,0.0,0.0,23.8269880862,0.0,24.0294249186,0.0,0.0
