Week,WA,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how to reduce fever,how long flu,upper respiratory,strep throat,intestinal flu,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,contagious flu,flu care,flu or cold,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,type a influenza,flu symptoms,flu incubation,how to get over the flu,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,cough and fever,flu shots,influenza type a,high fever,flu cold,flu remedies,dangerous fever,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,symptoms of influenza,is the flu contagious,flu contagious period,what is influenza,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,rsv symptoms,oseltamivir,how long is flu contagious,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type a,what is rsv
2012-02-12,1.073599793,0.00196947316593,0.00196947316593,0.00295420974889,0.0,23.4678851085,23.6113279988,23.4536391167,0.0,864.150037157,23.4784240614,35.3979915369,70.3979412709,46.7734268877,70.3979412709,54.8814819733,632.619116729,0.0,47.3352841299,47.5358573677,54.7995045868,23.38669971,163.933845512,23.6391440011,71.2175662378,70.7533582243,0.0,47.5358573677,0.0,0.0,58.4809425463,23.2293565685,0.0,321.554500966,46.3192812248,23.2924607668,70.6222816157,47.2496299964,35.3979915369,0.0,0.0,23.257360615,23.257360615,62.7174751446,7243.20984973,35.5662514809,31.3423334688,0.0,94.0819162924,101.683707208,46.9095461629,23.2293565685,23.3912583528,281.448768594,0.0,0.0,70.606270061,125.551386274,82.8196605004,148.628955572,23.6248279478,23.2293565685,23.6605111092,23.2713879736,54.7300949332,78.2747283789,297.727959425,23.4753865475,23.4927623667,35.0938521836,0.0,109.710913961,70.6038640711,0.0,31.2337849207,70.7533582243,0.0,31.337588688,23.3842959988,23.5541577131,454.115732537,23.3135717584,1028.38284236,23.222366091,0.0,23.8183913775,500.436097947,58.4809425463,70.6222816157,1158.64604246,0.0,414.324439005,117.414156585,86.0815047612,62.441361113,0.0,23.5246914723,23.1735503064,0.0,35.3801889289,47.5214743549,47.0332871541,62.5025907305,47.0332871541,23.5417594467,47.5214743549,101.872268204,23.4999445894,164.20843188,35.2200494596,46.8422291261,23.257360615,23.5185666619,0.0,39.1830488559
2012-02-19,1.2966878083,0.00164925783397,0.0021990104453,0.00494777350192,0.0,22.932433099,0.0,0.0,0.0,953.093530405,0.0,84.1977834139,68.8134387758,22.8241053471,68.8134387758,23.1066330829,809.636366899,22.7690577611,53.5136638168,22.9519578531,45.9821403859,53.4791529118,137.345353468,0.0,46.1255223569,61.5439464155,46.0281230639,22.9519578531,0.0,0.0,114.739287905,34.3269860186,0.0,429.327388582,30.5783089889,23.1084272231,61.3597827953,23.0370191041,84.1977834139,0.0,23.0279547173,0.0,46.042012057,122.620299842,7283.22340371,53.7542751673,46.0085453066,0.0,91.9416412854,137.424138022,22.8686974533,23.0458216105,68.7838032203,214.119025319,38.3018655383,0.0,46.094695176,92.0886784263,34.4237131025,137.575806646,23.0767132421,22.8448168765,22.9863253927,0.0,22.9794018007,76.6504369762,314.133937625,57.6951377453,22.9238259922,45.9845291241,0.0,107.33252469,46.065408023,0.0,45.5655894984,61.5439464155,0.0,0.0,0.0,0.0,513.210491325,22.8379088581,913.434387043,22.9586113483,23.1818942505,22.9776441439,504.938905608,114.739287905,61.3597827953,1347.25436601,0.0,397.469820338,168.465029494,53.5781384521,84.0226507853,0.0,45.9238260491,22.9904562733,34.5587581691,0.0,0.0,30.6335952214,53.50440195,30.6335952214,0.0,0.0,114.911180476,23.0319552919,244.62111194,38.3301033026,76.4098356224,22.7965483228,30.6684090111,23.0279547173,38.3203850864
2012-02-26,1.1092037502,0.00102669404517,0.00102669404517,0.00205338809035,46.9793594167,0.0,0.0,35.1099314138,35.1099314138,863.023359651,0.0,54.7266254926,85.7865012282,0.0,85.7865012282,39.210573189,702.061123099,0.0,46.7930172687,23.4368995985,39.1115901098,35.1439489545,109.193296884,0.0,35.2784463868,39.315415423,0.0,23.4368995985,23.4437982877,0.0,62.5427596297,23.3661698165,0.0,352.424028435,23.4681140637,23.5394610459,31.3494168114,23.5038814494,54.7266254926,23.33806859,23.4395441405,0.0,23.3943387976,39.148917435,7954.56835726,23.581989664,23.4348443132,0.0,78.3390065614,109.265641799,46.5920865129,70.680550905,23.33806859,304.471563352,35.2572096056,0.0,70.7468970288,117.453248061,47.0411833918,117.125985794,0.0,70.616412474,23.4059248225,23.5316862856,39.0828648686,117.221236619,328.341874098,46.798580472,46.7182763349,31.3165809665,23.3507515919,78.2602789645,70.55805542,0.0,23.4748979024,39.315415423,23.3661698165,70.7683615,0.0,46.6621076829,461.682886753,23.5316862856,1113.08007584,0.0,0.0,23.5463445674,609.212385,62.5427596297,31.3494168114,1258.38398645,23.5038814494,359.083992532,140.632728332,78.1513918973,101.392423431,46.7955701683,46.9400731464,23.310034874,47.2218887547,31.224432477,23.560183635,46.969657513,23.3854852342,46.969657513,23.4951411711,23.560183635,172.093021335,23.4453392279,202.890432769,47.0925165251,23.440108482,23.4384255646,47.0570118809,23.4395441405,31.321041951
2012-03-04,1.4472390052,0.00796488946684,0.0143042912874,0.0178803641092,22.754827805,45.4646133235,0.0,22.7825017225,22.6931244455,860.555958865,22.7859411067,37.9493098386,121.123652387,0.0,121.123652387,45.6023974341,681.815493213,0.0,45.4414928758,45.5205534295,34.1328445441,22.6687386849,166.56890148,0.0,22.779333481,76.2281129128,22.7807507268,45.5205534295,45.474614325,22.8706900351,34.1700399848,34.1086174227,0.0,403.125917573,22.7675969984,0.0,76.057002697,22.6961163886,37.9493098386,0.0,22.7342227693,22.8974694617,0.0,45.6108573461,7283.15268104,22.8116037879,22.7862021321,0.0,91.4387779545,159.175957236,37.9082768051,0.0,37.9680716433,257.764719378,22.7495519622,22.7908460383,34.2814668045,98.8787564304,34.1875163757,113.679030542,0.0,22.8698987579,45.3862488911,22.7304316538,34.1734021174,37.9451771484,410.16935614,22.7961501316,60.7618335713,22.7964797622,22.7342227693,53.1829415101,53.3095212399,22.7273627142,22.8081067769,76.2281129128,0.0,34.1847247993,0.0,22.754827805,395.000523853,34.304302193,1164.64735161,0.0,22.8861987343,22.7098300541,462.736163743,34.1700399848,76.057002697,1078.10051301,34.2250236573,401.703482333,83.525665817,83.4685109596,37.8533756967,22.7670972951,83.6315299584,22.7847617086,34.2571712804,45.503201802,22.8102080429,68.3564851707,22.7997650834,68.3564851707,45.7415821741,22.8102080429,129.211522441,34.1569535053,174.229256774,68.4833490806,22.770889208,0.0,45.6890992021,22.7342227693,22.8308073056
2012-03-11,1.5050426687,0.00732093391373,0.0149386624456,0.0198852394143,22.3375665599,22.0475077512,0.0,22.3253275733,0.0,1011.46670311,22.2012489934,74.0941061448,118.4444685,33.1793731432,118.4444685,52.0261395729,746.97331335,0.0,29.5770499384,33.4784927324,55.5627628782,22.2884478752,147.851493101,0.0,22.1997477951,81.9019173019,0.0,33.4784927324,22.0875455982,0.0,66.7000118435,44.4387126852,0.0,415.57125589,55.3788045983,22.2232665135,74.2487235586,22.0608375624,74.0941061448,0.0,0.0,33.2426588206,0.0,51.976585598,7295.66562857,33.3975862635,22.1914285574,0.0,126.327738803,170.173529667,29.5615659487,33.5658055234,29.6218368798,207.377942377,22.2282243112,33.3674046373,44.7321545466,52.0261289274,33.5014789553,118.375171401,22.2998612569,44.702029648,29.6015670783,0.0,33.2160494257,59.3398354585,311.351147373,44.6885773369,22.1964146498,59.4338448483,22.2461266514,126.299725861,100.153198128,22.020896396,44.3658677521,81.9019173019,0.0,22.1411561458,0.0,0.0,363.448864621,44.8640913869,1167.00716166,0.0,0.0,44.6885773369,629.379613536,66.7000118435,74.2487235586,1163.46037646,22.2729615449,399.504705518,155.656266167,81.5107792802,73.9112459126,21.9612550877,44.694184861,0.0,33.4073905958,33.3808774596,22.3442886684,44.4793171922,29.6395366585,44.4793171922,29.6845254011,22.3442886684,118.447234013,22.3403328744,125.745536731,74.080212247,22.1578343648,22.2931302393,22.3200787195,0.0,29.6708562842
2012-03-18,1.1406844106,0.00643500643501,0.0156585156585,0.0215572715573,0.0,47.525781726,23.9203795835,39.7046809537,0.0,837.328758837,35.7045012442,83.3810741071,71.4130797081,23.7700721537,71.4130797081,47.7788585477,721.511515486,0.0,23.8394741173,23.7628820898,87.5131854587,35.6518152916,126.854880916,47.4541382458,0.0,63.8602918028,47.425486136,23.7628820898,0.0,23.9511660915,63.5544211293,31.8255508885,23.8421245094,318.541283637,0.0,23.967520789,63.7538654149,23.8269125157,83.3810741071,23.7485412912,0.0,23.7485412912,0.0,103.415340067,7243.35576875,23.9227737553,23.8092560316,23.8421245094,95.4531796447,166.752037664,35.7307166249,24.0111377513,47.7471177116,253.901803657,47.7399204695,0.0,47.6976813809,79.5485546541,47.7284024643,103.180482365,23.7485412912,0.0,23.8054468287,23.7844477643,47.5832841843,59.7214480745,302.114089783,23.7731339172,35.8276757647,23.8667878804,47.4541382458,95.6009570453,63.8000793746,0.0,35.615199714,63.8602918028,23.8432206002,47.6974772611,23.634365612,31.7678659386,468.892598202,0.0,948.292462479,23.8276791144,23.7844477643,71.4738469587,532.163706146,63.5544211293,63.7538654149,1128.7181825,23.9312941856,484.19925656,166.928479229,202.847087996,87.2221797233,23.8232684821,71.5733192021,0.0,47.698707554,47.6443996857,47.7406213821,71.6186802549,35.7734869886,71.6186802549,23.870516235,47.7406213821,119.076717126,47.773069507,150.698597753,71.6028888699,31.7102563759,23.8915424773,23.8902157887,0.0,23.8558638862
2012-03-25,1.5149264815,0.00454498502221,0.0111558723272,0.0159074475777,23.5361084503,0.0,0.0,23.5051911624,23.4338227235,833.190574369,23.5300305854,31.3360031163,78.2354578757,23.4486903817,78.2354578757,62.8618697985,680.130602759,0.0,46.9062783893,46.9833024739,54.7572234476,46.994265067,132.896588438,0.0,47.0654783197,47.1930484452,23.4196931952,46.9833024739,0.0,23.586943863,93.996384245,23.5004914505,0.0,400.085623498,23.4626158752,0.0,31.3976176148,23.4503923761,31.3360031163,0.0,23.4150008995,0.0,0.0,54.9453682224,6920.25704179,35.3178344689,23.5146431449,0.0,188.309976545,86.019745918,23.4794797169,23.5286314771,35.3009411648,226.930778585,23.5586204206,47.0949513964,47.2239391739,130.040096695,47.1001202064,148.672454229,0.0,23.4930036281,46.9327375491,0.0,35.2400913151,93.9713433933,329.150770288,23.4787826816,39.2358701483,47.079772699,23.4150008995,86.3360521239,54.9670279699,0.0,35.1330714945,47.1930484452,23.5396166898,0.0,0.0,31.3693593343,282.3301105,46.9717820042,1083.99211842,23.4362229547,46.9810234825,39.226674831,696.764652381,93.996384245,31.3976176148,1128.1982191,46.9007847521,414.738175319,125.367739799,93.9585760536,46.8920011996,0.0,47.1966445308,23.561134217,0.0,31.2937068404,23.5189592275,54.8741541992,54.7774017322,54.8741541992,47.1667509577,23.5189592275,156.651140364,35.357534215,180.000126576,70.4433268113,35.0766377705,23.6463462757,23.5286314771,23.4150008995,31.4047947001
2012-04-01,1.6208597604,0.00298721472099,0.00896164416298,0.0139801648943,23.5285746376,46.6950634962,0.0,23.2842211769,46.9861731829,743.503192327,46.6668659941,38.9700367879,77.7669414575,23.4024517656,77.7669414575,82.0864183961,677.246837925,0.0,46.7490746377,23.3899304135,31.1962841849,35.0507637743,170.934076156,0.0,0.0,47.0398657361,0.0,23.3899304135,23.4034201071,23.3899304135,85.7545394915,23.3757198488,0.0,265.495087721,70.458005474,0.0,23.4522864723,23.3616475472,38.9700367879,0.0,0.0,23.5143665612,23.3540458031,62.4837285931,6537.9990001,23.4783937291,23.329887783,0.0,156.314026636,124.720412842,35.0208228218,23.5784384047,46.6105730315,218.12164838,47.0145379116,23.3470093325,47.0248524087,54.650410875,23.5214684538,140.13952304,0.0,0.0,46.539774159,35.2026442763,23.4165847275,93.6119517963,296.610186946,35.1072410924,47.0429369076,39.0740855041,46.6527800098,85.9054905269,70.5689498476,0.0,46.751474053,47.0398657361,23.3616475472,23.5072689558,23.2489420866,23.4029030667,265.263962334,23.4037421557,1032.60189059,23.3475317481,23.4823245476,23.4288665031,568.775883492,85.7545394915,23.4522864723,1154.14638868,23.3470093325,272.758358964,101.380484002,77.9683958122,108.91993862,0.0,35.1652422683,0.0,23.4785281044,38.9514343657,23.3189058004,39.0242193655,23.4376105397,39.0242193655,39.0836291097,23.3189058004,78.0422161859,39.0339584669,132.608231262,62.4397038542,35.0663787035,0.0,35.1394849145,0.0,23.4334384206
2012-04-08,1.7378006395,0.00208724692131,0.00594865372574,0.011166771029,0.0,0.0,24.4720326531,36.2871909458,0.0,935.758136934,24.3391127413,64.3090656761,88.2134686602,24.1078879381,88.2134686602,88.6767965448,722.269693774,24.3170996758,23.9971436235,24.1843408113,36.2838265046,35.8556619252,120.042245824,23.8588950878,0.0,56.5359238344,24.1310175262,24.1843408113,0.0,24.1203545693,72.2925215314,40.2607783286,40.2799292044,281.777081215,35.8846726414,0.0,60.5084180083,36.2946370817,64.3090656761,0.0,0.0,23.9164904893,0.0,56.3600999887,6624.53735627,48.3725549689,0.0,40.2799292044,72.5581290995,136.602398898,48.1780697039,24.2283234965,24.169851595,288.956538206,0.0,23.9888769617,48.4827379357,80.4331784263,48.3264046608,96.2206930986,0.0,0.0,47.8628040357,23.9816186026,24.1333408991,72.4215219078,305.529057576,36.2507638506,60.469101259,32.2071601341,0.0,84.1887717192,48.3142698955,0.0,64.0628785999,56.5359238344,0.0,48.0942047825,0.0,48.008712942,201.192539269,24.1916583177,958.921823718,0.0,0.0,24.03980876,666.490223349,72.2925215314,60.5084180083,1173.70271978,24.0622157213,305.117588606,184.975816333,80.3119322272,40.0954704749,0.0,24.0694677453,0.0,24.0690098638,47.8329809786,24.4201694292,96.5353593863,95.7973936944,96.5353593863,104.796802872,24.4201694292,144.739128487,0.0,208.808581883,35.8851069166,0.0,24.3464592891,24.03980876,0.0,23.9598698554
2012-04-15,1.6757436112,0.00186780118294,0.00518833661928,0.00923523918232,23.8463757815,0.0,23.9078367083,0.0,23.796060456,801.405155567,35.4716069378,31.6176569206,71.0046480054,0.0,71.0046480054,118.64135028,639.028031949,0.0,35.3898986371,0.0,47.3131900809,47.1983608627,102.447526322,0.0,0.0,31.7807370975,35.39353922,0.0,47.1415567641,0.0,31.6224746111,0.0,0.0,293.19575906,0.0,0.0,63.4290308387,23.620538378,31.6176569206,23.7851869534,0.0,23.5210510015,0.0,71.029040788,6374.78418886,31.7421886059,0.0,0.0,110.864326957,94.7368804479,31.5441099909,23.987588523,23.8716785423,181.630385468,0.0,23.9367673609,23.7316539643,103.116560371,23.7731862598,126.366007537,0.0,0.0,35.3757484334,23.9295247687,23.6633102752,63.209969577,174.086050662,31.6106404636,23.8644269761,59.735056501,0.0,59.1815659686,39.6874566937,0.0,23.7636618973,31.7807370975,23.492729447,23.7780076033,0.0,23.673951759,174.057731288,23.7597403633,927.920193956,0.0,0.0,23.987588523,569.145339582,31.6224746111,63.4290308387,1004.23506454,35.7624071473,245.006644308,110.762135163,70.8507103937,118.333007295,0.0,35.4931198435,0.0,0.0,31.5844935208,23.9295247687,71.0714705017,47.599807018,71.0714705017,39.6538443377,23.9295247687,150.352866297,35.4468764064,102.749105733,47.4305500882,23.5884599145,0.0,23.7754951563,0.0,23.9078232649
2012-04-22,1.3763504514,0.00177830468287,0.00385299347955,0.00671803991306,22.4087492037,44.3936983748,0.0,0.0,22.1776249025,957.428176769,22.3952173503,74.0159066473,66.4389937924,43.8742759719,66.4389937924,59.3499722642,797.334982975,0.0,22.1509791454,22.4494430582,44.6585761469,22.1566860103,147.75999096,0.0,0.0,66.8975507165,22.3749501853,22.4494430582,22.0630231028,0.0,89.1688051826,0.0,0.0,237.052689554,0.0,22.4562397409,33.3603171906,36.9268082183,74.0159066473,21.9635205933,0.0,22.3817018299,0.0,44.4626800194,7268.26639341,22.1801572923,44.6686941205,0.0,103.904970732,81.1905187655,22.265311816,22.3698970797,44.1399979703,302.905638745,0.0,44.8988861164,44.6635688816,122.214625793,0.0,110.92924343,0.0,0.0,21.937137986,22.2346292772,33.3997602381,55.8265880782,177.713716977,33.0896697787,21.9833492306,29.581378337,0.0,55.8840547621,44.5160772717,22.0931369348,44.7634036598,66.8975507165,0.0,44.353498829,0.0,22.4087492037,170.27451201,29.6614301961,913.00085509,44.8174984074,22.216985428,22.4971064192,502.600951835,89.1688051826,33.3603171906,1035.92654255,0.0,214.154730874,103.570157909,51.7761783571,66.4273848317,22.3210833176,33.1630066673,0.0,66.8328418529,22.1633697768,22.243890648,22.1064038439,22.2102692897,22.1064038439,66.7343791443,22.243890648,88.9048213483,44.7092927926,110.807875954,67.3279514653,22.1461931736,22.4019812335,0.0,0.0,22.0164766405
2012-04-29,1.5291402193,0.000904249974882,0.00442077765498,0.00693258314076,0.0,21.9168003105,21.87812285,21.7653558082,0.0,751.47439784,21.8743565797,65.4062251969,54.5108489447,21.7741987672,54.5108489447,54.6724557012,602.00367233,21.8969541285,21.8250113199,21.9566007953,86.9284546196,43.5023850373,58.0149738427,0.0,21.7623290158,21.9171984748,0.0,21.9566007953,0.0,21.9566007953,87.2365698113,21.9076343754,0.0,218.473890252,43.5198674219,21.9632482675,21.9239764536,43.5767900402,65.4062251969,21.7058671408,0.0,0.0,21.8903467193,72.8370514092,6985.02832531,29.1903806629,21.7688910096,0.0,43.7703800483,43.5746817508,21.7741720939,21.765011193,21.8307613909,290.504903843,21.8320081677,0.0,22.0032177821,65.6011814329,36.4441038686,43.5569667168,0.0,0.0,21.8573693967,21.8649273597,21.7977840974,116.35751288,174.534649026,0.0,21.9566007953,65.6009852099,0.0,43.7524388963,65.3259504885,0.0,54.2369784618,21.9171984748,21.8207436639,0.0,0.0,0.0,181.983632192,21.9045616692,838.688114921,21.9168003105,0.0,21.9110172625,435.858875314,87.2365698113,21.9239764536,945.461404636,21.7620719603,167.110167015,123.684340266,109.04770102,101.577288849,0.0,21.8670030898,21.8448814451,22.0299450433,21.8903467193,0.0,32.7459565516,21.8320081677,32.7459565516,36.4264518659,0.0,138.164535855,43.5572797083,159.608335488,65.6275667073,21.7582894074,0.0,21.8649273597,0.0,0.0
2012-05-06,1.1798088411,0.00106599476693,0.00445779629809,0.00746196336854,0.0,0.0,0.0,22.5314165118,0.0,993.866034623,0.0,22.4809465854,59.837155804,0.0,59.837155804,30.0984738944,853.57678779,22.5178310933,45.0392194065,22.6150317783,52.4347346524,22.4041384408,112.202719193,0.0,22.5927543063,45.0809361907,22.5178310933,22.6150317783,0.0,22.4780626765,37.5101061467,0.0,0.0,255.642718436,22.3363942142,22.6064303077,22.6218785938,22.5518254036,22.4809465854,22.3766883709,22.2762243405,0.0,0.0,60.144523114,6996.68632163,37.6692642944,45.199180476,0.0,97.5766641937,67.4936366178,22.4668448579,22.6381558799,67.5995762926,277.245694884,44.8207561107,22.5192678954,30.1580314887,75.1609326573,45.2422998058,82.4166557376,22.4780626765,44.8072640107,67.4477770302,22.5859225088,45.0376183586,60.0295198056,187.580230823,22.4470968509,45.2300635566,56.567923527,0.0,52.6422548952,90.6074622962,0.0,37.4447487177,45.0809361907,22.4809956385,0.0,0.0,22.4879849176,127.608100372,0.0,729.923693546,0.0,0.0,45.2284800286,419.98079699,37.5101061467,22.6218785938,1065.55398973,0.0,299.675046943,67.5041293852,56.1605551925,59.8909640511,0.0,0.0,22.4636528531,22.5603507907,37.4290479774,22.608189106,44.8612812066,56.2144069712,44.8612812066,30.0963336801,22.608189106,142.700312833,33.7298597098,284.723728561,22.5123868843,22.4907093456,22.5561169908,22.4441693371,22.2762243405,22.5876859116
2012-05-13,0.8434864105,0.00050551005965,0.00363967242948,0.00677383479931,22.49050988,22.2647836948,22.5860399584,0.0,22.2856867596,890.208593406,0.0,44.5966501967,55.8440797178,22.2395593356,55.8440797178,37.3914998316,535.756109802,22.3134003114,22.3267700696,44.3428046743,55.8935825829,33.5322409455,126.45065141,0.0,0.0,56.0729754205,22.4430472424,44.3428046743,0.0,22.3741813655,104.321814498,22.40195975,0.0,186.650386445,0.0,0.0,67.0161252654,22.4118005379,44.5966501967,0.0,22.3134003114,0.0,0.0,52.2937789542,6987.72657556,44.8834457099,22.3808587914,0.0,82.1670456156,74.3760062255,0.0,22.2781881401,37.2835016516,193.660178033,22.3877332621,22.3741813655,52.4120266155,97.1321066463,44.9256769869,59.5470976472,0.0,0.0,33.4885941008,44.7348231356,22.2756199465,22.4423076609,193.921072401,0.0,33.5861726669,66.8446935705,22.3134003114,22.407815588,44.9866784092,0.0,22.4565875423,56.0729754205,0.0,22.3634432517,0.0,22.2447072442,74.5439575286,22.5109125198,665.335797047,0.0,0.0,55.7349181461,431.994441423,104.321814498,67.0161252654,1088.35957454,33.6109625406,238.219978803,96.9176196162,29.8048914496,44.5043327615,0.0,0.0,0.0,0.0,44.5716760707,0.0,22.49050988,44.832277725,22.49050988,44.8566201787,0.0,74.6302615353,45.0354432564,119.041084276,44.7374968794,22.2447072442,0.0,0.0,22.3134003114,22.3050455098
2012-05-20,0.4659498208,0.00029588716836,0.00266298451524,0.00631225959168,20.9488799205,0.0,21.1231643197,0.0,0.0,853.757150746,31.3773977413,31.3773977413,48.7621791344,42.0302673918,48.7621791344,62.8212573668,612.428547292,20.9944574938,20.9881262294,0.0,20.9148551516,20.8050851004,97.2450948973,0.0,0.0,20.9184137195,0.0,0.0,0.0,21.0579750774,34.8518646657,0.0,0.0,209.598151882,0.0,0.0,34.9550951033,31.5329044809,31.3773977413,20.718524461,0.0,20.9224575685,0.0,55.9476392225,6455.16166274,20.976257743,21.1295536616,0.0,55.9737151369,48.6950345535,20.9912956808,20.7434715103,21.0658336566,209.10267047,0.0,31.6284452933,31.427137056,132.682927005,41.8851057305,69.6408296094,0.0,0.0,20.8690130691,20.967884045,20.9742264177,63.1643765763,125.579500474,21.0135891664,20.8395709549,31.6156635471,0.0,27.9359005688,41.9401800517,20.7372291175,20.9976173912,20.9184137195,0.0,20.7622212586,0.0,21.0452550753,97.6543627084,21.057980861,587.227007702,21.0059959215,0.0,31.4822102511,453.093484211,34.8518646657,34.9550951033,913.887205797,31.2498387176,188.022738906,76.733239633,48.8607258018,97.4397720592,20.848103589,20.7684787093,21.1040194577,0.0,41.9952347824,21.1359468699,27.9378879679,41.820599696,27.9378879679,34.9047621836,21.1359468699,139.616907602,21.1615584384,118.391248767,41.8866367249,31.3427795345,0.0,20.9552107999,0.0,0.0
2012-05-27,0.5580357143,0.000844085373206,0.00349692511757,0.00651151573616,22.1848778421,22.2220691948,0.0,22.1618104956,22.2183173006,818.515844649,33.4531251751,33.2505315173,33.1872308522,0.0,33.1872308522,33.4238364259,584.38453202,0.0,22.1210783489,0.0,33.3605275068,22.1738232861,155.040636525,22.1612012238,0.0,67.0918659485,22.2732986206,0.0,0.0,0.0,100.1680682,33.30638947,0.0,111.378627199,22.2019465846,22.4212046181,29.7290010104,33.4533358818,33.2505315173,0.0,22.0811004965,0.0,0.0,44.5530998461,6443.65925811,44.6963580876,0.0,0.0,133.613960572,81.4236179304,22.2019465846,44.7209216736,33.3670841184,199.842517365,0.0,0.0,22.3874173899,81.6673710265,0.0,110.969454194,0.0,22.275908248,33.3466949273,29.7087930717,22.2606435892,33.414088367,178.033204612,22.262424042,22.1411216093,66.9880913535,0.0,66.604409735,22.2655990471,22.3537318387,22.3000453017,67.0918659485,22.235504545,22.1277554025,0.0,0.0,140.908061089,22.3038130433,699.005291071,22.280484383,0.0,0.0,385.151618393,100.1680682,29.7290010104,1030.35390869,22.1077363234,266.567515936,59.3278747632,44.5414436592,59.1760125124,22.0412668816,22.1813172915,22.0478958341,22.2825027816,22.1547585845,22.2251671864,0.0,29.6483776331,0.0,0.0,22.2251671864,111.275878303,22.2826564783,96.172517291,59.2889098635,36.9889279939,0.0,0.0,22.0811004965,22.3874173899
2012-06-03,0.3624570775,0.000295450068938,0.00256056726413,0.00413630096514,22.6926969835,0.0,0.0,45.2136354845,0.0,781.785767342,22.6782430935,45.4713851089,56.4207722915,22.5321405665,56.4207722915,37.9134902539,573.583814772,22.5051074045,30.2128275842,0.0,45.4663081874,33.8293856996,105.578219955,0.0,22.5389090077,45.7942372698,0.0,0.0,0.0,0.0,68.0598052125,0.0,0.0,121.161743476,22.7728278823,0.0,22.6938741505,22.6290217897,45.4713851089,22.5895762784,0.0,0.0,0.0,33.9826971012,6235.28421464,0.0,22.5456815164,0.0,83.4844899405,75.5118491067,22.7151317329,0.0,22.5592387512,249.400299042,0.0,0.0,30.3869868773,60.5946008225,0.0,75.529965684,0.0,22.8417112093,22.5812512112,45.452551362,34.0498786442,75.6947074857,196.718652714,22.5796052021,22.5796052021,22.6463056258,22.7453907403,45.4769315744,22.7515028205,0.0,67.9936703008,45.7942372698,22.7056653947,22.6068177422,0.0,0.0,75.6439297374,45.5019231205,644.753309075,0.0,22.83480413,0.0,317.435468933,68.0598052125,22.6938741505,832.038651988,45.2136354845,143.551294095,68.1030036204,60.4757295906,67.9275721024,22.6031721714,0.0,22.7111871452,0.0,45.3291135339,34.0465768796,22.6136311291,34.0985446732,22.6136311291,33.9690755358,34.0465768796,124.447332393,22.5728123004,105.689004118,37.8749216574,0.0,0.0,0.0,0.0,0.0
2012-06-10,0.3138485681,0.00020116676725,0.00181050090525,0.00372158519413,47.5286492564,0.0,0.0,46.7417813286,0.0,645.655846652,0.0,31.3571963199,34.9995521392,0.0,34.9995521392,23.6625759061,446.152793911,0.0,35.0346881122,71.3360772546,35.351279966,31.2676764717,86.0640504622,0.0,0.0,23.6368550584,23.399090834,71.3360772546,0.0,0.0,39.2059976446,23.5316346822,0.0,180.690885709,0.0,0.0,35.2289530823,23.3654236308,31.3571963199,0.0,23.2675140436,0.0,0.0,94.5035971482,6377.1829849,23.4841011549,23.8002767078,0.0,157.340996681,39.2180625131,0.0,0.0,35.3582278362,188.04893057,23.7428054692,0.0,23.5268383727,70.7032148436,47.5142944847,54.8139240273,23.7499741906,0.0,31.3265874373,23.7858828302,0.0,47.0694511431,164.80309792,23.3935493288,0.0,23.8074801814,0.0,58.6040562983,23.5197047043,0.0,23.4896712013,23.6368550584,23.4486052342,0.0,0.0,0.0,70.5562994636,23.6347683363,669.131082202,0.0,23.4429325753,23.6447515655,368.327586587,39.2059976446,35.2289530823,870.396273711,0.0,187.903055607,78.3646353985,58.9315215168,78.2089855347,23.6500043654,0.0,23.6571171487,0.0,23.5661898236,23.3935493288,35.1828566564,59.003307729,35.1828566564,23.6387009153,23.3935493288,141.487881218,0.0,203.45817269,47.0675613476,23.3752135668,0.0,46.8858651506,23.2675140436,0.0
