Week,VA,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how to reduce fever,braun thermoscan,sinus infections,how long flu,upper respiratory,strep throat,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,flu in children,how to treat flu,contagious flu,flu care,flu or cold,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,flu treatment,body temperature,biaxin side effects,flu incubation period,flu test,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,oscillo,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,type b flu symptoms,flu virus,rsv baby,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,flu while pregnant,is the flu contagious,type a flu symptoms,flu contagious period,what is influenza,rsv,tussionex,pneumonia,signs of the flu,tamiflu generic,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,when is the flu no longer contagious,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,cure flu,normal body,flu medicine,cold symptoms,tamiflu wiki,stomach flu symptoms,treat the flu,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2011-07-24,0.6737633977,0.000158478605388,0.00327522451136,0.0067617538299,30.1399136153,0.0,0.0,0.0,30.0506828199,0.0,872.9246166,0.0,30.0738442966,0.0,29.9693670816,30.1217406194,60.3743881972,0.0,30.0421016899,531.714051833,30.1581085525,30.0235285884,0.0,0.0,0.0,0.0,75.3415320144,0.0,30.1506699678,0.0,0.0,45.1515988978,0.0,0.0,0.0,0.0,0.0,60.103264017,105.614839465,0.0,30.0997820464,30.1329044799,30.0738442966,0.0,0.0,30.1581085525,0.0,60.2831054814,5720.03202993,0.0,0.0,30.0556865224,0.0,0.0,45.1594697705,70.2327791636,0.0,30.1044199189,0.0,0.0,0.0,30.1789694323,130.485387412,30.0325745446,0.0,0.0,30.1597927121,105.340239486,0.0,0.0,0.0,60.3023280808,0.0,0.0,0.0,45.0432655455,0.0,30.1060733708,0.0,0.0,80.3859306763,0.0,0.0,0.0,30.1776708613,0.0,30.1366375319,30.0144880799,0.0,0.0,30.1094741085,45.1515988978,0.0,30.0778862141,0.0,0.0,30.0952427941,80.2193605378,0.0,431.37352076,0.0,0.0,0.0,0.0,30.1217406194,280.689440711,0.0,30.0997820464,702.394207941,29.9793490692,100.70837396,60.0662120236,30.1515920787,50.0479997934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0105171708,0.0,45.0749311367,30.0965724321,45.0749311367,0.0,0.0,30.2981814051,60.2826054697,30.0788280556,70.2720972993,0.0,30.0697572389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-31,0.560292753,5.15809563109e-05,0.00361066694177,0.006138133801,30.108643757,0.0,0.0,0.0,30.4902914548,30.0722806606,796.877048447,30.4811020963,30.4811020963,30.4077861562,30.0179004063,0.0,30.1300340278,30.4077861562,30.4719182753,484.180692849,0.0,60.1082640604,0.0,0.0,0.0,30.2337118907,60.5548946397,0.0,0.0,0.0,0.0,30.0541320302,0.0,0.0,0.0,0.0,30.4902914548,0.0,80.6918413228,30.4352382653,30.2154768413,0.0,30.4811020963,0.0,0.0,0.0,0.0,45.6407632621,5690.11252323,0.0,30.573245694,0.0,0.0,30.5455441727,30.5547724337,80.7801759341,30.1699853074,30.3660742239,0.0,30.045065927,0.0,30.4535672254,131.098396289,0.0,0.0,0.0,0.0,75.4867533001,0.0,0.0,0.0,40.408568807,0.0,0.0,0.0,30.124630549,0.0,45.2883888385,0.0,30.3980699319,60.3875310883,0.0,0.0,0.0,30.2029496409,0.0,30.099544741,45.188210655,0.0,0.0,0.0,30.0541320302,0.0,0.0,0.0,0.0,0.0,50.4274291107,30.2568497851,413.544691611,0.0,0.0,0.0,0.0,0.0,151.242922429,30.4902914548,30.2154768413,1019.14946988,29.9456986013,76.3202971507,76.0942634889,91.636632518,60.3890014635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.108643757,0.0,0.0,0.0,0.0,90.9075739271,30.5640062725,75.7700977424,0.0,60.0720105839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5640062725
2011-08-07,0.5888988421,5.19102990033e-05,0.0031665282392,0.00752699335548,29.5840484462,0.0,0.0,0.0,0.0,29.6411329477,731.448053827,0.0,0.0,29.6949491124,0.0,29.559134408,59.3965093864,29.6949491124,74.1499153276,444.87955443,0.0,29.6143487914,0.0,0.0,29.7218223696,59.3335764607,73.973574062,0.0,29.739757407,0.0,0.0,0.0,29.6949491124,0.0,0.0,0.0,29.5305993976,29.6948979373,128.632966184,0.0,29.6859091246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5616.17474031,0.0,0.0,0.0,29.7039014637,29.6948468703,29.7218223696,79.1394536589,0.0,29.5305993976,29.5787117892,29.7218223696,0.0,29.820775168,118.795827627,0.0,0.0,29.7487558207,29.820775168,59.3634818879,29.5929754373,29.7307644353,0.0,59.1583733384,0.0,0.0,0.0,59.1003603463,0.0,29.7487443101,0.0,59.51545889,74.203688887,0.0,29.6287373412,0.0,29.7200702438,0.0,74.0091012861,29.6590885411,29.6054314928,0.0,29.632199514,0.0,0.0,0.0,0.0,0.0,0.0,39.5368853525,29.5394941564,464.679330771,0.0,0.0,0.0,0.0,29.6170237227,197.616134053,29.5305993976,29.6859091246,889.796068067,0.0,119.157034636,59.372933353,39.5816435751,69.0696690622,0.0,0.0,0.0,29.6904102781,0.0,0.0,0.0,59.2822658954,0.0,29.7847161896,29.6411329477,29.7847161896,29.7757150665,0.0,0.0,69.2932512035,29.7127947983,193.202851535,0.0,0.0,0.0,0.0,0.0,29.603635138,0.0,0.0,0.0,0.0
2011-08-14,0.677421492,0.000149708069265,0.00469085283697,0.0079844303608,0.0,0.0,0.0,0.0,29.5250355753,0.0,685.080118188,29.3652663694,29.3652663694,44.0567794774,29.1093956391,0.0,29.391586587,44.0567794774,39.0736238161,489.29627216,0.0,29.4272525115,0.0,0.0,29.1796445577,29.1884495198,68.494539775,0.0,0.0,0.0,0.0,29.427349385,0.0,0.0,0.0,0.0,58.7482386577,29.4716449142,127.307022413,0.0,0.0,43.9763931901,29.3652663694,0.0,0.0,0.0,0.0,29.214896318,5647.67109178,0.0,0.0,0.0,0.0,0.0,29.3336912718,107.659460463,0.0,29.5341179168,29.1708449061,29.3918805622,29.4983160861,0.0,156.542509785,0.0,0.0,0.0,29.5965247656,78.4069541876,0.0,0.0,0.0,43.879653231,29.6054852635,0.0,0.0,58.8545906104,0.0,58.898882044,0.0,44.2609679804,58.7870663336,29.3652663694,29.4095846103,0.0,29.4046957607,0.0,146.827520534,29.4139436895,58.3416898123,0.0,29.2412646901,29.427349385,0.0,0.0,0.0,0.0,0.0,78.2179215988,88.0957991083,489.340632494,0.0,0.0,0.0,0.0,0.0,215.086144352,58.7482386577,0.0,949.480082413,29.4007102637,147.420742747,58.73606453,107.798390445,136.673745213,29.1972597974,0.0,29.2413910849,29.144477767,0.0,0.0,0.0,43.8396613425,0.0,0.0,29.4672594341,0.0,0.0,0.0,0.0,88.2011034275,0.0,88.0946391606,0.0,58.9788406667,0.0,0.0,0.0,29.5250355753,0.0,0.0,0.0,0.0
2011-08-21,0.7746933505,0.0,0.00344088166359,0.00643295267541,28.4953369839,0.0,0.0,0.0,0.0,28.3923465457,502.949737941,0.0,0.0,0.0,0.0,0.0,71.2881647735,0.0,42.6240750716,370.128542054,0.0,0.0,0.0,0.0,56.8060829478,0.0,47.4598695304,0.0,28.6319267287,56.8189118401,28.5714489112,0.0,0.0,0.0,0.0,0.0,42.649667238,28.5026434954,95.0287226139,0.0,28.4265906944,0.0,0.0,0.0,0.0,0.0,0.0,56.9896808421,4936.24259505,0.0,28.4351658349,56.8360414487,0.0,0.0,66.4678085341,123.48330772,0.0,28.5083548827,28.5039536567,0.0,0.0,0.0,132.953305152,0.0,0.0,0.0,28.6319267287,95.008503269,0.0,0.0,0.0,57.0271108244,0.0,28.5800729525,0.0,28.4052423763,28.4352093877,0.0,0.0,42.8215033211,66.4994144054,28.5548455267,0.0,0.0,28.4782334151,0.0,128.036608441,0.0,0.0,28.4437461505,85.5079304862,0.0,28.4180487302,0.0,0.0,0.0,28.554216433,85.3927934285,42.6817139994,455.584272362,0.0,0.0,0.0,28.4008962768,28.4945629934,265.637038958,42.649667238,28.4265906944,844.902343002,0.0,114.376504749,85.3415835854,38.0103218499,94.6796401433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2707477662,0.0,0.0,28.4605126772,0.0,0.0,0.0,0.0,85.3827669771,56.8703316698,85.4500345546,0.0,56.8018175464,28.5112260439,28.4290345067,28.3411228932,0.0,0.0,0.0,0.0,0.0
2011-08-28,0.7232384824,5.73131591013e-05,0.00395460797799,0.00664832645575,0.0,0.0,0.0,0.0,29.7194164651,59.8743156546,688.996184913,0.0,29.8720078513,39.8446802369,0.0,29.9824211442,50.0001348123,39.8446802369,49.8104123595,339.466896502,0.0,0.0,29.8819894649,29.9100653768,29.9100653768,30.1267644405,39.9048123499,30.0361030971,29.9461995542,0.0,29.9824211442,0.0,30.1085884137,29.9100653768,0.0,30.0361030971,29.7965837389,0.0,129.927108756,0.0,29.9010454535,0.0,29.8720078513,0.0,0.0,0.0,0.0,59.766043836,5233.13136258,0.0,0.0,0.0,29.8179734687,0.0,59.9263357725,69.9070915131,0.0,59.908994266,0.0,29.8639623126,0.0,30.0541916867,229.737489317,30.0723020764,0.0,0.0,29.9588293496,110.010893707,0.0,0.0,29.8089867377,90.0561913932,0.0,29.9642994028,0.0,0.0,0.0,29.9081397024,0.0,30.0634366952,59.9656231593,0.0,60.2535288811,0.0,29.8629885253,0.0,219.81350856,29.9010454535,0.0,0.0,0.0,0.0,30.1176736848,0.0,0.0,0.0,29.82696562,49.9155450088,0.0,559.108392876,0.0,0.0,0.0,0.0,0.0,149.611379269,29.7965837389,29.9010454535,868.917732236,0.0,100.260613093,89.8901152836,59.8001906508,44.9006480888,30.027066965,0.0,0.0,0.0,0.0,0.0,0.0,134.82385431,0.0,60.1808686111,29.9421687599,60.1808686111,0.0,0.0,0.0,89.9709527554,29.82696562,129.782106003,0.0,29.9999488107,29.9461995542,29.9458080935,29.8111445352,29.9535952069,0.0,0.0,0.0,0.0
2011-09-04,0.8003805088,5.79340710272e-05,0.00457679161115,0.00799490180175,0.0,0.0,0.0,0.0,0.0,43.0978170038,592.081232494,0.0,43.24083582,28.7535160981,28.7072471996,28.5449421535,28.9159007226,28.7535160981,28.5032101855,467.998488127,28.7591277669,42.8751430601,0.0,28.7764629855,28.3252898496,0.0,71.3748058054,0.0,0.0,0.0,0.0,28.7881693263,28.5489919874,28.7764629855,0.0,0.0,28.7779878883,0.0,124.226883123,0.0,28.5575975603,28.3852284919,43.24083582,0.0,0.0,0.0,28.606459549,57.7299135758,5482.90340085,0.0,0.0,0.0,0.0,28.8142141116,181.529184762,114.651331375,28.4454213424,66.9678424152,28.3938118691,0.0,0.0,28.8577269689,229.424428399,0.0,0.0,28.4195931753,57.3081061939,86.0577238784,0.0,0.0,0.0,42.8410131996,0.0,0.0,0.0,38.1634322105,0.0,28.7851384341,0.0,115.314377036,114.512262561,28.7764629855,28.4281973513,0.0,57.6980277741,0.0,257.988594748,28.6253655945,0.0,0.0,42.888254967,28.7881693263,28.3852284919,0.0,0.0,0.0,0.0,76.3439579184,57.5589963819,592.18760632,0.0,0.0,0.0,0.0,28.8055272819,238.82646248,28.7779878883,28.5575975603,964.770578932,28.231610298,191.799579116,142.947475363,47.8223791678,57.1703078156,0.0,0.0,28.33383701,28.7764629855,0.0,0.0,0.0,95.1989526217,28.3852284919,28.7535160981,28.7693328637,28.7535160981,0.0,28.3852284919,28.5318553179,76.5689549122,28.6628136993,152.843332615,0.0,28.5676233333,0.0,56.4632205961,0.0,28.8229061822,0.0,0.0,28.33383701,0.0
2011-09-11,0.9161864691,0.000369020711287,0.00535080031367,0.00857973153743,0.0,0.0,0.0,0.0,29.2620384391,0.0,727.005356419,29.0460554434,29.1144129015,29.0156878896,29.2091233605,28.9935150959,58.2625041882,29.0156878896,43.4123187929,513.799600157,0.0,38.7702322316,29.0571099397,28.9680059929,58.1421649382,0.0,87.7861153172,0.0,29.270876264,0.0,0.0,0.0,29.1012270369,28.9680059929,0.0,0.0,48.3876382455,0.0,223.036619065,0.0,29.109999071,29.0467947671,29.1144129015,0.0,0.0,29.0380193004,43.7458711156,38.7907599695,5643.22873641,0.0,0.0,43.6579343932,0.0,43.6623230074,193.962321991,43.7111730778,0.0,87.3981513373,29.1101897397,0.0,0.0,0.0,194.047882822,0.0,0.0,29.0811882592,29.3328908324,96.994331296,29.2267404434,29.0197614886,0.0,58.3476344477,0.0,0.0,0.0,28.9240955125,29.1296522256,72.5504595774,0.0,43.7640282229,87.3245758294,28.9680059929,29.1977479996,0.0,87.0603689436,0.0,591.531201744,48.4372057852,0.0,0.0,28.9498764519,0.0,57.934632273,0.0,0.0,0.0,28.9854776491,87.2046046405,28.9673161365,678.573809652,0.0,0.0,0.0,29.0552005673,58.0059407872,329.353325219,48.3876382455,29.109999071,1183.23195734,29.0548306868,223.909210493,135.829945222,58.1890295759,29.0156703547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.699119431,57.9011107737,28.9411644819,29.0711776934,28.9411644819,0.0,57.9011107737,29.0285208492,106.810726819,0.0,126.068358133,0.0,29.0110074127,29.270876264,43.477694977,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-18,1.080835604,0.000275900124155,0.005334069067,0.00905872074309,27.7423130073,0.0,0.0,0.0,27.6287306608,41.4596827226,811.927613446,27.6204037377,27.6979800613,27.6450648027,27.5539686115,0.0,41.5405716169,27.6450648027,101.208635696,636.614170708,27.6037649403,27.6037649403,27.5731669637,0.0,82.8651781347,27.6550680026,55.2793287419,0.0,0.0,27.6287306608,0.0,27.7088784631,27.767441914,0.0,0.0,0.0,64.4268628173,27.678797826,295.495334321,27.5788442979,92.2385132531,27.6838553941,27.6979800613,0.0,0.0,0.0,36.9539290029,124.508681433,6801.0508767,0.0,27.7172295416,27.6287306608,0.0,27.6509175718,258.373731107,83.0244730007,0.0,120.124019934,0.0,27.5927024535,41.3641280231,27.7537379997,212.41834115,0.0,27.6204037377,27.8094247412,37.009825819,120.053629941,0.0,0.0,0.0,110.728569776,0.0,0.0,27.5871461776,36.8399369512,0.0,55.3737961469,0.0,27.6926990209,64.6464458012,0.0,27.7401252862,0.0,27.7104922755,0.0,700.958196529,55.2627465744,0.0,0.0,69.0856448429,27.7088784631,27.6993622633,0.0,0.0,0.0,27.6147178482,92.2386138393,55.2627465744,876.459474434,0.0,0.0,0.0,41.455577581,41.5238551012,479.327151506,64.4268628173,92.2385132531,1098.13676139,27.6537415817,453.938380582,193.845801407,92.3082155403,46.0318015568,0.0,0.0,55.2960976586,0.0,0.0,0.0,0.0,211.573345509,27.6619872389,41.4906233095,83.0190767523,41.4906233095,0.0,27.6619872389,27.7206592867,184.772518207,41.5139531426,184.624757081,0.0,69.2260772072,0.0,41.3931266068,0.0,0.0,0.0,0.0,0.0,27.6955272293
2011-09-25,1.213259926,0.000309200936437,0.00556561685587,0.0101594593401,27.6952832374,27.6952832374,27.5017787557,0.0,55.5804732433,82.4804627861,839.796519802,27.6922471852,46.1685980591,101.319581428,27.832051603,27.8823959834,97.1420435983,101.319581428,96.9729522552,692.074543527,0.0,27.6451409021,69.2596904398,27.636801493,55.337141798,27.6451409021,92.2010035979,0.0,41.65964586,27.6118134266,27.9076365349,46.1518840892,69.4310956373,27.636801493,0.0,0.0,36.8497996526,0.0,267.804492542,0.0,27.5691349844,69.3308324765,46.1685980591,0.0,0.0,0.0,27.717324042,83.2437934792,6506.96054563,0.0,27.636801493,27.6201377599,27.6201377599,27.543309681,350.841763291,92.2870996953,0.0,129.446433298,0.0,27.636801493,0.0,27.594284326,267.863782031,27.9582549809,0.0,27.728812636,41.7644799591,166.404607259,0.0,27.5766248424,0.0,166.274141956,0.0,0.0,0.0,41.450733352,27.7036579829,54.9869751908,0.0,55.4693089178,64.6868289632,27.6952832374,41.4684371034,0.0,64.6561467945,0.0,867.425701588,41.3267155465,0.0,27.9413617755,27.7675135508,46.1518840892,41.5173778399,0.0,0.0,0.0,27.5017787557,101.469686922,27.7422936786,738.265442436,27.840429704,0.0,0.0,41.6302688154,27.5183760875,498.035515026,36.8497996526,27.5691349844,1236.98358016,27.9413617755,416.961370733,221.65070692,27.6232995931,92.0869730202,27.800945505,0.0,27.7325911509,27.4852014328,0.0,0.0,0.0,276.061978595,27.5817032535,41.5048687833,46.09911232,41.5048687833,0.0,27.5817032535,0.0,166.303994936,55.2736029861,129.264868267,0.0,0.0,0.0,83.6976538252,0.0,55.3236696554,0.0,0.0,0.0,0.0
2011-10-02,1.249033486,0.000302062656425,0.00548027962372,0.00953654958143,0.0,0.0,0.0,0.0,0.0,41.929960457,871.054735598,27.8615954976,46.8608440354,93.4312677585,0.0,0.0,28.0434836293,93.4312677585,56.1144826349,674.439600544,27.9883889527,28.1337992271,27.9378151045,27.8279766795,93.6227454362,70.1744938457,74.9378774973,0.0,28.0730049009,27.8279766795,56.2337227177,27.794438895,28.1762333135,27.8279766795,0.0,0.0,37.4068406876,0.0,299.759889705,0.0,84.1586028727,42.4370257158,46.8608440354,0.0,0.0,0.0,46.8976292641,112.519913593,6821.024397,0.0,28.2986300712,27.8111976764,56.3184886549,28.2815672856,431.074545262,121.773274606,28.2273234917,150.068892032,28.0910405617,28.0528701754,0.0,41.9678582126,243.756481531,0.0,0.0,28.2614866669,46.9742520158,140.625035193,28.2443947487,28.0391156432,0.0,65.6707287995,0.0,0.0,0.0,56.1258340671,0.0,42.1513546487,0.0,56.3066651027,93.7670787631,28.3585122993,0.0,0.0,56.2117611224,0.0,1208.34120778,56.4150667496,28.2900961056,0.0,37.4491817038,27.794438895,28.069889549,0.0,0.0,0.0,0.0,112.296655081,28.0741272092,946.144790745,42.3091647997,0.0,0.0,28.2458839646,27.8111976764,505.417201043,37.4068406876,84.1586028727,1180.82932851,0.0,376.181702068,402.609917973,37.4887148967,83.7882420555,0.0,0.0,28.0306484295,0.0,0.0,0.0,0.0,270.995172987,56.7170245987,37.4520114248,46.7790689042,37.4520114248,55.6727475514,56.7170245987,0.0,46.8919800445,56.5972601425,178.057098328,0.0,0.0,28.1762333135,37.4265893588,28.205038691,28.3242628883,0.0,0.0,0.0,0.0
2011-10-09,1.3543325493,0.000847349913147,0.00720247426175,0.0114392238275,0.0,0.0,0.0,0.0,0.0,26.6127183804,906.644293396,26.7886197039,97.7959694684,70.9348077682,0.0,0.0,35.6109111705,70.9348077682,106.491703589,622.061571711,0.0,26.772447884,26.5962010473,0.0,79.8020092838,35.5570216662,66.6421057209,0.0,26.7805416559,0.0,0.0,26.5182770644,26.7805313526,0.0,0.0,0.0,62.0970036806,26.612732915,364.564241214,0.0,79.5068487859,26.7281143326,97.7959694684,0.0,0.0,0.0,35.5919355731,53.2576893983,5804.45075773,0.0,0.0,26.4942930936,26.4942930936,26.4942930936,275.570435208,62.2899870726,26.6227113576,106.717486045,0.0,0.0,0.0,26.628946627,169.015276663,26.6756464943,0.0,26.8210220259,26.7356761238,115.661841635,0.0,0.0,0.0,79.9039039754,0.0,0.0,0.0,26.6596734507,0.0,44.4429882189,0.0,53.3905993106,80.0269364848,26.6248131002,26.7012129389,0.0,53.2131820717,0.0,1110.65130437,26.6595816665,26.6246868695,0.0,26.6999156652,26.5182770644,26.6658123159,0.0,0.0,0.0,26.6166625515,115.516913263,79.7699264611,879.78239785,0.0,0.0,0.0,0.0,26.7401627494,532.91984228,62.0970036806,79.5068487859,1137.85066398,0.0,392.606509935,284.600298795,40.098093674,53.0972790551,0.0,0.0,80.4387422972,0.0,0.0,26.6287026593,0.0,257.079479163,26.667611661,39.9251431454,26.6288383163,39.9251431454,26.5583469904,26.667611661,0.0,53.5610730178,53.2574053187,177.868470803,0.0,26.6523506647,26.707834303,26.5526588732,26.5886775738,53.5125911552,0.0,0.0,26.7159999517,0.0
2011-10-16,1.2825645572,0.000849401172174,0.00726238002208,0.0116367960588,27.5684328505,0.0,0.0,0.0,0.0,27.5351376417,934.166042895,27.4536336102,64.0932327512,127.897108724,27.4215775331,27.5767692378,45.8438762599,127.897108724,54.8539374333,659.347111339,0.0,27.5185201779,27.4439891271,0.0,73.2359342978,45.799387303,54.8229015124,0.0,0.0,41.165917886,27.5767692378,0.0,41.1848923765,0.0,0.0,0.0,27.4173373173,36.6207967471,302.413220096,27.4413065837,68.6153775731,27.3289358533,64.0932327512,0.0,27.4959803663,0.0,55.0029898628,100.808013324,6796.03480559,0.0,27.4660955013,41.1493671099,27.4959803663,27.4936315555,421.425973615,146.610273842,0.0,119.163017458,27.4380766772,27.3701311138,0.0,45.8023305309,174.044757375,0.0,27.4876934524,68.8366983212,68.8229658014,183.422016966,0.0,0.0,0.0,137.310754966,0.0,0.0,0.0,68.4625829261,54.8726049589,45.8381761331,0.0,54.9569495456,73.3438714474,36.6705492115,54.8560271327,0.0,45.8631603371,27.3289358533,1190.64534002,54.8800297449,0.0,0.0,41.1039434047,0.0,27.4780336319,0.0,0.0,0.0,27.3783850738,119.038181122,82.2869843584,1043.9670753,27.4711346009,0.0,0.0,27.45663743,0.0,768.783339593,27.4173373173,68.6153775731,1218.4740663,0.0,478.295324869,293.025651265,36.6484168858,91.3672168287,27.4031768502,0.0,0.0,0.0,0.0,0.0,0.0,264.791687901,0.0,0.0,68.8118192669,0.0,0.0,0.0,0.0,73.3687435653,41.2198267025,137.450837469,0.0,27.5042722784,0.0,45.6836788545,27.419235078,27.5351376417,0.0,27.4959803663,0.0,54.8560271327
2011-10-23,1.3884221781,0.00112925642808,0.00747046560111,0.0111188325226,0.0,0.0,26.9983341183,0.0,26.9787017158,26.9787017158,997.657722215,27.0437745577,108.203655543,107.873942994,0.0,0.0,26.8218499728,107.873942994,62.8148169719,692.064240081,0.0,26.8137564756,80.8525335053,26.8056678612,98.833406035,26.8137564756,98.8282223334,0.0,0.0,40.333104168,0.0,27.0308720323,0.0,26.8056678612,0.0,0.0,0.0,26.7814312719,440.641488524,26.7733621452,71.8775981441,0.0,108.203655543,0.0,0.0,0.0,67.3897561954,125.982134148,6993.7974236,0.0,27.0560504034,67.2353494923,26.9449572326,26.7895052638,314.694163111,44.9706887494,0.0,197.977262587,40.3252358632,0.0,0.0,27.0315725625,224.903029268,27.120757036,26.9063225538,27.1289580511,81.3868741534,116.937840337,0.0,26.7975841255,0.0,126.017870393,0.0,0.0,0.0,35.9159057877,26.8705137466,26.9144403252,0.0,63.0208909569,71.9862573654,53.7247817171,40.430677097,0.0,45.0441600713,0.0,889.898160728,40.5065688072,0.0,27.1043698716,40.3696893038,27.0308720323,0.0,27.0798262225,0.0,0.0,0.0,44.9326997184,53.8845103599,1132.50140569,0.0,0.0,0.0,53.7964806311,54.0943408351,547.903933573,0.0,71.8775981441,1268.02296222,0.0,496.517514234,251.702052092,53.9659020537,107.593357358,26.85427288,0.0,27.120757036,26.8299483575,0.0,27.0321932627,26.9995948988,241.943164476,26.9624470004,107.449563434,53.8600743453,107.449563434,26.85427288,26.9624470004,0.0,98.9799788522,40.5758584628,197.835091161,0.0,35.9401541793,0.0,107.447133948,0.0,53.8126744799,0.0,0.0,54.0454604067,0.0
2011-10-30,1.4522371884,0.000605117565698,0.00713174273859,0.0123184647303,56.5217737503,28.3193444331,28.2511666553,0.0,0.0,47.0758741671,1102.65089107,42.4371711492,66.0010157049,112.895138777,0.0,28.2694326529,47.1526380943,112.895138777,84.6735353541,735.215908674,28.2552649104,28.3364403247,42.2966648078,28.2012107943,98.9105395533,42.3912468253,94.2028612892,28.2297560946,0.0,0.0,28.2382539141,42.4458965745,28.3449960132,28.2012107943,0.0,0.0,37.6373986868,28.2596709198,405.396528191,28.3706941057,56.5957644057,56.4608855367,66.0010157049,0.0,0.0,28.3364403247,94.3192350074,56.5967632578,7390.74654477,0.0,28.3577628484,42.3646718574,0.0,28.3108042206,320.523877912,103.732218187,0.0,94.265586501,56.5388653057,0.0,0.0,42.4714154012,226.487584298,28.3792704945,28.2852144609,0.0,66.1607158874,122.634811821,0.0,0.0,0.0,75.4370374853,0.0,0.0,28.2382539141,37.623299557,0.0,56.5074827316,0.0,94.4390241404,160.41440957,28.3156757363,42.4842557216,0.0,42.4928267949,0.0,942.613353931,65.9072295515,28.3108042206,0.0,28.2596709198,42.4458965745,28.283615029,0.0,0.0,0.0,0.0,84.6591019899,56.5404705848,1017.77838648,28.1927062072,0.0,0.0,56.7198789144,0.0,744.173195004,37.6373986868,56.5957644057,1168.90901787,28.207011548,473.177054286,235.622132192,70.7801193887,56.4724289332,56.6728806494,0.0,28.3792704945,28.2852144609,0.0,28.3193444331,0.0,140.947203958,28.2002483616,28.2608868751,28.2511666553,28.2608868751,28.3663379203,28.2002483616,0.0,132.178701204,37.728293356,141.429142479,0.0,47.1155142157,0.0,28.233029416,0.0,28.2698975124,0.0,0.0,28.2097205139,0.0
2011-11-06,1.5337791238,0.000835107937701,0.00751597143931,0.0126936406531,28.4884823301,28.7224850999,0.0,0.0,28.1971111143,28.1935687365,936.967322259,37.8773546276,66.2767971776,75.5438136137,28.3727508399,28.4157366012,56.564186732,75.5438136137,113.412388301,681.483409562,28.6704830147,28.164566026,37.7661819053,37.8459166242,37.8373600073,28.445493823,94.6905488529,0.0,42.7219835447,28.6359194426,42.7986932112,56.5487339118,0.0,37.8459166242,28.6014391061,28.2488820462,56.6593034316,0.0,530.506693139,0.0,42.7126059539,56.4960781387,66.2767971776,0.0,0.0,0.0,28.5180817521,94.6734859322,7629.81938759,0.0,0.0,37.831648717,28.1900389527,28.2991513234,113.626335425,56.7931893671,28.2565449528,123.14775762,28.5138180861,28.6618343018,0.0,28.2488203889,217.769773667,28.3675894161,0.0,28.2923931033,28.4738899236,132.653713275,28.6531908054,56.5505649871,0.0,161.119918312,0.0,28.7138049896,0.0,84.5423369566,28.2325963787,37.8888048891,0.0,75.8376786251,85.2613176784,0.0,47.3924904853,0.0,47.4068552382,28.2480390694,709.949922843,66.2111068418,42.3306037472,0.0,37.866026814,56.5487339118,28.2155579983,28.4369116854,0.0,0.0,0.0,217.706262355,56.7189853903,1126.22513936,0.0,0.0,0.0,56.8396216203,56.8824029188,662.355589672,56.6593034316,42.7126059539,1249.55352359,0.0,427.635235021,170.300809647,56.8218114972,113.473823929,28.4199076305,0.0,0.0,28.181542859,28.3438494108,0.0,0.0,84.9449763602,28.7224850999,37.8232262802,57.4449701999,37.8232262802,0.0,28.7224850999,28.3247768755,104.228476528,57.3236686037,151.503728085,0.0,42.6360713072,28.6964604985,47.238380722,0.0,0.0,0.0,0.0,28.2650559604,28.3042385781
