Week,PA,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,what to do if you have the flu,influenza b symptoms,sinus infection cure,robitussin cough,strep,fever and cough,signs of flu,flu fever,flu how long,how to reduce fever,braun thermoscan,sinus infections,how long flu,upper respiratory,strep throat,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,tylenol sinus,flu in children,how long does it take to get over the flu,over the counter flu,how to treat flu,contagious flu,flu care,flu or cold,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,type a influenza,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,flu treatment,body temperature,biaxin side effects,flu incubation period,flu test,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,oscillo,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,treating the flu,flu virus,rsv baby,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,symptoms of influenza,flu while pregnant,is the flu contagious,flu contagious period,incubation period for the flu,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,cure flu,how to get rid of flu,normal body,flu medicine,cold symptoms,rsv infant,tamiflu wiki,stomach flu symptoms,how long does rsv last,how long is rsv contagious,treat the flu,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2011-03-13,2.0183373331,0.00360692529657,0.00488938762424,0.0107406219942,22.4400270545,0.0,0.0,22.645448358,0.0,22.4264926594,44.8291200566,1282.41099572,44.9971643256,33.7739575056,52.4554236111,105.033137349,0.0,33.7970893498,75.0093409089,105.033137349,112.44013717,989.088905747,22.4754507739,30.0463776159,45.0944953897,29.9829802136,45.0106256982,45.0915010032,97.4773444678,44.8124433013,0.0,45.0897227438,22.5703956518,0.0,0.0,0.0,45.1680091458,22.5366732488,29.9829802136,0.0,22.4103963107,0.0,52.4373588929,0.0,45.0324574624,0.0,344.837261083,22.48223684,56.2335899678,22.5015703075,52.4554236111,22.6112717079,0.0,22.3859872542,22.4686688033,97.455078676,6650.81434307,22.5840045729,22.4807284337,22.4745394618,22.4010735301,44.9971643256,22.4787852155,0.0,127.611877923,22.6591479638,112.652286815,89.6248866027,0.0,44.9071555909,22.5563594961,225.540888322,22.4916670598,22.5431751497,22.4483474266,60.0066198075,142.266480901,67.7928897451,22.4062216507,0.0,142.462984593,0.0,0.0,22.4475734099,44.989577279,67.2234442498,44.9237818486,22.4010735301,112.509776451,209.666308159,44.9237818486,60.1132045772,0.0,75.0886956469,33.7693229273,82.7721140382,60.136026738,22.5867272924,22.6112717079,33.7705645021,45.1680091458,0.0,0.0,0.0,45.0597085713,0.0,22.4408039317,412.549951446,0.0,974.346630636,22.5771980616,22.5261629672,0.0,56.1714087644,0.0,487.472603559,52.4373588929,56.2335899678,1457.02331314,22.3523443518,390.1315263,150.132335389,89.5234967407,37.5454443534,30.0078950394,78.6099523159,22.5355565109,22.597629915,22.4332578156,0.0,33.7286594065,33.8069071094,30.0168604186,0.0,30.0168604186,33.7727219521,33.8069071094,22.5908151895,22.471315686,150.019031557,56.3137416685,172.364665391,0.0,0.0,44.8478073952,0.0,0.0,0.0,52.7053146549,22.5762749419,22.4923002371,22.5840045729,0.0,44.8477890442,0.0
2011-03-20,1.5849151162,0.00208715979295,0.00308899649357,0.00868258473869,20.8703182571,0.0,0.0,0.0,0.0,20.9573709732,42.4399991323,1116.84038903,0.0,42.3348303634,52.4044525851,84.3120402705,0.0,21.0049538264,63.2339535235,84.3120402705,84.2336010049,856.306781547,21.1993727531,42.211184314,84.4648464312,0.0,84.2324812455,52.5374691532,49.1487944533,0.0,21.2840696132,31.7798712798,21.2583952228,0.0,21.0962345563,21.2519863005,31.4597446127,21.3356048907,0.0,0.0,0.0,20.9700016072,42.1009112859,31.8247115866,21.0865003463,21.3485277283,273.870901411,21.0581203114,28.094093088,20.8577306104,52.4044525851,0.0,0.0,21.2712246707,0.0,98.3062336716,7298.68210185,0.0,0.0,21.020143539,20.8640225352,0.0,0.0,21.3485277283,63.286975971,0.0,98.5033778416,21.2840696132,41.7658422127,21.1801877969,42.2141924628,140.861403218,0.0,21.1281019801,0.0,42.0287057649,126.266802877,0.0,42.1241944215,0.0,112.412402971,0.0,21.2136137703,21.0708097481,31.4439372788,0.0,42.1517181714,0.0,112.211548485,119.215003733,21.2648080117,56.2751914157,0.0,70.2798066581,21.0898726038,56.3753944138,49.2868658644,21.1103782095,0.0,31.4945952352,31.4597446127,42.2562039602,21.1153434644,21.0771602032,21.1344870215,0.0,31.5167886051,309.120527824,52.5770470216,1158.73948558,42.1543204063,42.1670289744,0.0,31.4281489978,42.1035626455,610.988325685,42.1009112859,28.094093088,1470.3895359,20.7887690725,351.42887565,168.636887629,42.11404323,35.1780823474,0.0,41.6526556484,21.1344870215,0.0,0.0,20.8075314995,28.0877889375,0.0,49.2123526001,42.1792879351,49.2123526001,31.4692347352,0.0,21.0112461102,21.0644631187,126.493588857,0.0,182.588423539,21.2263892077,0.0,52.8071161245,21.0327872343,21.0962345563,21.2712246707,28.1877572606,0.0,21.0340366397,0.0,0.0,21.1026003483,0.0
2011-03-27,1.5559239893,0.00220837605489,0.00307595236217,0.00836028077924,20.4740346943,0.0,0.0,0.0,0.0,0.0,40.960395719,1172.20121583,20.6804735665,20.7499011811,48.2430173331,48.3117457177,20.7749538841,0.0,75.8969334623,48.3117457177,68.9674101464,799.243390182,0.0,30.9882908711,117.487550883,20.7892580451,48.2244027078,41.3437221696,96.5193476177,0.0,41.5033741936,20.775843714,20.7373974745,0.0,20.7624199752,0.0,27.5748645763,20.6890713867,20.7892580451,20.7641956484,20.7633073723,20.7641956484,48.2243262699,20.7686850386,20.701472126,0.0,379.35453451,20.6711069384,62.0585495212,41.25959943,48.2430173331,0.0,20.6430710334,20.7436474436,20.5296370818,82.6958489151,7460.94739583,0.0,20.7686850386,41.5659735514,20.687532978,20.6804735665,20.7561586906,0.0,131.159086245,31.0066660627,124.333788908,41.2768186907,62.3060551158,20.7686850386,48.4202961915,235.175953638,20.7436474436,20.5172549123,20.5110694269,34.5024237476,165.274737437,0.0,20.7579394882,0.0,110.391045926,20.7561586906,0.0,20.5358337728,55.1331278311,41.4642081156,34.4836548484,0.0,75.8784483092,220.263076881,20.7454384708,55.2978065113,0.0,96.6714066424,20.772700175,48.470683026,62.4878478448,62.6323646922,20.7749538841,30.9415823604,27.5748645763,20.7641956484,20.6275176378,0.0,0.0,20.8000671556,20.7892580451,269.138215826,41.6036238898,1130.47091229,0.0,0.0,0.0,103.255809832,20.5296370818,696.476143412,48.2243262699,62.0585495212,1478.17485598,20.7195941579,365.549109373,144.874963788,130.922952481,41.4403952989,20.6555949547,34.4047823451,20.8000671556,0.0,20.7829867757,0.0,82.581464372,0.0,48.3075109253,41.5624530301,48.3075109253,20.7955331003,0.0,20.8041453421,0.0,199.995620425,41.5579782522,199.866524789,0.0,0.0,55.0481211614,0.0,0.0,20.8080945821,52.1492075836,20.7812265151,20.7955331003,0.0,20.6430710334,41.3591885762,27.570774176
2011-04-03,1.6815286624,0.00135107748429,0.00216172397487,0.00655272579882,0.0,20.824370137,20.8746250273,0.0,0.0,41.6612775228,31.3143761746,1336.82394114,20.7952290725,20.8620385786,31.2758550499,62.7049245708,0.0,0.0,111.408098716,62.7049245708,90.5128986187,883.542218307,0.0,20.8872266723,27.9109593412,20.9061576935,69.6469362822,41.9577945335,139.22237596,20.9156887784,20.8935332021,41.796536706,31.4153497603,0.0,20.9979343786,20.9298787426,83.402280133,20.8774107053,20.9061576935,0.0,0.0,0.0,48.6843796519,0.0,0.0,0.0,201.772560098,0.0,62.7470663353,20.8836137172,31.2758550499,0.0,0.0,20.8968004382,0.0,62.6231491353,7303.37009223,0.0,0.0,41.7871416345,20.940926412,20.7952290725,0.0,0.0,90.6115636294,0.0,62.7554347017,0.0,20.9598946424,0.0,31.4455015839,146.65294206,41.6656669302,0.0,0.0,41.7990898,215.530138821,0.0,27.8373271892,0.0,132.35177855,0.0,0.0,0.0,55.6872609119,20.8453985034,20.8746250273,0.0,83.5606410126,159.882981309,20.9030927599,27.8983376586,0.0,31.2947471399,20.8453985034,76.816553763,20.9552407096,21.0361124411,20.8642745056,27.8478402618,83.402280133,20.8683299051,0.0,20.9568085904,0.0,0.0,41.790244905,306.440285597,20.9341182659,953.390717827,0.0,0.0,20.8391140902,20.8710294343,0.0,591.782100423,48.6843796519,62.7470663353,1617.77763462,20.843187339,236.853946506,97.5284831872,55.788616254,48.8083364161,0.0,52.0834326989,0.0,20.9187974502,20.940926412,0.0,73.039949736,20.9084517354,20.9119824853,34.8381390177,20.9119824853,62.6805996063,20.9084517354,20.9278453227,20.940926412,83.5940078738,62.7281666166,160.092532846,0.0,0.0,20.8596841777,0.0,0.0,0.0,41.939019373,0.0,20.8055868808,0.0,0.0,27.8352324288,41.7916211833
2011-04-10,1.4155645644,0.000793388429752,0.0015867768595,0.00561983471074,21.2160095354,21.3146348297,0.0,0.0,0.0,21.1269616728,21.1183100463,1064.34625568,0.0,21.2889390674,20.9862683115,98.7250941437,21.2697078668,0.0,42.3045733201,98.7250941437,70.4701483264,795.942849786,21.1647476579,21.0879221197,63.5634086728,21.1480657184,74.2370904729,21.1799729114,84.5985314351,21.1519708709,0.0,0.0,20.9925971017,0.0,0.0,21.3662128934,42.2896820513,0.0,21.1480657184,0.0,20.948375561,0.0,0.0,0.0,0.0,0.0,162.109419751,0.0,21.2105818625,42.1122766046,20.9862683115,0.0,0.0,21.1200962916,0.0,56.3694768852,6675.05512051,0.0,20.9862683115,62.8262202068,0.0,0.0,21.2265768198,0.0,84.6751201265,21.3210684653,63.5591479793,31.8030799229,21.1455882605,21.1455882605,21.2160095354,197.919105957,0.0,0.0,0.0,105.82373829,119.658340041,21.1392095009,21.2825248044,0.0,169.207682029,0.0,0.0,0.0,21.1137329001,21.1035031356,49.3475236222,0.0,91.6183512016,77.4112975743,41.9978594203,56.4927929058,0.0,73.753698984,0.0,42.3984678523,28.2549746659,0.0,0.0,0.0,42.2896820513,21.2889390674,0.0,0.0,0.0,21.0624665625,0.0,239.737854323,0.0,1169.83115218,0.0,21.327505986,0.0,31.5398415247,21.0498171186,627.402439612,0.0,21.2105818625,1242.53538934,21.2313495118,317.299745501,112.862117406,56.361122432,42.3599471117,21.1200962916,85.0788314672,21.3082050756,21.3726777082,21.2329829117,0.0,56.3481308622,42.5138127148,21.0116063957,31.8574805275,21.0116063957,42.265669177,42.5138127148,0.0,21.107373342,105.695648443,42.5522288107,119.743280928,0.0,0.0,42.0425771177,0.0,21.3339473953,0.0,42.3167146711,0.0,0.0,0.0,0.0,21.2761144053,21.2394277135
2011-04-17,0.9702850212,0.000509424350484,0.000946073793756,0.00436649443272,21.7628654277,0.0,0.0,0.0,0.0,43.2149768981,21.607488449,1063.07530455,21.5879871057,21.8022314791,86.8702429695,80.1460403333,21.8549416187,0.0,94.6827522501,80.1460403333,50.9800347521,756.641177394,44.3137609897,0.0,36.478420288,21.8483389173,32.6091905613,29.1725880472,87.3682266909,0.0,21.8351454759,21.8628306087,21.8536402752,0.0,0.0,0.0,22.0833362325,0.0,21.8483389173,0.0,0.0,0.0,76.7257234664,0.0,21.9618751501,0.0,196.607947423,0.0,36.4123932753,29.117606994,86.8702429695,21.8022314791,0.0,21.627025057,0.0,72.7678758444,6835.54382824,0.0,36.425591264,0.0,22.0766745926,21.5879871057,21.6400691011,0.0,54.3824364047,21.7055260554,65.6488444248,43.4679076574,22.0966715804,0.0,22.1434723977,233.522034646,21.627025057,0.0,43.4744767745,32.9510541659,65.437865129,0.0,0.0,0.0,65.5255965724,0.0,0.0,0.0,43.6720372323,43.7585186154,29.1263866134,0.0,80.1374078414,116.319352164,21.8036262463,86.664817801,0.0,51.0196007887,0.0,33.0042953044,76.1558287877,21.685847428,0.0,21.8448141634,22.0833362325,0.0,22.0633633628,0.0,0.0,0.0,44.166672465,167.558486598,32.838835546,858.462463457,22.0500681755,0.0,0.0,22.0567137657,44.1533491852,618.911862515,76.7257234664,36.4123932753,1400.24074026,21.9970472721,211.212818008,94.6983414172,43.4734005508,51.0459714438,0.0,0.0,0.0,0.0,21.6662044503,0.0,43.6282460984,0.0,43.6571094575,65.5805284769,43.6571094575,21.8535844894,0.0,0.0,0.0,109.272530532,22.0434265887,160.089878832,0.0,0.0,32.5305904228,0.0,21.8219679591,21.9618191078,21.9145460049,0.0,21.6465970254,0.0,0.0,21.6531288893,0.0
2011-04-24,0.976213392,0.000483659227527,0.00103641263042,0.00400746217094,0.0,0.0,0.0,0.0,0.0,21.6013752998,21.6013752998,1252.86366497,43.8431675846,0.0,36.397949905,43.7154162612,21.9029531943,0.0,43.7153314136,43.7154162612,58.2447087159,778.627869254,0.0,29.2038111357,58.3810561632,21.9492177303,54.5321849545,65.5221383657,50.9800001702,21.9512772704,0.0,21.9293661617,21.7924380747,0.0,0.0,21.9731869621,0.0,0.0,21.9492177303,0.0,0.0,21.5948747355,29.1047604611,0.0,0.0,0.0,204.154958404,0.0,21.9446494765,21.9533197045,36.397949905,0.0,0.0,0.0,0.0,58.2799469075,6408.07031635,21.6600569713,0.0,65.681798719,21.9425965485,43.8431675846,21.9611979962,0.0,80.2078171911,0.0,51.0724138486,21.7905280901,0.0,0.0,22.030987445,241.003013669,0.0,0.0,0.0,32.9899000807,130.915544499,0.0,21.9161517199,0.0,94.7458940545,0.0,0.0,0.0,76.2717200732,21.9149707774,43.9157661985,0.0,50.9889594586,181.773024489,21.7741032048,36.4815686307,21.6731406662,54.951160173,0.0,36.5700437697,55.1142272709,0.0,0.0,32.6874412007,0.0,0.0,21.607879779,0.0,0.0,0.0,22.0196840325,160.187324878,0.0,618.996703361,0.0,0.0,0.0,32.6152879267,21.7970785988,480.776456328,29.1047604611,21.9446494765,1130.85743271,21.9400948131,262.419832387,123.952082585,32.6476881504,43.7681436789,0.0,21.9029531943,0.0,0.0,0.0,0.0,32.7264820358,21.8897705562,43.3201139426,43.7373121769,43.3201139426,0.0,21.8897705562,21.6535210458,32.9202871027,65.5731205406,21.9930902112,152.896130413,0.0,0.0,43.561335224,0.0,0.0,0.0,33.0267042825,21.7453844685,0.0,21.6600569713,0.0,21.9798173746,0.0
2011-05-01,1.0327400571,0.000419036216702,0.00119724633343,0.00514815923376,21.396788978,0.0,21.5085772373,0.0,0.0,21.4032299139,21.4956241646,1109.97699016,21.47433699,0.0,21.6927865233,43.4183385502,21.696087522,0.0,57.6574540269,43.4183385502,72.0545072726,777.695859387,0.0,28.8723092872,21.5866246902,21.4808247051,43.2279602009,21.7419408535,86.4666474297,21.5475302899,21.8536540811,42.8968505424,0.0,0.0,21.5345302717,0.0,21.5215459302,0.0,21.4808247051,0.0,0.0,0.0,32.52447318,21.5003113922,21.5410283194,0.0,144.088582266,0.0,32.2500612668,21.6150222649,21.6927865233,21.4354928471,0.0,0.0,21.6457477127,43.2171033604,6816.05498406,0.0,21.5410283194,0.0,21.669994749,21.47433699,21.8998284181,0.0,72.1457885579,0.0,57.7489231852,0.0,21.5410283194,0.0,32.6754319265,209.570844722,21.7190132456,21.4419571092,0.0,57.7097062866,107.962221241,0.0,21.6063349886,0.0,36.0467891859,0.0,0.0,0.0,65.0554832857,21.5280361431,36.0380717291,0.0,53.686671837,71.9720346367,21.4633096364,65.8983937777,0.0,42.9957883496,21.5280361431,57.8714781098,32.5471970361,0.0,0.0,0.0,21.5215459302,0.0,0.0,21.5150596295,0.0,0.0,0.0,100.983511767,0.0,857.049021729,21.4096747287,21.5215459302,0.0,32.5277426261,21.489153477,453.993845849,32.52447318,32.2500612668,1183.82877761,21.8076740455,180.19941974,72.1503394085,75.0001785744,36.0837917773,21.8470736372,42.8064598278,21.886615852,21.5345302717,0.0,0.0,28.7918711152,0.0,21.6367673273,32.2597946869,21.6367673273,21.7124249195,0.0,21.9594829144,0.0,158.545301706,0.0,93.643442732,21.4096747287,0.0,21.8932201416,0.0,0.0,0.0,36.1998385181,0.0,21.5345302717,0.0,0.0,0.0,21.5800991084
2011-05-08,0.9968433295,0.00018281535649,0.00073126142596,0.00426569165143,22.6282375866,0.0,0.0,0.0,22.6667081332,22.6003379572,22.6003379572,1161.95799132,22.6300206851,0.0,22.6275919071,45.2371353342,0.0,0.0,37.7469006355,45.2371353342,56.597659426,769.20767257,0.0,22.668596302,22.6855660905,0.0,37.7560699011,56.7372180923,56.5191227114,22.6549116679,0.0,30.1957034227,22.6357007547,0.0,0.0,0.0,22.6275919071,22.7583636502,0.0,0.0,0.0,22.6412435463,45.2762491128,0.0,0.0,0.0,151.053402791,0.0,22.6965389376,30.1820374535,22.6275919071,0.0,0.0,0.0,22.6207722592,45.3050614113,6321.70356417,0.0,22.6480755449,22.5777521178,22.5958879239,22.6300206851,22.6344156682,0.0,37.7719691159,22.7028803254,45.3597172627,22.6654570445,0.0,22.6480755449,34.0205254051,219.451039497,22.6207722592,0.0,0.0,60.4187993234,150.698802533,0.0,22.6623367993,0.0,90.5666154665,0.0,0.0,0.0,60.3458847474,22.5143878772,45.2776002896,0.0,90.5647294857,75.3370414611,22.6245507442,33.989389579,0.0,56.6045135881,0.0,22.7110735538,68.095789516,22.6822974784,0.0,30.1797849931,22.6275919071,0.0,0.0,0.0,0.0,0.0,22.6623367993,166.044853136,22.6163552136,867.546663037,0.0,0.0,22.6275919071,30.1230000918,22.5958879239,482.880854454,45.2762491128,22.6965389376,1503.9671371,0.0,196.306512597,68.0088812394,30.1504653035,90.7011190152,0.0,45.1327254094,0.0,0.0,22.661751919,0.0,37.7059795315,22.6965389376,45.3059004995,22.661751919,45.3059004995,0.0,22.6965389376,0.0,0.0,90.5895277413,45.1237159443,147.334049546,22.668596302,0.0,30.1434319101,22.6486847892,0.0,22.6896902535,34.1063111018,22.661751919,22.6095286651,0.0,0.0,0.0,0.0
2011-05-15,1.0065021822,0.000124602828484,0.000685315556663,0.00523331879634,22.0185791496,22.0696756718,0.0,0.0,0.0,21.9182373553,21.9000678685,1016.99540978,22.1496624154,0.0,43.8694854154,43.952322467,43.5582487715,0.0,58.5220700853,43.952322467,55.0612868503,818.77771986,44.0820315865,22.1362910526,43.6372779498,0.0,73.150501638,29.3118618222,131.68352377,21.7791243857,0.0,22.0351408903,44.1036037541,0.0,22.109596701,0.0,21.9297780455,21.8951805008,0.0,0.0,0.0,0.0,44.2058663395,0.0,0.0,0.0,139.15583299,21.8533229567,54.8840149212,0.0,43.8694854154,21.7791243857,0.0,0.0,0.0,51.1882270257,5924.78905809,0.0,22.109596701,22.0630361785,22.0630361785,22.1496624154,21.7594207147,0.0,55.1543784324,21.9894499294,73.3029424623,0.0,29.2698605729,22.1162642513,88.5986496615,124.754543362,21.7463047287,0.0,32.9344069258,32.914536997,80.3609574504,0.0,22.1029331698,0.0,80.499866574,0.0,0.0,0.0,65.8472685391,0.0,66.3688074727,22.0630361785,58.5796545614,94.9981888592,29.2280229093,21.7857002083,0.0,36.6193852487,21.9264773619,22.1496624154,43.9912026704,0.0,0.0,44.0969384413,21.9297780455,22.1162642513,0.0,0.0,0.0,0.0,44.2058663395,80.4867549305,33.0262160077,775.500845503,0.0,0.0,0.0,32.9864232539,44.2592228469,453.530677716,44.2058663395,54.8840149212,1201.73143401,21.909961981,234.371182295,65.8186416313,43.7804268292,29.3096487713,0.0,0.0,0.0,0.0,0.0,0.0,44.0040347782,43.6504773684,43.5714004166,44.1101844535,43.5714004166,21.7594207147,43.6504773684,22.1296114234,0.0,65.8650902102,22.0152236156,65.8407012832,0.0,0.0,21.8934883254,0.0,0.0,0.0,44.0978403222,0.0,0.0,0.0,0.0,0.0,32.8980855278
2011-05-22,0.8622254493,0.000188005264147,0.00112803158488,0.00520147897474,0.0,0.0,0.0,0.0,0.0,22.6244852794,22.6244852794,1068.10187897,22.5364887848,22.5734761795,45.9380722142,34.2328740529,0.0,0.0,45.4486760792,34.2328740529,68.161692737,855.143422446,0.0,22.7609958214,45.0729775696,22.9967597476,37.8640679974,34.175516204,83.3149617835,22.6791172994,0.0,22.9759607487,22.8437916438,0.0,0.0,0.0,45.9935194951,0.0,22.9967597476,0.0,0.0,0.0,45.4460618028,0.0,0.0,0.0,159.097232635,0.0,34.2122041678,22.712914638,45.9380722142,0.0,0.0,0.0,0.0,45.4145917881,6011.8152735,0.0,22.6722738723,22.5836836829,0.0,22.5364887848,0.0,0.0,106.123876877,0.0,37.934953256,0.0,0.0,0.0,0.0,182.202544564,0.0,0.0,0.0,33.8806674339,60.4902318908,0.0,45.9242312765,0.0,83.3149659771,0.0,0.0,0.0,34.2053225048,22.9069016542,45.4463784415,0.0,45.4579604003,52.9079513281,37.813856007,33.9181597565,0.0,0.0,0.0,60.7672808844,37.9281558913,0.0,0.0,30.2861930282,45.9935194951,22.9690361071,22.9759607487,0.0,22.9967597476,0.0,0.0,136.296117385,46.0212933596,711.740757194,0.0,22.6517683488,0.0,22.6312998834,22.8024265865,393.759176153,45.4460618028,34.2122041678,1130.2229535,0.0,159.056919509,68.2395401405,53.0772613837,57.1558516256,0.0,0.0,0.0,0.0,22.685964859,0.0,22.9275757531,22.7265061998,23.0037011178,34.2672803601,23.0037011178,22.5296842894,22.7265061998,22.6585994008,22.5569269548,60.6112943731,0.0,83.262506142,0.0,0.0,45.194535707,0.0,22.665434574,0.0,34.296436551,0.0,23.0037011178,0.0,0.0,0.0,22.9759607487
2011-05-29,1.0039954923,0.000139879703455,0.000979157924185,0.00517554902784,0.0,0.0,0.0,0.0,0.0,23.4503330938,23.8393203802,1012.32728232,23.8800706343,23.4786120604,47.4253560741,23.5069593131,23.7627854859,0.0,47.4659134784,23.5069593131,35.5379431432,703.414091392,0.0,47.8081631772,23.8633839125,0.0,23.6304557962,35.8327338194,71.1893350664,0.0,0.0,23.84046418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.645004566,0.0,23.7842708254,0.0,142.289211688,23.8273582725,23.7771047299,23.4715359266,47.4253560741,0.0,0.0,0.0,23.7556323295,47.3945378638,6777.32545111,0.0,0.0,0.0,23.8249766255,23.8800706343,0.0,0.0,95.0106314655,0.0,55.4398551213,0.0,23.8273582725,23.8824554593,0.0,237.9375404,0.0,0.0,23.747304107,47.0423172482,94.7769053528,23.8680597658,47.5542094599,0.0,94.9557253009,0.0,23.5424897837,0.0,47.3648633403,0.0,35.47594558,0.0,79.1204677001,94.7509115977,23.8896598199,0.0,0.0,23.8561700721,0.0,39.664292813,47.5425976037,0.0,0.0,47.4922229762,0.0,0.0,0.0,23.9837135987,0.0,0.0,0.0,126.531508355,71.5179611406,719.76260231,0.0,23.4786120604,0.0,47.5685416508,23.8968685284,261.017275472,47.645004566,23.7771047299,1251.58660065,23.7199310486,71.2419468138,118.696091724,82.7835405603,71.2753125868,0.0,47.6786407604,23.8057950524,0.0,0.0,0.0,82.5945434436,0.0,0.0,59.1670326365,0.0,23.8201661934,0.0,0.0,0.0,86.9772279793,23.6895757035,142.331056335,23.8464987362,0.0,31.6066422334,0.0,0.0,23.4927771356,47.02811365,0.0,23.4927771356,0.0,0.0,23.8752554426,0.0
2011-06-05,1.0233244215,0.000123289360128,0.000801380840833,0.00388361484404,0.0,0.0,0.0,0.0,0.0,22.4661620984,22.4661620984,984.023792451,67.3775338691,0.0,22.4050268341,22.4524765833,0.0,0.0,56.1582181247,22.4524765833,67.0179721562,715.037674589,44.3354260459,22.3362137501,0.0,0.0,33.6617854496,22.3949160351,89.4738068463,0.0,0.0,22.3393037053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6728620299,0.0,0.0,0.0,134.325522955,0.0,22.1677130229,22.4185401193,22.4050268341,0.0,0.0,22.486475084,0.0,22.4526404841,6341.70353689,0.0,0.0,0.0,0.0,67.3775338691,22.4693835503,0.0,89.5300711645,0.0,33.7431270178,22.3982762987,22.147657794,0.0,44.3622067321,149.444077517,0.0,22.4523947555,0.0,22.465965257,74.420387659,0.0,0.0,0.0,67.1081896974,0.0,0.0,44.8235628794,33.6719010769,0.0,44.6550148078,22.4117814397,67.5100464254,59.5041584385,22.2922664485,0.0,0.0,29.8441366862,0.0,66.5433100981,33.8214710664,0.0,0.0,44.2686155786,0.0,0.0,22.1143129313,22.3713147865,22.432069715,0.0,22.432069715,111.848783479,22.3724732873,581.046492073,0.0,0.0,0.0,0.0,37.2416467919,394.959296563,44.6728620299,22.1677130229,992.839396051,0.0,111.871106362,67.0902916123,29.7791765136,59.7197779106,0.0,22.2453794837,0.0,0.0,0.0,0.0,22.3432122912,0.0,22.3460435757,33.4536792699,22.3460435757,0.0,0.0,22.329192879,0.0,74.5507633284,0.0,111.781084211,0.0,0.0,33.4234378794,0.0,0.0,0.0,0.0,0.0,22.2922664485,0.0,0.0,0.0,0.0
2011-06-12,0.6978691728,0.0,0.000828711672085,0.00465353477402,34.5995059381,0.0,0.0,0.0,0.0,23.0197914563,0.0,1010.70395284,0.0,23.0059157532,46.1256473111,30.8648330747,0.0,46.2207862363,61.7202684626,30.8648330747,92.5386058722,716.801785646,0.0,23.1836025653,23.1618932157,0.0,34.7748067531,23.0684885069,61.7272514343,22.9989841727,23.1675167535,23.1339452299,23.0894217995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0782511096,0.0,0.0,0.0,0.0,161.926011216,23.1548998905,0.0,23.244322867,46.1256473111,0.0,0.0,0.0,0.0,23.1370278808,5744.9261519,0.0,0.0,23.0267355865,0.0,0.0,0.0,0.0,92.6595811477,0.0,34.6621547992,23.1548998905,23.2723787787,0.0,23.3498829163,208.806517603,0.0,0.0,0.0,23.1803970066,92.4362854151,0.0,23.1889777413,0.0,77.1503461424,0.0,0.0,23.147910787,46.2490138988,23.0108100516,46.5166847241,0.0,34.7609301692,46.1927314316,0.0,23.1618932157,0.0,23.1625929563,0.0,46.3633833139,34.6727789001,0.0,0.0,23.1819836305,0.0,0.0,0.0,0.0,0.0,0.0,23.3145898647,84.9062703139,23.3286942748,593.572688698,0.0,0.0,0.0,0.0,23.1409259014,293.141107578,0.0,0.0,965.709025961,0.0,100.30374066,61.7203866728,46.4030499174,69.324296955,0.0,0.0,0.0,23.2653584533,0.0,0.0,23.2513305012,0.0,46.2958215739,69.8592964425,46.2958215739,0.0,0.0,0.0,0.0,77.1807308735,0.0,177.267918599,0.0,0.0,23.1953874504,0.0,0.0,0.0,23.2864321475,23.2864321475,23.2653584533,0.0,0.0,23.2723787787,23.3145898647
