Week,KY,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,contagious flu,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,treatment for flu,flu shots,high fever,symptoms of rsv,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,tamiflu dose,robitussin,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,type b flu symptoms,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,type a flu symptoms,flu contagious period,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,what is type a flu,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2009-12-13,1.114399043,0.00518134715026,0.0083698684735,0.0252424604756,164.296123931,0.0,0.0,0.0,164.971970965,881.792206309,165.501662017,0.0,163.999024249,163.999024249,327.998048498,716.066631838,0.0,0.0,0.0,165.505612697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.724352941,0.0,0.0,165.072178092,0.0,0.0,165.80508003,0.0,440.721216466,8809.39357117,0.0,165.728539958,331.402483906,165.601391852,0.0,0.0,164.982454128,497.553729232,0.0,0.0,164.970241613,0.0,0.0,0.0,165.853169548,0.0,0.0,165.803447634,0.0,0.0,0.0,247.595466103,166.508069466,0.0,165.601391852,0.0,0.0,0.0,495.560946595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.57819332,275.241126852,992.749546835,0.0,164.296123931,0.0,166.356927497,495.377945631,0.0,0.0,1711.89915836,164.693935369,824.328850289,249.144517025,164.920566798,165.851243077,165.955220458,0.0,0.0,0.0,0.0,551.113581933,165.751212171,0.0,0.0,0.0,165.751212171,165.751212171,0.0,247.994532534,165.655211021,0.0,247.579992224,0.0,0.0,0.0,165.80508003,0.0
2009-12-20,1.071939019,0.00273390036452,0.00577156743621,0.0192891859052,0.0,219.625353086,0.0,0.0,0.0,1456.17838639,217.701741754,0.0,218.495568353,218.495568353,434.879689844,800.906225694,0.0,219.554862397,0.0,328.916999487,0.0,0.0,0.0,0.0,218.095772056,217.79668465,0.0,799.97895465,0.0,326.678450906,0.0,0.0,0.0,0.0,0.0,326.711266416,7099.59485231,0.0,217.892006926,217.928105337,0.0,0.0,218.485718116,217.760509034,436.543731195,0.0,0.0,0.0,0.0,657.683523403,0.0,0.0,0.0,0.0,435.534629136,0.0,435.928540468,0.0,218.030001317,583.094591681,0.0,0.0,0.0,218.557280643,217.898578772,654.292168231,0.0,0.0,218.419590478,0.0,219.095656726,0.0,0.0,582.387501148,217.767314568,801.406417564,0.0,217.694819589,0.0,0.0,653.591262624,217.79668465,326.678450906,1751.74824482,0.0,582.607417524,217.301513682,217.760509034,0.0,218.161582488,0.0,0.0,0.0,0.0,439.118002031,327.75983777,218.700058189,218.821877835,218.821877835,327.75983777,0.0,217.898578772,218.129656734,0.0,218.1583691,218.287455214,0.0,0.0,0.0,0.0,0.0
2009-12-27,0.703324808,0.00304336799391,0.00697438498605,0.0194014709612,0.0,0.0,0.0,0.0,0.0,614.710556381,0.0,309.257114298,406.348789314,406.348789314,202.624779522,340.905546462,203.174394657,206.202978706,204.450434189,408.788830198,0.0,406.962053409,0.0,204.820591885,0.0,0.0,0.0,818.349854983,203.911869774,204.944275817,0.0,309.257114298,0.0,204.758805885,204.820591885,410.973997982,9741.06409365,0.0,0.0,204.635345646,204.758805885,0.0,0.0,203.419626274,341.006722805,203.665450596,0.0,0.0,0.0,511.159373577,0.0,307.045810617,0.0,0.0,205.660285206,0.0,204.396037007,0.0,205.068109217,204.158885969,206.593690434,0.0,0.0,306.301582028,204.758805885,272.510253656,203.113179112,0.0,204.388871276,406.962053409,0.0,0.0,202.990858618,887.321183847,0.0,1025.2248781,0.0,0.0,203.726999538,0.0,545.471509072,0.0,204.944275817,1435.72296334,0.0,716.636863544,203.902585687,203.419626274,412.065266678,0.0,0.0,0.0,0.0,0.0,205.068109217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.113179112,0.0,0.0,411.568503246,205.722249739,0.0,0.0,204.758805885,204.820591885
2010-01-03,1.317727308,0.00282447881641,0.00457296570276,0.014122394082,0.0,0.0,0.0,0.0,330.310758943,933.844943113,0.0,0.0,165.055798296,165.055798296,0.0,878.245392326,0.0,0.0,0.0,329.664962663,0.0,0.0,0.0,0.0,0.0,327.087119219,0.0,439.06213386,0.0,164.55702232,0.0,0.0,0.0,0.0,0.0,165.093261641,11098.7493294,0.0,330.660327889,246.736298117,163.839566052,165.517605837,0.0,165.230387141,330.460774281,0.0,0.0,329.565755633,0.0,165.121750854,0.0,330.460774281,0.0,0.0,0.0,0.0,165.418198966,0.0,329.764229439,164.657833605,165.655093176,0.0,0.0,496.514585503,0.0,164.944687204,0.0,0.0,165.304976735,0.0,0.0,0.0,0.0,990.858336132,164.869569236,1209.36043624,0.0,0.0,0.0,165.655093176,603.603643278,327.087119219,164.55702232,1486.37874542,0.0,219.614018923,219.91334246,0.0,0.0,165.24273495,0.0,0.0,0.0,0.0,164.66873361,0.0,0.0,0.0,0.0,0.0,0.0,163.740778252,383.411972829,0.0,165.430061324,330.012105454,0.0,163.839566052,0.0,0.0,0.0
2010-01-10,0.838248991,0.000917792054543,0.00209781041038,0.0118001835584,0.0,0.0,0.0,159.57374252,0.0,851.269649658,0.0,0.0,320.07711288,320.07711288,212.153038341,478.156538345,318.185617997,0.0,0.0,240.008863883,0.0,158.061398038,0.0,159.525518361,0.0,159.284834115,0.0,797.240274985,0.0,321.893606779,0.0,0.0,0.0,0.0,0.0,212.825353032,7543.84465153,0.0,0.0,482.985975562,240.142590939,161.579877049,0.0,0.0,159.587768382,0.0,0.0,316.790728335,0.0,0.0,0.0,159.358836612,0.0,0.0,158.874914165,0.0,159.815301319,0.0,159.780449372,266.053544913,0.0,0.0,0.0,158.68274614,0.0,237.887822683,158.443188855,0.0,239.309702077,158.061398038,0.0,0.0,0.0,638.36348143,237.983091692,585.66701821,0.0,0.0,0.0,0.0,424.754383876,159.284834115,321.893606779,1332.65873833,0.0,425.522333565,212.986857117,158.395364167,161.141066278,158.766968243,0.0,0.0,0.0,0.0,158.815049762,0.0,161.287071473,0.0,0.0,0.0,0.0,0.0,398.153286873,0.0,159.47732334,319.340556719,0.0,0.0,0.0,0.0,158.347568342
2010-01-17,0.868192581,0.00138052208835,0.0031375502008,0.00991465863454,158.146855728,0.0,0.0,158.186413486,157.85238486,582.344663806,0.0,159.714966749,157.709661185,157.709661185,317.74159942,638.199147458,0.0,0.0,315.800033683,318.101867942,0.0,0.0,0.0,0.0,0.0,160.341547085,0.0,236.439379726,0.0,0.0,157.622084865,159.714966749,0.0,0.0,0.0,159.30220392,6597.81164722,0.0,0.0,157.761035568,160.631758029,0.0,0.0,157.289949225,318.124205263,0.0,0.0,157.527045923,0.0,159.425904418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.87440419,211.860298144,0.0,0.0,0.0,0.0,0.0,157.52392223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.533223173,238.509392061,1006.3494678,0.0,157.85238486,0.0,0.0,422.665436548,160.341547085,0.0,1643.96455186,0.0,317.57260331,0.0,160.728728605,0.0,0.0,0.0,0.0,0.0,0.0,160.87440419,0.0,0.0,161.215342981,0.0,0.0,239.374471412,0.0,397.451440969,0.0,0.0,157.479569417,0.0,0.0,0.0,0.0,0.0
2010-01-24,0.776327066,0.00125383115074,0.0033435497353,0.0117024240736,149.384919443,0.0,0.0,0.0,149.612163387,849.351537171,0.0,150.246689376,0.0,0.0,298.894213837,648.874066524,0.0,300.857944573,150.762420262,151.538369745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.068788896,0.0,151.126580697,0.0,150.246689376,0.0,0.0,0.0,0.0,6981.14223289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.558237327,0.0,0.0,0.0,0.0,149.294492736,0.0,150.026781009,0.0,149.31715995,0.0,149.747681651,150.136123827,0.0,149.047241713,150.094169611,148.75422316,0.0,0.0,149.886165787,0.0,149.702481627,0.0,0.0,150.717023568,0.0,0.0,0.0,0.0,699.857535912,148.934970117,1050.01275848,0.0,0.0,0.0,0.0,348.876162069,0.0,151.126580697,1352.20731991,0.0,149.476890183,149.886003572,148.843996379,0.0,0.0,0.0,0.0,0.0,0.0,297.329116335,0.0,149.792908979,150.110266837,150.989814561,0.0,200.013354964,150.898774576,199.32093721,0.0,149.747681651,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,1.288588754,0.00089217435636,0.00331379046648,0.013000254907,0.0,0.0,0.0,0.0,0.0,444.005482449,149.268171635,0.0,146.72611245,146.72611245,146.373087217,690.37645183,0.0,147.61617076,221.756982327,222.674080594,0.0,0.0,0.0,149.313213328,0.0,147.630637575,0.0,443.335776267,0.0,146.681891198,0.0,0.0,0.0,0.0,0.0,147.912436247,7884.19493943,0.0,146.505272425,0.0,221.957653945,149.629267907,0.0,148.774500592,220.865663763,0.0,0.0,148.288511278,0.0,149.268171635,0.0,147.630637575,0.0,0.0,0.0,0.0,149.223157108,0.0,148.120722822,147.830646382,147.541596177,0.0,0.0,0.0,0.0,440.709793235,147.408235289,0.0,0.0,0.0,0.0,0.0,0.0,1035.75889938,147.275115269,1431.51242783,0.0,149.403378312,0.0,147.258854764,886.58668931,147.630637575,146.681891198,1532.26997634,0.0,369.944249967,148.299991767,0.0,0.0,148.00894368,0.0,0.0,0.0,0.0,147.942212202,0.0,147.586103446,0.0,0.0,0.0,147.853711975,0.0,146.241140323,0.0,448.074846637,0.0,0.0,147.133053373,0.0,0.0,298.626426656
2010-02-07,0.660605664,0.000807645712747,0.00376901332615,0.01224929331,0.0,0.0,0.0,152.027070607,0.0,961.665383301,150.223195744,150.359226407,151.354498207,151.354498207,0.0,707.653791174,302.708996413,153.150291317,151.51735262,151.607050755,153.428746393,0.0,0.0,0.0,0.0,0.0,152.764842257,303.125943863,0.0,0.0,0.0,150.359226407,0.0,0.0,0.0,227.420373754,7932.0778925,0.0,0.0,0.0,151.582978589,0.0,0.0,0.0,252.625412186,0.0,0.0,0.0,0.0,305.567361911,0.0,152.183607783,0.0,0.0,151.074825905,152.919016338,0.0,0.0,152.965215437,380.375922404,0.0,152.734498671,0.0,306.207960747,0.0,456.081211822,226.691814776,0.0,151.606802051,0.0,0.0,0.0,0.0,404.41691279,0.0,860.296298514,0.0,0.0,0.0,152.734498671,857.75409527,0.0,0.0,1824.3841584,0.0,533.030832645,152.44118793,150.313855488,226.691594807,152.642406722,0.0,0.0,0.0,0.0,228.707831392,0.0,0.0,0.0,0.0,0.0,150.540984311,0.0,302.683704881,0.0,152.072972501,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-14,0.565299319,0.000130633572828,0.00300457217505,0.0117570215545,154.574844369,154.003553759,0.0,154.096691681,153.968668509,1077.56343551,153.647002525,0.0,153.707542923,153.707542923,306.826652304,1001.9624397,0.0,154.687011514,0.0,154.032943812,0.0,153.89350542,0.0,0.0,0.0,614.646673049,154.687011514,461.154116798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.957027006,6291.27357236,0.0,0.0,0.0,0.0,0.0,0.0,153.522900952,230.70054203,0.0,154.610970689,0.0,0.0,617.914853712,0.0,154.015128578,0.0,0.0,154.219042506,0.0,153.754319253,0.0,153.957027006,256.335254165,0.0,0.0,0.0,153.824454682,0.0,307.879913651,153.864057787,0.0,153.986436281,153.89350542,0.0,0.0,0.0,564.259970079,0.0,975.524982573,153.939956825,154.079479445,0.0,153.724814296,409.54899093,614.646673049,0.0,1491.17701437,0.0,256.349681221,153.730880204,0.0,153.670204988,153.632125231,0.0,153.81761527,0.0,0.0,153.829456331,0.0,0.0,154.321280246,0.0,0.0,0.0,0.0,204.573955995,0.0,0.0,307.415959592,153.81761527,0.0,0.0,0.0,153.783108197
2010-02-21,0.525920361,0.00127730233746,0.00293779537617,0.0113679908034,0.0,0.0,0.0,0.0,0.0,956.320907029,0.0,0.0,150.358991174,150.358991174,150.527521511,502.746780772,0.0,151.805886875,151.467131421,149.650578953,0.0,0.0,151.649842074,150.708825361,0.0,300.023671262,0.0,301.604262525,0.0,226.262020977,150.981601516,0.0,0.0,0.0,0.0,0.0,7891.27933935,0.0,0.0,0.0,150.147756956,0.0,0.0,0.0,376.29446431,0.0,0.0,151.7871646,0.0,151.019069819,0.0,201.01951196,0.0,0.0,0.0,0.0,303.299684149,0.0,151.924736048,201.201937812,151.438429357,150.193118816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.260750038,0.0,1309.47787867,0.0,0.0,0.0,0.0,502.049683533,300.023671262,226.262020977,1966.25494789,0.0,251.524194531,0.0,150.799641165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.936070273,151.604123099,200.762016332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
