Week,WI,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,expectorant,how long contagious,how to get rid of the flu,influenza a treatment,is influenza contagious,contagious flu,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,influenza treatment,flu treatment,body temperature,flu incubation period,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,influenza a and b,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu contagious,symptoms of influenza,symptoms of influenza b,is the flu contagious,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,influenza incubation period,how long are you contagious with the flu,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,how long is flu contagious,flu vaccine,cold vs flu,respiratory flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,how long is rsv contagious,symptoms of the flu,early flu symptoms,flu headache,what is rsv,incubation period for influenza
2009-12-13,1.705197573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.935020687,96.5771603538,98.3785377338,190.624551821,190.624551821,95.5715114752,678.651397649,0.0,0.0,96.6934833413,95.3410103924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.041821006,95.0258808508,0.0,98.3785377338,0.0,0.0,0.0,0.0,193.801496869,8521.44805526,0.0,258.619785211,0.0,96.8362063339,0.0,193.270573684,0.0,0.0,190.969886154,242.683371137,196.697757688,96.9384885633,128.896149052,0.0,0.0,0.0,95.5137817794,0.0,98.6462749093,98.4676218307,0.0,98.6164543909,98.5568674094,96.7788841127,195.456195341,96.9855204399,0.0,96.894991019,0.0,516.031573236,0.0,96.9269719821,0.0,0.0,0.0,0.0,0.0,146.552764373,96.7197116257,776.708563845,0.0,98.2304218986,0.0,0.0,0.0,290.443620724,0.0,95.0258808508,1355.20912302,0.0,0.0,451.689827528,0.0,291.400535212,96.0699415113,0.0,0.0,0.0,0.0,0.0,322.999309946,0.0,0.0,97.0441396726,98.437909211,97.0441396726,0.0,0.0,144.497199545,96.9562373721,161.421472094,196.935243661,0.0,129.109875246,0.0,0.0,0.0,0.0
2009-12-20,1.017087063,0.0,0.010101010101,0.010101010101,0.0,125.417629231,0.0,0.0,669.33192027,0.0,125.115872529,125.484957413,125.484957413,125.18194514,417.826639921,124.993304476,0.0,0.0,125.122300723,0.0,0.0,0.0,125.16743261,0.0,0.0,0.0,0.0,833.525976193,374.081979582,0.0,125.115872529,0.0,0.0,0.0,125.145238043,439.290271657,8681.24280228,0.0,313.722199423,0.0,125.088117846,0.0,376.113468183,0.0,0.0,125.447000681,334.748136651,0.0,0.0,249.95835373,0.0,125.266569153,0.0,187.849356562,0.0,0.0,0.0,125.145238043,0.0,0.0,166.863276309,375.660756811,125.219741621,125.18194514,124.880392728,0.0,250.156907944,0.0,0.0,125.16743261,125.032120925,0.0,125.531163596,0.0,250.195763874,0.0,836.661884523,0.0,0.0,0.0,0.0,0.0,208.692301754,0.0,374.081979582,1542.67204774,0.0,0.0,417.145576602,0.0,251.102474094,187.912465164,0.0,125.409975627,125.069803903,0.0,0.0,334.533600233,124.993304476,0.0,0.0,0.0,0.0,0.0,124.993304476,125.546479607,125.107509602,438.681189921,125.18194514,0.0,125.220763232,125.220763232,125.228860975,0.0,0.0
2009-12-27,1.453488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.993228937,0.0,0.0,124.665707064,124.665707064,125.343678721,582.800888773,0.0,125.816585801,125.93061896,248.357990173,0.0,0.0,0.0,248.429401174,0.0,0.0,251.253977552,124.477390286,581.346369693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.540019661,8942.2537312,0.0,124.439795182,0.0,248.526475664,0.0,187.610991602,124.552648684,125.93061896,125.854573901,124.657835128,125.048774014,251.633171602,290.704224466,0.0,0.0,0.0,187.552572993,0.0,0.0,0.0,124.36467306,0.0,125.086518951,124.909395191,311.164642052,0.0,124.36467306,0.0,124.477390286,207.841054372,125.32481923,0.0,248.429401174,0.0,0.0,0.0,125.702758974,332.871231459,0.0,916.737839496,0.0,0.0,0.0,0.0,0.0,291.129924543,251.253977552,0.0,1870.12070204,0.0,0.0,207.828168814,0.0,125.199833468,124.897919674,0.0,311.710598516,0.0,0.0,0.0,312.48991306,124.177263968,0.0,0.0,124.612332674,0.0,0.0,124.177263968,0.0,0.0,332.592809633,0.0,0.0,125.778620627,0.0,0.0,0.0,0.0
2010-01-03,0.72262368,0.0,0.0,0.0,99.8599298511,0.0,0.0,99.0869578713,699.810653116,99.9202499537,98.8783537495,100.767773523,100.767773523,301.573339717,765.929695078,0.0,0.0,99.9504373404,100.040114317,0.0,0.0,0.0,99.0272669329,0.0,0.0,99.4165485991,100.615556343,664.352704357,249.890168528,0.0,98.8783537495,99.0571034098,0.0,0.0,0.0,199.501524285,10143.8787204,100.706831416,266.453530945,0.0,0.0,0.0,198.704847012,99.3264429659,99.9504373404,0.0,250.826178119,0.0,0.0,149.453700646,0.0,99.799682533,0.0,99.0869578713,0.0,0.0,0.0,98.9974484243,100.101025676,0.0,99.6193759701,166.501703726,0.0,0.0,0.0,0.0,149.89451493,0.0,0.0,99.0272669329,0.0,0.0,0.0,0.0,565.365609253,100.433501657,633.371184829,0.0,99.7395078676,0.0,0.0,0.0,365.942226806,99.4165485991,249.890168528,1329.16702951,0.0,0.0,365.651402038,0.0,200.563861233,150.060157845,0.0,100.087805093,99.7094477386,0.0,0.0,233.032654954,0.0,100.372963078,0.0,99.9216191906,0.0,100.403223242,0.0,250.311545592,0.0,266.041409296,99.0272669329,0.0,100.085408644,0.0,0.0,99.7695861269,0.0
2010-01-10,0.801131008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.24729133,0.0,0.0,0.0,0.0,0.0,731.232711436,100.284970054,0.0,99.0706041674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.8075354,99.9534992992,0.0,0.0,99.1303032359,0.0,0.0,0.0,297.826980275,7305.41866154,0.0,166.269558578,0.0,198.563008424,0.0,99.6595154829,0.0,0.0,99.8540516006,299.441473081,99.3114353259,0.0,99.1303032359,0.0,100.345473806,0.0,100.466700594,0.0,0.0,99.4313404696,99.4313404696,0.0,99.5214595093,149.541713001,232.704627428,0.0,0.0,99.8714847223,0.0,199.206595111,199.277014775,0.0,0.0,0.0,0.0,0.0,0.0,465.502169593,98.7435403481,898.928047029,0.0,0.0,0.0,0.0,0.0,431.71036078,0.0,99.9534992992,1427.2950165,0.0,0.0,331.806936322,0.0,99.5816296783,100.25474553,0.0,99.894272788,99.2656831396,0.0,0.0,248.696810804,0.0,0.0,0.0,100.375753068,0.0,0.0,0.0,99.3114353259,100.284970054,99.3398177657,148.846308102,0.0,198.559732311,0.0,0.0,99.3998418247,0.0
2010-01-17,1.410153102,0.0,0.0,0.0,0.0,0.0,0.0,97.2566947443,873.167319862,0.0,146.345068801,144.745825677,144.745825677,190.643714936,613.674932135,96.2062295439,0.0,0.0,97.7627012576,0.0,0.0,0.0,97.8807365142,0.0,0.0,0.0,0.0,579.716610007,0.0,0.0,146.345068801,0.0,0.0,0.0,0.0,146.521754559,6676.72830156,0.0,95.3794363613,0.0,190.356427843,95.4659352455,97.1103560523,0.0,95.5815114383,0.0,193.985082923,97.9398610908,144.876527109,146.197513325,0.0,97.1688386515,0.0,190.471238717,0.0,0.0,0.0,0.0,0.0,0.0,95.2069079868,241.475477086,0.0,190.643714936,97.3447098527,95.408251901,193.410426096,0.0,96.4242770748,97.8807365142,97.2860154241,0.0,98.2663272944,0.0,806.474951883,97.1869377092,711.203856083,0.0,0.0,0.0,0.0,0.0,354.768314954,0.0,0.0,999.474587865,0.0,0.0,225.705072988,0.0,97.8189005044,190.356427843,0.0,96.7596229951,96.2497442732,0.0,0.0,97.7037903199,0.0,0.0,0.0,97.5212188461,0.0,0.0,0.0,97.6392475527,95.1495371474,193.51718453,97.7332369113,0.0,293.553602962,0.0,0.0,0.0,0.0
2010-01-24,1.063829787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.046668952,94.2735929665,92.6146246118,140.96752831,140.96752831,94.3305730771,468.272192763,94.1030649117,0.0,92.6705175657,93.4566451714,0.0,0.0,0.0,93.1645967296,0.0,0.0,0.0,0.0,342.40578006,0.0,188.180735184,92.6146246118,93.7638529024,0.0,0.0,0.0,124.945067482,8043.30655131,94.4161725082,94.1030649117,0.0,93.3528169123,92.8386019385,188.262886799,92.8386019385,0.0,0.0,187.497191583,92.5867034105,140.077659383,248.967820379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1314433993,92.5867034105,280.93426462,94.1882517538,94.2735929665,0.0,0.0,186.838419146,0.0,0.0,93.1645967296,0.0,0.0,0.0,0.0,530.158027046,0.0,812.541301149,0.0,94.1030649117,0.0,0.0,0.0,436.547659499,0.0,0.0,1433.02116731,0.0,0.0,155.801771338,0.0,156.301393458,0.0,0.0,188.237638945,92.5867034105,93.8633703242,92.7264780231,156.084294097,94.1598390082,94.1598390082,185.341035131,0.0,185.341035131,0.0,94.1598390082,94.1882517538,0.0,155.914641693,92.6984893488,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,1.313164894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.02221401,0.0,91.7167898345,182.745950762,182.745950762,91.6783932749,916.600377815,91.6615054524,0.0,91.1803795279,137.304504901,0.0,0.0,0.0,91.2078434976,91.2281848981,0.0,0.0,0.0,517.585348595,91.1185356374,0.0,91.7167898345,91.2353240169,0.0,0.0,91.4482770208,137.526120539,7227.35957473,0.0,91.8552929904,91.1733273004,91.6615054524,0.0,91.4482770208,0.0,0.0,91.5587217999,244.657361409,91.5863746908,0.0,121.77177704,0.0,0.0,0.0,137.184994273,183.599683122,0.0,91.4482770208,0.0,0.0,91.1803795279,91.4995897808,137.46880416,91.4795989007,0.0,0.0,91.8830438342,152.40759801,0.0,0.0,91.2078434976,91.68913931,0.0,0.0,91.4482770208,1067.84990649,136.512046424,1100.40858316,0.0,0.0,0.0,0.0,0.0,457.488618761,0.0,91.1185356374,1554.34575689,0.0,91.4482770208,243.873758023,0.0,275.815787568,0.0,91.6417306138,274.699159733,91.68913931,0.0,91.2353240169,91.5663865776,0.0,0.0,91.5034660836,0.0,91.5034660836,0.0,0.0,91.56267396,91.4207074468,91.4281522983,91.7998415609,0.0,91.5034660836,0.0,0.0,91.6099715969,0.0
2010-02-07,1.536284617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.54846388,0.0,91.8579383802,368.651351978,368.651351978,92.2097478951,704.865552588,0.0,92.0239967201,91.9685772701,137.876914025,0.0,0.0,0.0,91.9230306594,0.0,0.0,183.028283637,0.0,550.007936823,0.0,92.330001546,91.8579383802,0.0,0.0,0.0,0.0,153.205934355,7164.31595715,91.8738889739,0.0,0.0,92.1072512407,0.0,183.826449061,92.2742130254,0.0,0.0,184.258401445,0.0,91.9230306594,91.6994110948,0.0,91.8675718174,0.0,92.0517314991,0.0,0.0,0.0,122.485077204,0.0,183.75872931,274.947574976,214.545128655,0.0,91.978556501,92.0619711532,0.0,91.9458460732,0.0,0.0,91.9230306594,0.0,0.0,0.0,0.0,1133.1477832,183.249065643,1104.75316838,0.0,0.0,0.0,0.0,0.0,428.70207399,183.028283637,0.0,1652.60547872,0.0,0.0,244.785391394,0.0,184.308325321,91.5693040497,0.0,92.357921111,92.1072512407,0.0,92.0239967201,0.0,92.1682324486,0.0,92.0984001988,92.3020988559,92.0984001988,0.0,92.1682324486,153.326198339,0.0,397.990950964,91.7845089134,0.0,92.0288709823,91.5417146239,0.0,92.0567245741,0.0
2010-02-14,1.338499472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.226156998,0.0,93.2313715515,0.0,0.0,138.006626692,584.894762127,0.0,0.0,0.0,138.570768561,0.0,0.0,0.0,0.0,0.0,0.0,91.72647129,0.0,306.935842709,0.0,0.0,93.2313715515,0.0,0.0,0.0,0.0,183.870510767,6978.83678741,0.0,93.3721619041,0.0,91.727602343,0.0,91.658048582,0.0,0.0,0.0,184.966889377,91.3968537769,92.3903814643,183.343509503,91.8094816713,0.0,0.0,92.4455036958,0.0,0.0,0.0,91.5894999607,91.5609000422,0.0,245.755599649,215.48127529,0.0,0.0,91.8794787571,93.4003710165,277.029307504,91.5058423753,0.0,0.0,0.0,0.0,0.0,0.0,1076.22548056,183.066725859,1356.26278394,0.0,93.0910051384,0.0,0.0,0.0,830.082787633,91.72647129,0.0,1812.710343,0.0,0.0,245.811094438,0.0,92.6686136807,93.1751742208,0.0,91.9772389989,0.0,0.0,91.8649054453,183.509832614,92.0886253011,0.0,92.5990888289,91.9216468327,92.5990888289,91.9759539862,92.0886253011,123.202881062,183.508249467,91.8383844715,137.493834462,0.0,91.8371851962,0.0,0.0,93.2876367123,0.0
