Week,MN,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,expectorant,how long contagious,how to get rid of the flu,influenza a contagious,influenza a treatment,influenza contagious,is influenza contagious,contagious flu,flu or cold,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,type a influenza,flu symptoms,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,influenza treatment,flu treatment,body temperature,flu incubation period,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,influenza a and b,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,influenza b treatment,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,symptoms of influenza,symptoms of influenza b,is the flu contagious,flu contagious period,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,influenza a incubation period,influenza incubation period,how long are you contagious with the flu,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,how long is flu contagious,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,rsv infant,stomach flu symptoms,symptoms of the flu,early flu symptoms,what is rsv,incubation period for influenza
2012-04-08,1.5503875969,0.0,0.0,0.0,32.6236964087,0.0,0.0,0.0,32.4978016384,1252.55640183,0.0,65.0544938869,0.0,0.0,32.8203594269,858.49336139,32.5843951468,0.0,32.5076108149,97.9746853645,0.0,0.0,32.4961171346,65.620941596,32.8698921155,0.0,0.0,0.0,0.0,48.9528410378,0.0,32.5961606022,217.893702687,0.0,49.0158154361,65.0544938869,0.0,0.0,0.0,0.0,48.9863144725,7825.59101478,54.4418039352,0.0,32.5961606022,141.316996173,32.4863379841,81.2522216177,32.5174259148,65.2475679186,65.7993671169,130.5213139,0.0,54.3433635166,119.600712208,0.0,86.9146247245,0.0,130.090796895,0.0,0.0,0.0,32.6329470306,32.5352926827,32.7020114216,97.851531497,184.829188237,0.0,0.0,65.4234341587,0.0,32.6435140977,98.8782862396,0.0,65.7199472411,32.5549158991,0.0,65.129472773,0.0,0.0,32.8698921155,32.6435140977,174.073727177,0.0,783.168119495,0.0,0.0,0.0,0.0,0.0,706.792554961,48.9528410378,0.0,1129.67151086,0.0,0.0,184.953235015,32.6139278312,65.2310757304,65.4051456084,0.0,76.200834294,64.8976888398,0.0,0.0,32.5745628006,32.8500611097,119.738442645,32.4782010343,119.738442645,48.7895186798,32.8500611097,130.458758435,32.9195745401,141.579522811,32.889747079,0.0,32.7759867151,0.0,0.0,0.0
2012-04-15,1.2734429266,0.0,0.0,0.0,30.2434216373,0.0,60.985432529,30.2388552181,30.2388552181,1174.69335163,0.0,45.6256957275,75.8201998798,75.8201998798,91.1047733663,768.126128371,61.1142879555,0.0,90.6716015943,161.824072888,0.0,0.0,0.0,0.0,0.0,30.1510605321,0.0,0.0,50.6288799872,30.3168398706,0.0,45.6306313782,253.359702285,30.3443680328,40.4194022577,45.6256957275,0.0,0.0,0.0,0.0,30.2924981269,7336.71639573,30.6125848195,30.2251724807,45.6306313782,131.488831652,0.0,121.431925795,30.4233697621,60.5025208624,30.4141257697,212.212216093,0.0,50.5098314123,80.9181414988,0.0,80.8022892098,0.0,90.9628053192,0.0,0.0,0.0,60.3202843538,30.3545153389,30.3596562539,101.108108839,171.708099689,30.4194164658,0.0,0.0,30.483534477,0.0,61.2251696391,30.5387082951,0.0,45.4496416777,30.1510605321,45.5294254621,0.0,30.2904183231,0.0,30.2356930868,121.433446584,30.1329136405,1001.43787444,0.0,0.0,0.0,30.2421238379,0.0,475.056426107,30.3168398706,30.3443680328,1151.6934164,30.2238671981,0.0,232.487227502,30.5848392744,161.87284968,50.619609034,0.0,70.8125013725,30.2251779733,0.0,30.2982408296,45.3081814502,61.1142879555,111.412121654,30.4600242843,111.412121654,30.5019035849,61.1142879555,111.262369634,30.5663701685,141.820519903,0.0,60.800605718,30.1692292941,0.0,30.5387082951,0.0
2012-04-22,1.2901815001,0.0,0.0,0.0,29.2699371356,0.0,28.9596007746,29.1184738369,28.9049625023,1217.14256445,0.0,0.0,38.4724386924,38.4724386924,96.3823258985,983.243923977,29.1141057307,0.0,57.4793236618,86.7781468884,0.0,0.0,0.0,28.8701293633,0.0,29.1994284042,0.0,0.0,86.007893017,130.967300999,0.0,0.0,154.625831843,57.8871592672,28.778490957,0.0,0.0,28.9508806298,28.5054238288,0.0,86.722917497,7596.3448359,29.0734425678,29.0295515011,0.0,115.747827371,0.0,57.8550195798,43.1482908149,28.9355095504,28.5225854326,154.225961947,28.9770568329,57.88433147,86.7521139008,0.0,57.7968966265,0.0,96.4434775633,29.2082234128,0.0,28.9334560853,0.0,43.2876047224,28.905080795,77.1740574693,96.3974928937,0.0,29.012032158,57.6178335956,0.0,0.0,58.0504143913,58.0065608275,0.0,29.3053193504,29.1994284042,0.0,0.0,0.0,0.0,28.5914389883,96.2986037404,28.5140020485,877.911981284,28.9334560853,0.0,0.0,0.0,0.0,578.542569047,130.967300999,57.8871592672,1242.82427937,0.0,0.0,241.172897591,28.5311739859,96.5016566393,0.0,0.0,28.9355464693,28.5483666186,0.0,0.0,57.740269213,29.0207891855,67.57565015,48.2595674616,67.57565015,86.3745995743,29.0207891855,71.9571133786,28.9813730447,115.913815558,0.0,28.5828141198,38.6409253982,0.0,29.3230425553,0.0
2012-04-29,1.6444232602,0.0,0.0,0.0,37.4554774765,28.1115439508,27.9715392262,56.6131246161,56.6131246161,1200.63511368,28.1030715144,28.1030715144,56.0639730932,56.0639730932,42.0954845045,767.7445776,27.8411542579,27.8327708931,27.9337398865,65.5520513504,28.2639190988,0.0,0.0,0.0,0.0,55.909382875,27.8327708931,28.0010654125,28.3836452311,84.2360192439,28.0603141444,28.0776848193,103.265715844,56.4767895779,28.1115439508,28.1030715144,28.1115439508,28.0776848193,0.0,0.0,46.738319377,7319.00666378,42.0756801461,0.0,28.0776848193,56.1620906236,0.0,55.7158722942,0.0,28.1795077923,28.1620396686,299.638931385,0.0,56.3665688087,159.169801468,28.0776848193,37.4159916801,0.0,102.962401688,0.0,27.9505993759,0.0,28.0383077888,28.1504233726,27.8160193007,93.7363664384,103.038747289,42.2348850559,27.8495426743,42.0079398937,0.0,0.0,42.4176146156,83.9533443562,0.0,28.2300639747,55.909382875,28.1285041583,27.8663346808,28.1539828759,0.0,28.1107547449,103.062265176,28.1200214972,880.733861707,0.0,0.0,0.0,0.0,28.0475922247,524.454057544,84.2360192439,56.4767895779,1019.63367659,0.0,0.0,187.433078132,0.0,74.8771819665,46.8794359415,0.0,84.3518936311,0.0,28.1200214972,0.0,28.2087601878,0.0,84.3745202705,27.9505993759,84.3745202705,56.0021919598,0.0,131.10127261,28.1314941751,84.4056129677,0.0,55.7158722942,55.8842999614,28.188026386,0.0,0.0
2012-05-06,1.7696160267,0.0,0.0,0.0,29.0718089545,0.0,0.0,0.0,29.0279997186,1086.07538589,0.0,29.0717662371,28.9437931305,28.9437931305,29.0251166731,861.65280722,29.0923124433,29.071999613,43.4613977057,116.264923988,29.0981580261,0.0,0.0,0.0,0.0,28.9842270434,29.071999613,0.0,29.0542694016,58.0696172066,0.0,29.0222315943,155.190764573,58.0910151184,29.0105129718,29.0717662371,0.0,0.0,0.0,0.0,57.9938632418,7228.99698455,29.0542694016,29.0279997186,29.0222315943,106.527152414,29.0454490076,116.129394911,29.0699348139,0.0,29.0981580261,183.803793033,29.0454490076,43.5355233215,58.0122661606,0.0,58.029716055,0.0,96.7982807186,0.0,0.0,0.0,28.9930472807,0.0,87.3383878691,58.0988984606,125.824915736,29.0893375675,29.0191793823,48.4634172692,29.1245549037,0.0,0.0,38.8019237022,29.0747605202,29.0659924983,28.9842270434,29.0747605202,0.0,0.0,0.0,0.0,213.091643092,0.0,861.852345008,0.0,0.0,0.0,0.0,0.0,435.794388348,58.0696172066,58.0910151184,947.522731538,29.0455075592,0.0,116.095522334,0.0,43.5442318481,0.0,29.0923124433,48.460540735,29.0338215262,0.0,29.1157506247,29.0426412551,29.0542694016,72.7315249839,29.0923124433,72.7315249839,58.1084322433,29.0542694016,67.7868237368,29.1157506247,77.5976837454,0.0,87.1409682361,58.1174087849,29.1157506247,29.1245549037,0.0
2012-05-13,1.3626509755,0.0,0.0,0.00826446280992,0.0,0.0,0.0,29.9072564063,29.792549573,1119.15605374,0.0,59.9884651611,29.9174659125,29.9174659125,49.8527014425,828.19662138,45.0013740811,0.0,29.9483114825,75.1215274249,30.198433008,0.0,0.0,0.0,0.0,29.7297528711,0.0,0.0,0.0,49.8527105106,30.198433008,29.8442179254,120.169414935,29.9442037518,29.9933587353,59.9884651611,0.0,0.0,0.0,0.0,44.7117311987,7408.67971184,0.0,0.0,29.8442179254,89.4235436552,29.8262557118,89.9259121048,30.2258280182,0.0,30.198433008,199.453347647,0.0,29.8093486059,69.8005059685,0.0,29.9354966492,0.0,59.8732389247,0.0,0.0,0.0,59.6525114236,0.0,60.1092006459,59.8762836352,79.7882603593,0.0,30.1165451209,59.778436508,30.2258280182,0.0,45.173808856,29.8982346095,0.0,30.2075591588,29.7297528711,0.0,0.0,0.0,0.0,29.792549573,89.9026249945,0.0,708.860626058,0.0,0.0,0.0,0.0,0.0,518.767695385,49.8527105106,29.9442037518,1066.47703535,0.0,29.828552654,169.66858166,0.0,30.1710876113,39.9827744988,30.1347040266,39.9526211157,29.889218254,0.0,29.8195437284,29.9072564063,0.0,30.2258280182,49.9641667582,30.2258280182,29.8015421928,0.0,79.8028272053,29.810540243,59.9666074786,0.0,29.889218254,29.9615017323,0.0,30.2258280182,0.0
2012-05-20,0.5299417064,0.0,0.0,0.0,0.0,0.0,0.0,28.1045705685,0.0,956.409875336,0.0,28.0355561313,28.047040895,28.047040895,84.1901000811,748.790898848,28.1010614441,0.0,42.0888380318,84.368122618,0.0,0.0,0.0,0.0,0.0,28.0428023187,0.0,0.0,0.0,46.7760427625,0.0,0.0,178.303334959,28.0870200005,28.0791519035,28.0355561313,0.0,28.0453317868,0.0,0.0,46.736618834,7223.91352102,56.3281202685,28.0573366973,0.0,65.5338980222,28.1773769399,56.1183544566,28.1943922642,0.0,28.0609660009,196.506099435,0.0,28.0277530331,84.2100931862,0.0,42.0099344977,0.0,154.18840696,0.0,0.0,0.0,27.9596018853,28.2797780675,42.1115686868,93.5860518203,149.755794149,0.0,28.1518924266,56.4228563015,0.0,0.0,37.5555080912,42.1369375423,0.0,56.1388923923,28.0428023187,0.0,0.0,0.0,0.0,0.0,121.690101923,28.0101922385,889.701815025,0.0,0.0,0.0,0.0,0.0,468.018308627,46.7760427625,28.0870200005,944.742513597,28.0803131506,0.0,93.6595013395,0.0,42.1700209036,84.3698018233,0.0,28.1130536867,0.0,0.0,28.0779315184,56.1025131707,28.1324479357,28.1603821408,56.2822535191,28.1603821408,28.0440209731,28.1324479357,159.204544209,28.0779315184,131.259973489,0.0,42.1944146199,28.0779315184,0.0,0.0,0.0
2012-05-27,0.6942253077,0.0,0.0,0.0,28.8437249338,0.0,0.0,28.6653866974,0.0,1092.39194177,0.0,28.8437249338,38.2005982904,38.2005982904,57.2823086771,813.163326956,28.7829098511,0.0,0.0,124.411807469,0.0,0.0,0.0,28.7360834887,0.0,57.548485821,0.0,0.0,0.0,57.3125612184,57.7397345654,28.6044916014,153.533516552,0.0,28.7880631393,28.8437249338,28.7880631393,0.0,0.0,0.0,47.765764667,6655.23726958,28.7477612444,0.0,28.6044916014,100.885990286,0.0,28.6265680877,43.2674883851,28.8263229882,28.7620498292,191.33422544,0.0,38.2437248745,86.4650527682,0.0,28.7638122604,28.4495003766,76.5307115563,0.0,0.0,28.7360834887,42.9272344805,28.8873218579,28.5612693415,47.8205336042,143.447710216,28.5612693415,28.8141235465,86.1181340533,0.0,0.0,57.4434428942,43.2761550996,28.8054315032,43.0699047342,57.548485821,28.8054315032,0.0,0.0,0.0,28.7742429105,124.444897766,0.0,756.31249125,0.0,0.0,0.0,0.0,0.0,382.682966106,57.3125612184,0.0,898.384812738,28.8176298872,0.0,105.229394921,28.800259405,86.0661303491,57.3957448063,0.0,57.3775248155,0.0,0.0,0.0,28.4923847607,0.0,28.6974258136,57.645641674,28.6974258136,28.7707157074,0.0,114.794538097,0.0,115.037299207,0.0,57.3048370839,28.475215502,0.0,28.684473827,0.0
2012-06-03,0.7526602647,0.0,0.0103092783505,0.0103092783505,0.0,0.0,28.1470928143,0.0,0.0,1115.70659187,0.0,28.0699241478,55.991242003,55.991242003,28.0652616098,720.80199945,28.0209182494,0.0,28.0527423979,56.2054006113,0.0,0.0,0.0,0.0,0.0,42.0788694176,0.0,0.0,0.0,42.0957711078,0.0,0.0,121.939148301,28.103866059,42.0731453435,28.0699241478,28.0681763634,0.0,0.0,0.0,28.0597169974,6942.37217849,28.1530514053,28.1046642753,0.0,149.720080569,0.0,28.0737647133,28.1470928143,0.0,70.2353852005,205.897545813,0.0,70.0966196533,140.413143417,0.0,28.113139747,0.0,65.5206806297,0.0,0.0,0.0,56.0080966815,0.0,42.2357228006,70.2363290022,112.210879582,0.0,28.0293608279,28.1203420711,0.0,0.0,28.1811279931,42.2132080064,0.0,28.1140672674,42.0788694176,0.0,0.0,0.0,0.0,0.0,46.7633584298,0.0,664.586051732,0.0,28.0512627289,0.0,0.0,0.0,430.595098445,42.0957711078,28.103866059,813.737381826,28.1385968612,0.0,84.2276846297,0.0,37.4335676271,46.8731682596,0.0,74.9603426529,0.0,0.0,0.0,28.0585245748,0.0,28.102064895,28.122114213,28.102064895,28.0512627289,0.0,93.5654707498,28.110549818,56.2421203961,28.0766408315,28.0378084955,28.1225660786,0.0,0.0,0.0
2012-06-10,0.7054673721,0.0,0.0,0.0,26.9865954638,0.0,0.0,0.0,27.1496019239,904.748150854,0.0,27.0913050122,0.0,0.0,54.1601907747,550.824760908,26.9459896927,0.0,27.0771454348,90.3433269698,0.0,0.0,0.0,0.0,0.0,27.1027215246,0.0,0.0,0.0,27.131053054,0.0,0.0,99.6314023021,26.9541010683,0.0,27.0913050122,0.0,0.0,0.0,0.0,27.0545460946,6636.36729981,0.0,26.9947313081,0.0,72.292584273,0.0,54.0383366016,0.0,0.0,27.0382530799,126.333160612,0.0,27.0812140713,27.1966067913,0.0,0.0,0.0,54.1901892095,0.0,0.0,0.0,27.094562969,27.1173603116,27.0864093238,108.413158077,81.3209947414,0.0,26.9947313081,54.2074049127,0.0,0.0,36.2460611799,27.1637903729,0.0,63.3355044539,27.1027215246,0.0,0.0,0.0,0.0,0.0,81.039928471,0.0,731.863564753,0.0,0.0,0.0,0.0,0.0,370.347321357,27.131053054,26.9541010683,965.600608906,0.0,0.0,180.550569198,0.0,0.0,40.8105381822,0.0,81.3971013216,27.1495920476,0.0,0.0,0.0,0.0,0.0,40.6464105062,0.0,0.0,0.0,108.42118835,0.0,153.842510211,0.0,27.0110177221,26.9784645221,26.9784645221,0.0,0.0
2012-06-17,0.3831417625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.200121768,0.0,0.0,56.0242683696,56.0242683696,84.0364025545,649.811982829,0.0,0.0,55.6170675712,74.273717901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7796349324,0.0,0.0,65.2031692978,41.8132962585,0.0,0.0,27.7317230786,0.0,0.0,0.0,27.8587383262,6587.50451333,27.94288492,0.0,0.0,148.480253227,0.0,56.0918896954,27.86589531,27.7986472972,0.0,185.55576429,0.0,27.6901391966,55.75114559,27.6984770885,0.0,0.0,83.5411373776,0.0,0.0,0.0,46.351133248,27.7235209195,41.6857484944,74.3130338055,74.3102731952,28.0883231264,28.0205792057,46.463082453,28.0205792057,0.0,0.0,69.6929198174,0.0,46.4574862158,0.0,0.0,0.0,0.0,0.0,28.0459448477,83.5081742475,0.0,566.425238745,0.0,0.0,0.0,0.0,0.0,287.763516468,41.7796349324,41.8132962585,695.667012281,0.0,0.0,111.38269676,0.0,56.1257616094,55.8730569676,0.0,65.0679976676,27.7902641104,0.0,0.0,0.0,0.0,27.86589531,27.9471134148,27.86589531,27.769448648,0.0,102.129103151,0.0,102.260817404,0.0,41.851090746,0.0,0.0,0.0,0.0
2012-06-24,0.8988015979,0.0,0.0,0.0106382978723,0.0,0.0,0.0,0.0,28.9910774935,756.129021809,28.396821257,28.8318936002,57.9122548604,57.9122548604,28.7797537368,477.649961147,0.0,0.0,42.9375115102,95.6042013862,0.0,0.0,0.0,0.0,0.0,28.5796750688,0.0,0.0,28.6314029875,47.7429934517,28.6746528409,0.0,105.270647622,42.8157702509,0.0,28.8318936002,28.5624739403,0.0,0.0,0.0,28.5538811382,7306.73816285,28.7115679924,28.9648570435,0.0,124.24358196,0.0,42.729737568,0.0,0.0,57.295695105,152.851642696,0.0,0.0,85.958783156,28.973591922,0.0,0.0,57.3221252909,0.0,28.9212615332,0.0,56.9243710935,0.0,43.1654651103,57.4000831338,105.105928974,29.0348838965,57.9297140871,28.413948411,0.0,0.0,47.9104576156,28.9561274302,0.0,28.7170453087,28.5796750688,28.6141395549,0.0,28.9910774935,0.0,0.0,86.0131279141,28.5179762779,669.329282366,0.0,0.0,0.0,0.0,0.0,324.890385178,47.7429934517,42.8157702509,773.16847453,28.999828196,0.0,95.6013812857,0.0,86.0221640703,57.4288908298,0.0,86.1318386915,0.0,0.0,0.0,57.1593501376,0.0,0.0,86.06540989,0.0,0.0,0.0,105.082399219,28.6919893904,76.5641277814,0.0,57.211031286,0.0,0.0,0.0,0.0
2012-07-01,1.025471386,0.0,0.0,0.0,25.8570961224,0.0,0.0,51.6705782941,25.8633398712,768.026641357,51.6082870604,51.7258981654,25.7726830062,25.7726830062,38.7054825611,577.111949545,0.0,0.0,25.8683084804,129.247572594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.546982435,0.0,0.0,94.8757849042,25.8844634548,25.847759546,51.7258981654,0.0,0.0,0.0,0.0,51.622854452,7268.72585141,25.8878235011,25.8633398712,0.0,90.340069174,0.0,51.7288053091,25.9493685191,0.0,25.8031753474,180.894909227,0.0,0.0,90.4436501703,0.0,25.7808335541,0.0,51.6652540936,0.0,0.0,0.0,25.7653169525,25.9594635082,25.8933417388,77.4342816779,94.8364547478,25.9045477498,0.0,25.8581917995,0.0,0.0,0.0,51.7615980498,0.0,25.8197069461,0.0,0.0,0.0,0.0,0.0,0.0,77.8346802121,25.8197069461,517.20214,0.0,25.894556938,0.0,0.0,0.0,284.254181916,103.546982435,25.8844634548,619.848131365,25.8789389905,0.0,77.499708045,0.0,77.5641501865,43.1605785778,0.0,103.502093406,0.0,0.0,0.0,34.4426310823,0.0,0.0,25.8498638432,0.0,0.0,0.0,77.5698435954,0.0,112.201857,0.0,51.6394138922,25.8264984948,0.0,0.0,0.0
2012-07-08,0.7653734495,0.0,0.0,0.0,28.1234901873,0.0,0.0,28.2623002498,0.0,787.32411126,0.0,27.9998165792,27.9043200303,27.9043200303,65.4681203613,514.626626808,27.9295347773,0.0,27.9185554981,98.3879725769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4224476072,0.0,0.0,121.956405772,28.1942393221,28.2452542304,27.9998165792,0.0,0.0,0.0,0.0,83.6877756864,7269.59994638,0.0,0.0,0.0,93.6311178555,0.0,28.1035424969,0.0,0.0,56.3884786441,187.070660768,0.0,27.9773844832,46.8057384378,27.9211247999,55.8422495998,0.0,102.970859799,0.0,0.0,0.0,27.9408099891,0.0,27.9043200303,74.8897842138,74.8758708698,28.1374968236,28.0449219231,28.0082540653,0.0,0.0,56.4127749534,42.0569059471,0.0,37.4745144371,0.0,0.0,0.0,0.0,0.0,0.0,74.9781546644,28.0280070124,599.305528218,0.0,0.0,0.0,0.0,0.0,252.818232304,56.4224476072,28.1942393221,832.02103156,28.1162564808,0.0,65.5048854038,0.0,41.9976441026,56.2612691957,0.0,65.5698160968,0.0,0.0,0.0,0.0,0.0,28.2452542304,56.4905084607,28.2452542304,0.0,0.0,130.944710831,28.0308511066,84.3819930398,0.0,0.0,28.0308511066,0.0,0.0,0.0
2012-07-15,0.4678970626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.413807117,27.2156521549,27.237925308,27.1601374604,27.1601374604,45.3231261939,508.050974379,27.117371136,0.0,27.1825149269,81.7032044514,0.0,0.0,0.0,0.0,0.0,27.153515693,0.0,0.0,0.0,54.3948724485,27.3509574182,0.0,108.984791774,27.1255341014,0.0,27.237925308,0.0,0.0,0.0,0.0,27.1418747846,6627.92302129,54.4313043098,0.0,0.0,99.6962049319,0.0,40.7892245465,0.0,0.0,0.0,172.243005687,0.0,27.2274582125,27.1559009358,27.153515693,0.0,0.0,81.6183489954,0.0,0.0,0.0,36.2295713817,27.2898317035,40.7482888051,27.2561284082,99.6912746582,27.2026623277,27.169878161,40.8877122135,0.0,0.0,27.2955418983,54.455261474,0.0,27.2508292122,27.153515693,0.0,0.0,0.0,27.2190840979,0.0,72.4922448043,27.1944588711,607.794479075,0.0,0.0,0.0,0.0,0.0,290.192325118,54.3948724485,27.1255341014,1060.36605615,0.0,0.0,99.7262380935,0.0,72.5575605553,54.518101014,0.0,90.8571323978,0.0,0.0,54.5204507959,0.0,0.0,27.3014235382,27.2684685868,27.3014235382,27.2520687502,0.0,145.131382289,27.260225398,90.8708069406,0.0,40.8424671415,0.0,0.0,0.0,0.0
2012-07-22,0.676956404,0.0,0.0,0.0,26.7296350863,0.0,0.0,26.7389716312,0.0,756.991270862,0.0,26.5689169225,0.0,0.0,53.2687228275,604.554478444,0.0,26.6492340837,0.0,62.2499745657,26.584941601,0.0,0.0,0.0,0.0,0.0,26.6492340837,0.0,0.0,62.2204738788,0.0,26.682052727,115.830903453,40.0290398319,53.3922646787,26.5689169225,0.0,0.0,0.0,0.0,35.5231973845,7262.75694476,26.6572925155,26.7147880572,26.682052727,151.157105841,0.0,53.2673679134,0.0,0.0,26.7767853071,231.069822825,0.0,0.0,80.0303215787,0.0,53.0898321884,0.0,53.3330031506,0.0,0.0,0.0,26.5289396175,0.0,40.0603541959,35.5634124548,97.7440953539,26.736397999,26.7147880572,26.7525382936,0.0,0.0,53.5966610621,26.7108646469,0.0,40.0047293787,0.0,0.0,0.0,0.0,0.0,0.0,53.3385872806,26.7283351528,631.754412108,0.0,0.0,0.0,0.0,0.0,311.242425418,62.2204738788,40.0290398319,737.415880743,26.5449160942,0.0,97.8456722107,26.6826112574,71.1723790125,62.3547260714,0.0,106.810945399,0.0,0.0,0.0,26.6009856212,26.6617646632,0.0,53.4296454057,0.0,0.0,26.6617646632,97.8240656156,0.0,115.778934823,0.0,26.6577347904,26.6492340837,0.0,26.6986899626,0.0
2012-07-29,0.7099064214,0.0,0.0,0.0,0.0,0.0,0.0,29.2194955459,0.0,884.87673141,0.0,0.0,29.0929750273,29.0929750273,48.5095018986,562.924758867,28.9479918047,43.7913884413,29.1368492666,87.3680504867,29.0354479733,0.0,0.0,0.0,0.0,0.0,43.7913884413,0.0,0.0,87.2830741732,0.0,0.0,87.6385952999,29.1374061328,38.8117010036,0.0,0.0,0.0,0.0,0.0,28.9131566761,6724.21134493,29.2636577859,29.2746902629,0.0,72.9255612261,0.0,28.9654408654,29.3188851455,0.0,29.0354479733,155.241251496,0.0,48.5417098573,48.52128651,29.2835185772,29.2835185772,0.0,77.6468654848,0.0,0.0,0.0,48.4627689723,0.0,29.3454661837,101.985781016,106.831351593,29.0036371871,28.9567137064,29.336600484,0.0,29.0881757844,68.1839313605,38.8674631375,0.0,58.3479780558,0.0,29.26586727,0.0,0.0,0.0,0.0,106.85845305,0.0,592.628099858,0.0,0.0,0.0,0.0,0.0,300.881439785,87.2830741732,29.1374061328,872.978969587,0.0,0.0,116.47913822,0.0,72.9058526014,43.8513190936,0.0,48.5944613897,29.188674615,29.1206798533,0.0,29.2746902629,0.0,58.3441625891,29.1043175594,58.3441625891,0.0,0.0,97.086343491,29.3188851455,68.0603830609,0.0,29.2062767128,29.0530026577,0.0,0.0,0.0
2012-08-05,0.6598984772,0.0,0.0,0.0,0.0,30.4986127428,0.0,0.0,0.0,907.693032505,30.9800656213,30.7699460243,60.585549992,60.585549992,45.7997331688,601.001384574,30.4527225642,0.0,0.0,122.246182882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.109165926,0.0,0.0,214.49273708,30.7700692626,0.0,30.7699460243,30.3156512278,0.0,0.0,0.0,0.0,6981.92968892,30.361345914,61.0156147607,0.0,50.929756387,0.0,40.7211042712,30.2349722483,0.0,45.8919700219,224.038595974,30.9800656213,30.5469852172,71.3073173082,0.0,61.0479118827,0.0,50.911368075,0.0,0.0,0.0,0.0,30.4348518107,30.3340019893,45.9104274787,172.998596005,0.0,30.1256562896,30.5799854536,0.0,0.0,51.0652702089,50.9914650615,0.0,30.5923073912,0.0,30.1438206889,0.0,61.0708491736,0.0,0.0,154.218559773,30.9987508237,651.962961931,0.0,30.9707314647,0.0,0.0,0.0,275.091066575,106.109165926,30.7700692626,1098.91440845,0.0,0.0,213.762051392,0.0,71.3164615073,61.1722780025,0.0,61.1816185494,46.1200893467,0.0,0.0,50.8898446306,0.0,30.6254202274,40.8010578737,30.6254202274,30.544641437,0.0,75.8210075018,30.5538638529,142.811255411,0.0,30.3292998438,30.5923556751,0.0,0.0,0.0
2012-08-12,0.2788622421,0.0,0.0,0.0,0.0,0.0,0.0,32.5574269313,32.5625544162,826.024458306,32.6065628005,32.583678307,48.7202379647,48.7202379647,75.8986104353,455.765479563,32.5378140236,32.6156892971,81.3309997732,86.7964282825,0.0,0.0,0.0,0.0,0.0,32.5411249743,32.6156892971,0.0,0.0,54.2469326983,32.4389104934,0.0,239.198401498,65.1023279077,0.0,32.583678307,32.5084389281,0.0,0.0,0.0,65.0009502031,7146.04208009,32.5868906661,65.1148538627,0.0,86.8454987385,0.0,75.8823389077,0.0,0.0,0.0,86.7115136022,0.0,65.1737813322,119.346101163,0.0,43.3589810953,0.0,108.451385442,0.0,0.0,0.0,32.4915897483,0.0,32.5952734259,32.5593381316,86.7543378617,0.0,0.0,32.6033307065,0.0,0.0,81.7417231965,65.099370588,0.0,32.5467135192,32.5411249743,0.0,0.0,0.0,0.0,32.5280164282,65.0470561628,32.6033307065,738.712025405,0.0,0.0,0.0,0.0,0.0,434.139953999,54.2469326983,65.1023279077,1008.05378599,32.5172416989,0.0,119.359079486,0.0,65.0957390831,65.3182689874,0.0,97.7204567089,32.4584578935,0.0,0.0,32.5429364392,0.0,32.5766505888,32.5602098181,32.5766505888,0.0,0.0,43.3949316338,32.5913651367,173.920514109,0.0,32.5274841805,0.0,49.0035109007,0.0,0.0
