Week,NC,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,what to do if you have the flu,influenza b symptoms,sinus infection cure,robitussin cough,strep,fever and cough,signs of flu,flu fever,flu recovery time,flu how long,how to reduce fever,sinus infections,how long flu,upper respiratory,strep throat,generic tamiflu,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,tylenol sinus,flu in children,how long does it take to get over the flu,how to treat flu,contagious flu,flu care,flu or cold,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,type a influenza,flu symptoms,flu incubation,how to get over the flu,cold and flu,acute bronchitis,fever flu,what is flu a,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,how to cure the flu,influenza treatment,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,oscillo,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,treating the flu,type b flu symptoms,flu virus,is tamiflu an antibiotic,rsv baby,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,symptoms of influenza,flu while pregnant,is the flu contagious,type a flu symptoms,flu complications,flu contagious period,incubation period for the flu,flu cough,what is influenza,rsv,tussionex,pneumonia,how long am i contagious with the flu,is rsv contagious,signs of the flu,tamiflu generic,influenza incubation period,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,tamiflu and alcohol,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,when is the flu no longer contagious,rsv symptoms,flu symptoms in toddlers,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,cure flu,how to get rid of flu,normal body,flu medicine,cold symptoms,what is type a flu,rsv infant,stomach flu symptoms,how long does rsv last,how long is rsv contagious,treat the flu,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2011-09-18,0.5209800056,0.000218102508179,0.00167211922937,0.00494365685205,25.4627598713,0.0,0.0,0.0,0.0,25.3174262554,25.6196010021,815.731252739,0.0,25.6196010021,38.1935996755,0.0,50.9497781505,0.0,50.9600874636,50.9497781505,63.4361518914,643.875751751,0.0,0.0,101.544996698,38.3268967542,25.7204961288,25.7204961288,25.6027828807,67.8477104265,0.0,25.5088880595,0.0,25.5887154072,0.0,0.0,0.0,76.7309240205,25.7204961288,0.0,0.0,0.0,25.385935488,0.0,76.8356178471,0.0,237.497728299,0.0,0.0,50.5584801842,25.5409869555,38.1935996755,25.3630436203,0.0,0.0,0.0,51.2082977811,59.3667944213,6107.40908457,0.0,0.0,51.0486025698,25.2716166783,0.0,211.924604753,0.0,59.387205801,25.4627598713,101.702561577,0.0,25.5810056406,0.0,0.0,50.9869868757,25.3174262554,305.395033785,0.0,25.5256031261,33.9264189563,84.9249628996,0.0,25.627334054,0.0,118.830799084,0.0,0.0,0.0,38.2576451143,25.3250773362,38.0597693894,0.0,76.4311664042,67.8784231593,0.0,25.5810056406,0.0,0.0,25.5217832372,0.0,0.0,763.424667074,42.3818330227,0.0,25.5011884253,42.458715734,0.0,0.0,25.4454906891,25.4704363139,0.0,25.4368052956,0.0,0.0,25.7049221075,50.9408726277,143.997635202,38.0809403162,747.307843312,0.0,0.0,0.0,0.0,0.0,0.0,42.4150462951,25.6118726157,526.45259,0.0,25.385935488,50.5584801842,1315.97730591,25.5964298224,331.019135425,195.210555526,84.9659401502,76.2844101644,0.0,0.0,25.4684765616,0.0,25.4934934379,0.0,25.4934934379,25.5118262383,254.24392369,0.0,25.478750228,76.4234147966,25.478750228,25.5011884253,0.0,25.5579041906,0.0,169.642252738,59.3284305155,211.883604743,0.0,0.0,25.4127653102,0.0,0.0,0.0,25.2032123024,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-25,0.8586814146,0.00092936802974,0.00336002287675,0.0063625965113,0.0,0.0,0.0,0.0,0.0,25.743342877,38.6989990562,893.772286651,25.7083936297,25.7941406468,60.0857225375,0.0,77.2792852049,25.881351061,64.5438858262,77.2792852049,77.235274401,651.760123241,0.0,0.0,51.2023150825,128.459700249,25.6919400498,64.2729097019,38.7692379285,60.0468631448,0.0,25.653247369,25.6996925966,0.0,0.0,25.6609765788,25.7637291495,25.8067656151,25.6919400498,0.0,0.0,0.0,51.4927602346,0.0,25.7347338751,0.0,282.981455851,0.0,25.881351061,25.786354906,51.6534981091,60.0857225375,25.7152117346,0.0,0.0,0.0,25.7863666527,25.7708092416,6391.11114558,0.0,25.7414098417,77.0525765366,0.0,25.7083936297,214.313315958,0.0,154.429121543,25.8034186579,102.882063137,25.7093096853,25.7326041369,25.7326041369,0.0,0.0,0.0,205.852687109,0.0,64.3924912703,25.7436224665,94.5300970257,0.0,0.0,0.0,145.906183632,0.0,0.0,0.0,76.989674769,25.7385256165,25.7253508177,0.0,90.2848458939,85.8204439166,51.3528979591,25.6687104476,0.0,0.0,51.378222801,0.0,0.0,797.838833207,59.995206081,0.0,0.0,51.5136445913,25.7637291495,0.0,51.3160926507,25.6860573703,0.0,0.0,0.0,0.0,25.6860573703,0.0,111.387196909,34.3226273835,884.550157006,0.0,0.0,25.6764489795,0.0,25.7801303739,0.0,38.6634428524,0.0,498.097231037,0.0,51.4927602346,25.786354906,1219.06757008,51.3838800996,403.455953584,205.950331995,51.5342313213,111.866645323,25.9283368723,0.0,25.8579219562,0.0,25.6764489795,51.3102392636,0.0,0.0,223.207343459,51.3683843577,25.7463063075,25.7795127778,25.7463063075,0.0,51.3683843577,25.6687104476,0.0,120.104046447,25.7358671866,205.715143097,0.0,0.0,34.3457856387,0.0,0.0,0.0,51.8880734865,0.0,51.6223815439,0.0,0.0,25.7248346308,51.24851266
2011-10-02,0.3506657169,0.000572696685518,0.00300665759897,0.00622807645501,26.1496749409,0.0,26.1780817303,26.1575584727,0.0,26.2287247443,26.2287247443,919.518337299,0.0,26.2754509692,69.9844780796,0.0,131.201029742,26.4262112792,70.0056677776,131.201029742,52.4540329178,584.807508686,0.0,0.0,26.2082900556,61.2165851046,26.5062664481,43.7786802869,26.1994441201,52.443485137,0.0,26.0913471221,0.0,26.2085769227,0.0,0.0,78.3212228259,26.1385855297,26.5062664481,0.0,0.0,26.1812376144,39.3729818576,0.0,26.1322957962,0.0,262.135885249,26.1385855297,0.0,34.9922167386,34.963207178,69.9844780796,52.2647340574,0.0,0.0,0.0,26.2428524556,69.8948631622,6668.88262447,0.0,39.3618583106,43.7364057707,26.2128765722,0.0,288.341877643,0.0,69.9184955899,0.0,78.6020126119,52.7409195572,0.0,0.0,0.0,0.0,26.1701729442,209.711211272,0.0,26.1733398051,26.1228203997,78.7709524113,26.0913471221,43.6967609612,0.0,69.9844780796,0.0,0.0,0.0,52.4441506213,39.3538228177,52.4069005962,0.0,52.4751826505,104.897527655,43.7257784989,52.2017074195,0.0,0.0,52.4462301299,0.0,0.0,1241.13414613,78.6275059645,26.3228596707,0.0,52.6385368513,78.3212228259,26.1385855297,52.438303529,26.1385855297,0.0,0.0,0.0,0.0,0.0,52.3151169455,87.2829957896,26.2455912456,857.539067119,0.0,0.0,26.3943244481,0.0,0.0,0.0,34.9579285306,0.0,376.197179346,0.0,39.3729818576,34.9922167386,1172.14679145,0.0,411.179123211,271.082801174,78.7708185942,43.8501233597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.185203902,26.2420659238,43.7442482762,70.0135355134,43.7442482762,26.1891401914,26.2420659238,26.1070742753,0.0,113.638950862,69.8842645602,131.029707812,0.0,0.0,26.1622689355,26.204959666,0.0,52.3561634605,43.6759802701,26.490216635,26.0442791478,0.0,0.0,26.4022889394,0.0
2011-10-09,0.5839571057,0.000427807486631,0.00313725490196,0.00584670231729,50.777842082,25.388921041,38.1620676173,0.0,25.3101591727,25.4170819936,25.5585439989,1086.55271814,25.4490902063,0.0,67.8280001478,0.0,135.701998031,25.3965844642,50.8659019349,135.701998031,76.2617215885,728.213217135,0.0,0.0,38.0761429001,25.5199708869,25.5353861517,101.880400487,25.4721721244,59.3200626189,0.0,25.5276761921,25.4214229311,50.772881089,0.0,0.0,50.87612468,25.5276761921,25.5353861517,0.0,0.0,0.0,50.8556266205,0.0,25.4492308554,0.0,355.746910494,25.3864405445,0.0,63.6883767777,33.8833148145,67.8280001478,50.7797778259,0.0,0.0,25.5045742227,84.7772729348,67.7488467617,6058.9758953,0.0,25.3506731937,50.7918967928,25.5431007699,25.4490902063,406.640896324,0.0,161.041535516,0.0,84.6801875427,25.5122702318,25.3787917224,25.5353861517,0.0,0.0,25.4275412318,177.90189272,25.4477975005,25.3685607782,50.7270157944,110.344736864,0.0,0.0,0.0,93.2468449952,0.0,25.481514029,0.0,76.0978754867,0.0,25.2949578759,0.0,42.3809941232,76.2949787394,25.4401116662,25.4032843663,0.0,0.0,63.5611770199,0.0,25.3201577881,1101.64937314,76.0866076263,25.4738365617,0.0,50.9179027674,50.87612468,0.0,50.8755302663,38.0891783365,0.0,0.0,0.0,0.0,25.4376328472,0.0,76.1877135519,25.4313591494,805.939470235,0.0,0.0,25.3659584956,0.0,0.0,0.0,50.8341639871,25.4968828553,576.814661087,0.0,50.8556266205,63.6883767777,1220.78277488,0.0,475.003997485,347.61187453,50.9278281209,67.9818239905,0.0,0.0,0.0,0.0,25.3787917224,25.3635078972,0.0,0.0,338.901953165,51.1016401017,42.4091229068,42.4065649063,42.4091229068,25.371147508,51.1016401017,0.0,0.0,186.393941778,25.4415561778,127.017777122,0.0,0.0,25.4684442073,0.0,0.0,25.4584954978,50.8788169652,25.5122702318,25.371147508,0.0,0.0,25.3506731937,33.8654734021
2011-10-16,0.7939619682,0.000502873563218,0.00244252873563,0.00646551724138,25.4667923247,25.4667923247,25.4744699829,25.4744699829,0.0,0.0,0.0,1086.7043004,25.7282353416,51.3167277031,64.0458479316,0.0,85.5007809663,0.0,59.8929813086,85.5007809663,102.555515097,674.159710213,0.0,25.6042811816,63.853309551,51.2814767575,51.5188232681,51.3294768912,34.2696291934,93.9585479121,0.0,25.7024377252,0.0,51.0706412441,0.0,25.7389030633,51.2984789905,25.512927818,51.5188232681,0.0,0.0,25.4975307584,38.5497261442,0.0,25.6098214758,0.0,384.245924347,0.0,0.0,38.5807606782,51.2548630525,64.0458479316,34.1226174894,0.0,0.0,0.0,42.7503959469,136.603532208,6380.9297284,0.0,0.0,59.8259297241,25.6446273714,25.7282353416,298.969222741,0.0,59.8077226609,0.0,110.974736981,42.7194388603,25.7699605633,0.0,0.0,25.7156590208,38.3936661157,213.541039773,25.7389030633,25.6182776485,25.6830519364,76.9709583529,0.0,25.5699880393,0.0,153.874655363,25.4975307584,0.0,25.7544224502,51.1825709955,34.1818367489,89.2224114989,0.0,76.9450977609,102.591677587,25.4744699829,51.4933208362,0.0,0.0,38.2972671893,0.0,0.0,1084.82155867,68.2811133123,64.1554636768,0.0,25.6673786329,51.2984789905,0.0,25.5700369027,0.0,0.0,25.5052269645,0.0,0.0,38.4401566202,25.6087186098,119.425081728,51.5330194962,1068.84728999,0.0,0.0,0.0,0.0,0.0,0.0,51.4203214076,38.4282461953,530.243130364,0.0,38.5497261442,38.5807606782,1188.07005628,0.0,504.584037177,196.5604185,102.926035306,85.6921894455,0.0,0.0,25.5052269645,0.0,0.0,25.6042811816,38.5923953942,0.0,273.264885657,25.6197100946,34.2204690266,63.932662575,34.2204690266,0.0,25.6197100946,0.0,25.6428883607,145.22080832,38.3819703273,179.32014418,0.0,0.0,25.6428883607,0.0,0.0,0.0,34.1922274683,0.0,25.6003205806,0.0,0.0,25.512927818,38.5381077819
2011-10-23,0.7409415379,0.000853545771392,0.0036986983427,0.00825094245679,0.0,0.0,0.0,0.0,0.0,0.0,25.1353992992,829.383136547,41.9058767661,25.1488859327,50.2303452596,0.0,66.9754515301,25.010438722,25.1202499255,66.9754515301,108.767565768,593.152879438,0.0,0.0,24.9503541953,37.671951076,24.9953494679,58.6282713345,62.7019323369,75.4693895171,0.0,25.2885531453,37.5137708004,49.9906989358,0.0,0.0,0.0,25.1868568479,24.9953494679,0.0,0.0,0.0,58.5624862906,0.0,24.9727496944,25.0481987216,401.325509893,25.0028918184,0.0,50.2454855003,0.0,50.2303452596,33.4423961117,0.0,0.0,0.0,33.4776307557,83.6071365509,6498.89040418,0.0,0.0,25.2048414135,25.0925002191,41.9058767661,234.144250494,25.0481987216,66.927478433,0.0,108.641510989,37.7309130021,25.078459306,0.0,0.0,0.0,24.9803786889,200.704803366,0.0,75.1445961647,25.103291631,108.871309294,0.0,24.9577058693,0.0,175.770916196,25.3038332378,0.0,24.98027841,75.7056535255,37.6665200616,37.6532441988,0.0,75.3438884521,83.6701040341,25.0066592147,24.9727496944,0.0,0.0,91.9949730088,0.0,0.0,861.475148741,37.6190554154,25.1972587296,0.0,25.190630914,0.0,50.0057836367,24.9577058693,0.0,0.0,0.0,0.0,0.0,25.1945765521,25.1945765521,50.1143701202,66.9984316121,946.23356669,0.0,0.0,0.0,0.0,0.0,0.0,37.6908946521,24.98027841,477.236672379,0.0,58.5624862906,50.2454855003,1338.94572114,25.1222055412,443.632873654,225.927848853,88.0985746679,50.4040401849,0.0,0.0,25.0633198799,0.0,0.0,0.0,0.0,0.0,251.011530193,0.0,50.0964833652,41.8780096731,50.0964833652,0.0,0.0,0.0,0.0,100.374804297,37.7119424554,183.91128024,0.0,0.0,50.1569186119,0.0,0.0,0.0,37.5025429126,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-30,0.7978127381,0.000889350033351,0.00496553768621,0.00911583784184,24.9670268381,0.0,0.0,0.0,0.0,50.2254934025,37.6884909444,903.39129329,25.0948795733,25.0267281201,75.2374948295,0.0,66.8558992596,25.0494041045,58.4894846949,66.8558992596,133.59838654,709.326755507,24.9739768112,25.1385757567,24.9739768112,25.1764921605,25.1764921605,75.2602872448,37.6809245822,87.796190252,0.0,25.0751810867,24.9855490419,50.352984321,0.0,0.0,25.0741518587,50.0245139184,25.1764921605,0.0,0.0,0.0,83.5131464262,0.0,24.9745538284,0.0,484.039360295,0.0,0.0,50.1431707509,37.5976182386,75.2374948295,50.1046137388,0.0,0.0,0.0,0.0,91.8444312072,7448.79222622,24.9820853585,24.9139612466,24.958945829,25.1688997322,25.0948795733,200.341078589,0.0,100.243482285,0.0,150.195322012,37.6274776748,0.0,0.0,0.0,0.0,33.4179477583,275.611700047,0.0,37.5972555409,41.7490291019,108.693350319,0.0,25.0342822185,0.0,183.860129507,0.0,25.0789403618,0.0,50.0559854195,24.9739768112,91.8196076258,0.0,133.661459227,108.609982128,0.0,37.563666,0.0,0.0,24.9294598402,0.0,24.9971620546,642.970598608,75.0888996653,25.0560456269,0.0,50.2014033562,25.0741518587,0.0,50.2771515133,24.9745538284,0.0,0.0,0.0,0.0,25.0713648073,0.0,125.136423831,50.2824022926,1136.97636466,0.0,0.0,24.9930872968,24.9739768112,0.0,0.0,41.7540585149,74.9462560755,510.131663312,0.0,83.5131464262,50.1431707509,1127.81272455,24.9670268381,451.307081114,217.21482378,37.5254541586,58.641124617,24.9595043835,0.0,0.0,0.0,49.9943241091,24.944473065,25.1916907673,0.0,250.364621671,50.2033342323,24.9896214325,100.919070752,24.9896214325,25.1992969541,50.2033342323,25.0598003795,0.0,83.505584105,75.1265898753,125.19422857,0.0,24.944473065,37.6695165328,0.0,0.0,49.88894613,62.6426882141,0.0,0.0,24.9820853585,0.0,0.0,24.9630204187
2011-11-06,0.910326087,0.000598847219103,0.00464106594805,0.008683284677,0.0,24.9981964731,24.5118879905,25.0057328603,0.0,49.7322934622,24.8026327752,1066.69187205,25.013273793,24.4749056611,24.6690931794,0.0,49.5653327255,25.013273793,75.0851079339,49.5653327255,99.065879641,709.251058365,0.0,0.0,24.9230817,24.9318830132,25.0510467827,90.9690090678,24.548982252,123.801230538,0.0,24.7634883018,37.3677645977,0.0,0.0,48.8613478077,33.0319724521,49.5902670037,25.0510467827,0.0,0.0,0.0,37.3865465268,0.0,25.0057328603,0.0,371.264590603,24.836133277,0.0,36.9850266349,25.0283693113,24.6690931794,24.4012747776,0.0,24.4159654909,0.0,25.0208192753,66.0141436157,6487.15489521,0.0,24.5800817343,25.0586150748,0.0,25.013273793,156.741226823,0.0,115.574356832,0.0,82.4777654264,24.4454000484,25.0510467827,0.0,0.0,0.0,36.9887542081,255.8723408,24.9018264881,25.0208192753,49.5180067354,165.262128332,0.0,0.0,0.0,214.750016196,0.0,0.0,0.0,24.9530733747,74.9268436293,73.0719255502,24.8136706904,82.5773884427,99.0958134178,49.6273413807,24.806192188,0.0,0.0,74.7508633681,0.0,24.5911237523,602.487604611,65.9693315835,0.0,0.0,99.404523768,33.0319724521,0.0,49.0089651726,49.672266554,0.0,0.0,0.0,0.0,24.7785619541,49.6423074065,90.645101687,74.1639586626,1255.9159369,0.0,0.0,24.4675225824,0.0,0.0,0.0,24.6393355062,0.0,611.59719244,0.0,37.3865465268,36.9850266349,1329.56828674,24.7224340975,413.084202586,222.931826873,82.672139776,57.944499975,0.0,0.0,0.0,24.4896851935,0.0,48.8466349658,0.0,0.0,123.794294631,36.9367186547,50.0416385506,74.2381649634,50.0416385506,24.4306739038,36.9367186547,24.806192188,24.9130920199,115.551941113,49.4608439145,239.189084123,0.0,0.0,50.1020935655,0.0,0.0,24.4306739038,99.0158745022,0.0,24.8906671446,0.0,24.4159654909,25.0434830609,24.945568691
2011-11-13,0.8642307003,0.000489681706891,0.00573627142357,0.00972367960825,48.8576077789,24.4288038894,48.8576077789,0.0,0.0,24.6402405902,24.515577569,1055.26598285,49.1821488265,24.3919469132,40.8740048651,0.0,57.2344331616,0.0,32.7184910478,57.2344331616,147.029489263,726.618389684,0.0,0.0,24.5244118621,24.3625413111,36.8104696953,49.1210479069,36.9179079663,110.097548107,0.0,24.5244118621,0.0,24.5614019252,0.0,24.5318009588,24.5391945094,0.0,36.8104696953,0.0,0.0,24.4288038894,40.8517879113,0.0,24.5391945094,24.3332065232,310.183233832,0.0,0.0,49.056671021,48.9572015804,40.8740048651,0.0,0.0,0.0,0.0,36.7201177621,65.308756505,7293.39302674,0.0,0.0,36.6464068923,0.0,49.1821488265,106.158050767,24.3332065232,81.6764712021,24.5391945094,146.896557801,36.8733210884,0.0,48.7104019706,0.0,0.0,0.0,138.82502173,0.0,24.5539949886,32.6641968253,114.429579028,0.0,0.0,0.0,220.715713764,0.0,0.0,24.3552009853,24.5341207356,24.3405335954,57.1435431969,0.0,89.8592029063,97.9999466853,36.7511635162,0.0,0.0,0.0,57.1680394003,0.0,24.3332065232,522.750051412,81.5952983041,24.546592518,24.6030533874,36.8164468053,24.5391945094,0.0,0.0,48.7250826222,24.3625413111,0.0,0.0,24.4288038894,24.573384345,0.0,195.783489642,49.0715958753,1120.00980322,0.0,0.0,0.0,0.0,0.0,0.0,24.556280103,24.5807948952,686.961935555,0.0,40.8517879113,49.056671021,1430.03215069,24.4652980769,228.792562711,179.767585894,24.4970612768,73.7334345628,0.0,0.0,24.568813332,0.0,0.0,36.6684919543,0.0,0.0,122.44295937,24.6327941591,49.0045228919,48.7838938263,49.0045228919,0.0,24.6327941591,0.0,0.0,130.673967982,24.5414982974,155.09399409,0.0,0.0,73.8537443725,0.0,0.0,0.0,24.5186428077,0.0,24.5415784763,0.0,0.0,24.5318009588,48.7544704886
2011-11-20,0.7857796765,0.000694237826044,0.00595060993752,0.00942179906774,26.1316397543,26.4385759912,26.4465466201,0.0,0.0,39.2328165918,26.0922136231,1077.4281958,39.4399157425,26.1604768577,39.4839861735,0.0,70.014314056,26.4545220564,92.0634038754,70.014314056,87.5132610179,742.735000734,0.0,0.0,39.1382867666,52.378908124,26.4944715007,61.3058999654,26.1711852139,69.9641617879,0.0,65.7775510704,26.0686149975,0.0,0.0,0.0,26.5265180341,26.1973567337,26.4944715007,0.0,0.0,0.0,26.4784772529,0.0,79.3396398603,0.0,279.732877266,0.0,0.0,52.531204032,34.9662678036,39.4839861735,26.3987948056,0.0,0.0,0.0,26.4625023043,105.106934582,6707.18451195,0.0,52.3157819919,26.1815561567,0.0,39.4399157425,61.2186630029,0.0,78.7123241663,0.0,113.567933584,39.1855006015,0.0,26.4944715007,0.0,0.0,26.2290151709,201.173931066,26.4465466201,26.32130075,26.2483290846,140.065870103,26.100089329,26.1500121131,0.0,192.560010651,0.0,0.0,26.1736630134,52.3473260269,26.1368783099,132.392386265,0.0,52.5759201096,87.4604993164,26.309397242,26.165774628,0.0,0.0,78.7890969298,0.0,26.4704873684,323.518291779,61.155415333,26.3014703372,0.0,39.3199271049,26.5265180341,0.0,0.0,26.4465466201,0.0,26.4784772529,0.0,0.0,0.0,0.0,122.274010687,34.9848797878,997.963424822,0.0,0.0,26.0843426687,0.0,0.0,0.0,52.6108651901,0.0,498.996797859,26.0607582721,26.4784772529,52.531204032,1163.72105962,26.189454062,332.59164587,192.475313627,61.2978990383,78.9318890695,26.1632665497,0.0,52.3947134675,0.0,0.0,26.4146929054,0.0,0.0,78.6785506453,52.3631123134,26.0922136231,0.0,26.0922136231,0.0,52.3631123134,0.0,26.3133690648,104.933047093,0.0,174.791829973,0.0,52.4105283523,52.5259340815,0.0,0.0,0.0,26.1106887866,0.0,26.2076416206,0.0,0.0,0.0,26.0764764617
2011-11-27,0.7956938919,0.00102130142982,0.0075138605194,0.0111613656259,23.0175489003,0.0,23.0175489003,0.0,0.0,0.0,38.6256557358,996.38470792,0.0,46.0261930206,46.2669384098,0.0,30.8632267718,0.0,92.6316605884,30.8632267718,77.0998888406,762.664224487,0.0,0.0,0.0,23.0014126958,23.4163960264,77.2608574732,46.1071656215,107.932886969,22.9758881783,0.0,23.1905576549,0.0,0.0,23.3881750007,38.5977252406,23.2150682984,23.4163960264,0.0,0.0,23.2045933238,34.5003762927,0.0,23.1835651727,22.9274742056,362.250023667,23.0617499913,0.0,38.5906680179,23.1695886432,46.2669384098,30.8284228697,0.0,0.0,0.0,46.4647100456,92.5501919669,7278.77718313,0.0,23.2060887136,46.262367387,23.0687172873,0.0,46.2483516141,22.9274742056,69.4096630178,0.0,115.56271863,23.0408733317,22.9481980449,23.2376129263,0.0,0.0,0.0,277.616108268,0.0,23.033922842,23.1241660069,185.275113198,0.0,0.0,0.0,246.952514009,0.0,0.0,0.0,38.5023670519,22.9343779919,38.5118586374,0.0,115.688288398,115.674285144,46.0400688701,22.964647886,0.0,0.0,61.7079509728,0.0,0.0,316.129284852,61.6172536739,23.0061627662,23.3249257294,23.43760653,38.5977252406,23.4234619274,23.3811303697,22.9551143192,0.0,45.9102286383,0.0,0.0,34.8262142054,46.4261633157,161.74610351,38.6024251161,1142.30489923,0.0,0.0,22.9758881783,0.0,0.0,22.9923078052,38.5557590671,23.0269765444,609.854445655,0.0,34.5003762927,38.5906680179,1064.52704066,23.1870582507,331.840848686,223.700167179,61.7824117254,34.6221884534,0.0,0.0,34.8529007113,0.0,0.0,0.0,0.0,0.0,100.229360058,34.8739852881,23.1590778569,23.1590778569,23.1590778569,34.8599147791,34.8739852881,23.3952238781,22.9689593821,107.958436652,46.0400688701,177.186950741,0.0,0.0,23.204563735,0.0,0.0,22.9923078052,46.3843319262,0.0,0.0,0.0,0.0,23.3881750007,0.0
2011-12-04,0.7507277463,0.00136729994243,0.00755613126079,0.0124496257916,23.3462028476,0.0,0.0,0.0,0.0,0.0,34.8822121542,1017.44727074,34.8787619403,23.2267479642,23.3557253461,0.0,46.5656714521,23.3557189586,93.1173808884,46.5656714521,69.7923256615,798.349476707,0.0,23.0478968408,0.0,0.0,0.0,70.1027065024,70.2084776023,69.7008559903,0.0,34.8821866991,23.3462028476,0.0,0.0,0.0,23.3300024127,46.7304882164,0.0,0.0,0.0,0.0,38.7883281906,23.3180579376,23.3180579376,0.0,317.684379655,0.0,0.0,46.570343877,58.0607185797,23.3557253461,69.8005036084,0.0,23.2829720845,0.0,23.2302427939,93.3806327482,7636.7307783,0.0,0.0,46.4466540517,23.2233270259,34.8787619403,62.0407555862,0.0,124.060421799,0.0,139.444435612,46.6178167559,23.3018855071,23.1662339734,0.0,0.0,0.0,209.379878351,0.0,0.0,85.2861489761,139.725358499,0.0,23.344086326,0.0,147.469720532,0.0,0.0,0.0,77.4528419873,38.7673854703,46.4362025964,0.0,116.404925013,139.598723752,23.2687951192,23.1928360459,0.0,0.0,34.7981901153,0.0,23.2138198112,403.180531188,46.4675061792,23.2668345361,23.2479916577,46.2207898078,23.3300024127,23.308908378,23.2337989287,0.0,0.0,0.0,0.0,0.0,23.4147617312,23.332121905,209.096718648,62.097121422,1070.95405631,0.0,0.0,23.223242571,0.0,0.0,23.3229668269,23.3275519536,23.3300024127,667.512151799,0.0,38.7883281906,46.570343877,1341.90341312,23.2277808375,294.832093002,124.104855142,34.8646427982,62.2425518053,0.0,0.0,0.0,0.0,46.6501756026,0.0,23.3511346613,0.0,77.460222165,23.3018855071,46.2765614999,31.0437908946,46.2765614999,23.1522489242,23.3018855071,46.5616845262,23.3391602525,85.2744326616,23.3159354833,193.672897544,0.0,0.0,58.3540860076,0.0,0.0,23.0964771713,46.4747673704,0.0,34.8226414304,0.0,23.2829720845,23.1592393376,0.0
2011-12-11,0.8833076145,0.00156862745098,0.00770053475936,0.012192513369,34.7293193063,0.0,0.0,0.0,0.0,23.0921325237,30.8708165687,1041.7830438,46.2309177916,57.7233590471,61.6764668925,0.0,57.7407739111,0.0,23.1379960267,57.7407739111,92.4332671825,731.258355942,0.0,0.0,34.6527029244,46.4745004393,23.1526877551,84.9567720042,46.4154411446,38.5175441882,23.0597422127,23.2442662976,23.0677516767,23.0340633754,0.0,23.2723730283,34.5964093499,34.7502742558,23.1526877551,0.0,23.0967126865,0.0,57.9019850681,0.0,0.0,0.0,377.410295823,23.0945336162,0.0,69.3929404531,23.0468937067,61.6764668925,23.1673216905,0.0,0.0,0.0,0.0,46.2038977845,7612.05141032,0.0,23.0088110951,34.6699161066,23.1283871603,46.2309177916,77.0072854719,0.0,107.866305569,23.0938112063,123.176267723,23.1621872278,23.2512866136,23.2512866136,0.0,23.0389176412,38.5176702025,223.479851947,23.2092282115,0.0,80.9229659688,146.551547168,0.0,23.0527965072,0.0,138.744106094,0.0,0.0,0.0,38.4758027161,46.2588603227,46.2318920445,0.0,115.650390405,131.027560949,0.0,23.1533864595,0.0,0.0,38.5618172704,0.0,23.031984473,223.458383204,46.189959218,0.0,0.0,23.1497088191,34.5964093499,46.1890672323,23.1882560174,0.0,0.0,0.0,0.0,0.0,34.7362260664,23.1447279414,230.831555817,57.8751661675,1172.32902009,0.0,0.0,34.5929284807,0.0,0.0,0.0,46.4184564231,23.2162273757,640.151858783,0.0,57.9019850681,69.3929404531,1210.27870868,46.0820152425,292.961127157,177.289444503,46.2945916964,54.0881355503,23.0875669393,0.0,61.6833806825,0.0,23.2302383759,0.0,0.0,0.0,53.9602887003,0.0,34.6591408646,46.288000414,34.6591408646,23.1084795906,0.0,0.0,23.0875669393,138.674276004,46.203869775,254.069113989,0.0,23.0967126865,23.1831738064,0.0,23.1294301614,23.0201874337,69.284098209,23.1288196942,23.0201874337,0.0,0.0,34.7256070573,23.0479560554
