Week,SC,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,contagious flu,flu care,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,flu children,treatment for flu,cough and fever,flu shots,high fever,symptoms of rsv,flu cold,flu remedies,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,flu contagious period,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,rsv infant,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2009-12-13,0.871496924,0.00376695128076,0.00828729281768,0.0144399799096,198.416439451,0.0,0.0,923.12087955,0.0,0.0,0.0,0.0,196.769299908,395.89264197,0.0,0.0,398.102024352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.650621198,196.888121949,1122.17984376,0.0,0.0,198.416439451,0.0,0.0,0.0,0.0,198.085720058,8200.84192338,0.0,0.0,0.0,0.0,298.621614114,397.690369394,0.0,296.802305227,0.0,0.0,0.0,295.996927443,198.956429761,198.596110239,198.596110239,395.478616411,0.0,197.890887835,0.0,196.888121949,0.0,0.0,0.0,397.0917987,298.531395807,0.0,0.0,198.845184697,0.0,396.593678855,0.0,0.0,0.0,0.0,0.0,0.0,396.132416806,0.0,1056.40450145,0.0,0.0,197.998469221,527.666648855,196.650621198,0.0,1519.84915976,0.0,395.614803037,397.530952514,198.058071409,196.354549802,0.0,0.0,0.0,0.0,395.793197143,196.888121949,197.321353921,198.605684324,0.0,196.888121949,0.0,0.0,396.289909758,0.0,198.990549403,397.432143292,0.0,0.0,0.0,0.0,197.443979615
2009-12-20,1.405936175,0.00482106434267,0.00945670313369,0.0181717040608,0.0,0.0,0.0,995.748446176,274.247699492,273.254604742,406.905470392,406.905470392,0.0,905.691464693,0.0,268.885742452,268.885742452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.994104322,274.082390451,0.0,0.0,273.254604742,0.0,0.0,0.0,549.489650462,6714.59163495,0.0,274.247699492,0.0,0.0,407.243343871,272.76032448,0.0,536.635576516,268.317788258,0.0,0.0,0.0,274.827854794,0.0,0.0,269.048456971,0.0,272.842580308,0.0,0.0,0.0,0.0,0.0,0.0,273.585121349,0.0,0.0,272.76032448,0.0,270.759578493,274.330428813,0.0,0.0,0.0,0.0,0.0,270.602120516,268.723224626,1086.45908569,0.0,0.0,0.0,405.393431852,0.0,0.0,1088.04626584,0.0,271.478552269,453.448492686,0.0,0.0,0.0,0.0,0.0,268.39877763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.172100332,270.438688387,0.0,273.254604742,268.560903137,0.0,269.292898331,0.0,0.0,0.0
2009-12-27,0.700741962,0.00235072872591,0.00908948440683,0.0161416705845,0.0,0.0,0.0,1250.25547524,249.738411523,0.0,0.0,0.0,374.727758822,834.047728468,0.0,250.704360888,251.55839436,0.0,375.665601536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.785845865,0.0,251.178626253,250.183479564,0.0,0.0,250.477547533,0.0,375.09927146,8106.77492115,0.0,0.0,0.0,0.0,249.43706804,250.724415355,0.0,374.538620112,0.0,0.0,249.881460642,249.738411523,0.0,0.0,249.813861194,251.710623343,0.0,503.573613892,0.0,0.0,250.780056649,0.0,0.0,249.928302767,250.040483989,251.083297346,0.0,249.286668843,0.0,752.173246066,0.0,0.0,0.0,0.0,0.0,0.0,625.822948334,502.812698791,1418.21078451,250.342959765,0.0,250.347159238,417.668401546,0.0,251.178626253,1921.71051492,0.0,625.597956033,625.480092639,0.0,375.977228613,249.724458094,0.0,0.0,249.361845764,249.211537237,0.0,250.497925369,500.653132984,250.326566492,0.0,249.889356468,250.497925369,499.819085707,0.0,0.0,250.041864302,0.0,0.0,0.0,250.477547533,0.0
2010-01-03,0.769378727,0.00144560896278,0.00566196843754,0.0119262739429,0.0,0.0,0.0,694.775283032,0.0,0.0,0.0,0.0,284.714151953,632.118994307,0.0,0.0,0.0,190.150765423,380.072018758,0.0,0.0,0.0,0.0,0.0,190.047521616,0.0,695.650840527,0.0,189.944801087,0.0,0.0,0.0,190.403466469,0.0,0.0,10198.6776165,0.0,0.0,0.0,0.0,253.156833326,190.173857224,0.0,190.6688874,0.0,0.0,0.0,0.0,189.865573723,0.0,190.576037586,189.758384319,0.0,190.190953734,0.0,0.0,0.0,0.0,0.0,189.265017067,190.564657753,190.748921805,0.0,0.0,0.0,252.603781799,189.978683283,0.0,0.0,0.0,0.0,0.0,442.190265712,0.0,1327.73186181,0.0,0.0,0.0,885.73999199,190.047521616,189.944801087,1582.70327587,0.0,189.219135887,189.590136924,0.0,190.460955438,0.0,0.0,0.0,0.0,252.756021763,190.150765423,0.0,0.0,0.0,190.150765423,381.267261656,188.61197918,188.61197918,0.0,189.238786362,0.0,0.0,0.0,0.0,190.403466469,0.0
2010-01-10,0.86993725,0.00270237071613,0.00638742169267,0.0121606682226,0.0,0.0,0.0,792.399610917,0.0,365.043895119,185.126740415,185.126740415,184.735233713,368.485854498,184.067917998,0.0,0.0,0.0,182.48056679,0.0,180.68755615,0.0,0.0,0.0,184.178802286,182.453051633,368.374546579,0.0,181.1246594,0.0,365.043895119,0.0,184.123343448,0.0,552.08845697,8923.93025403,0.0,184.400972132,0.0,184.512258174,273.555684477,183.974004955,0.0,0.0,0.0,0.0,0.0,276.350615813,0.0,184.567951581,184.363073848,274.243826209,0.0,369.099145115,180.306817771,0.0,182.580267465,0.0,0.0,0.0,305.470015517,0.0,0.0,367.948009911,184.196128716,365.624965881,180.68755615,0.0,0.0,180.68755615,0.0,0.0,487.997281063,184.791061828,1098.43877362,0.0,0.0,0.0,609.360309989,184.178802286,181.1246594,1344.21561894,0.0,366.011380567,276.433853597,0.0,183.024014663,0.0,0.0,0.0,0.0,184.02084733,0.0,182.123267401,0.0,0.0,0.0,184.567951581,0.0,456.217851312,0.0,0.0,0.0,0.0,0.0,0.0,184.123343448,0.0
2010-01-17,1.038328419,0.00198683720353,0.0060846889358,0.0127902644977,0.0,0.0,0.0,1103.30737159,0.0,184.198355981,184.571965955,184.571965955,0.0,797.027363935,183.692838987,0.0,0.0,0.0,276.311297324,0.0,0.0,0.0,0.0,0.0,183.626868539,0.0,429.344735403,183.305067613,185.322914154,0.0,184.198355981,0.0,0.0,0.0,276.61080116,6084.24747611,0.0,0.0,0.0,0.0,368.255994657,183.249805308,0.0,276.973299322,0.0,183.084218134,0.0,184.110848524,184.198590858,184.032338174,183.637342661,461.530355968,0.0,184.516102769,0.0,182.973992838,182.973992838,184.541667302,183.903832142,183.438224513,551.545117808,0.0,0.0,0.0,0.0,183.748983207,0.0,0.0,0.0,0.0,0.0,0.0,735.791565825,185.043139224,797.324245827,0.0,0.0,183.461090445,923.61609891,183.626868539,185.322914154,1350.77391372,184.26424447,276.144861449,367.069770395,183.305067613,369.083334603,0.0,0.0,0.0,0.0,276.416146875,0.0,184.708522335,183.571575896,183.792946503,0.0,183.692838987,0.0,367.052901091,183.803932327,184.181632493,182.918929945,184.875679369,0.0,0.0,0.0,0.0
2010-01-24,0.694269124,0.00196584346971,0.00638899127657,0.0126551173363,0.0,0.0,0.0,922.388551817,0.0,0.0,0.0,0.0,172.9347579,634.912023274,0.0,0.0,173.644670584,171.855754661,172.322895039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.48024386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.902928084,6710.95797272,0.0,172.063059552,172.063059552,0.0,347.07981517,0.0,0.0,0.0,0.0,0.0,171.959344628,288.588762642,173.854576502,0.0,0.0,346.429337031,173.657328721,172.687985918,0.0,0.0,173.605053787,173.226375683,346.661520726,0.0,172.063059552,0.0,0.0,171.855754661,0.0,260.05809821,0.0,0.0,0.0,0.0,0.0,0.0,521.897206679,0.0,1154.80728847,0.0,0.0,348.551828927,577.301881771,0.0,0.0,2254.02588899,0.0,172.642696013,348.129981025,173.122116655,0.0,172.16689966,0.0,0.0,0.0,345.607564046,0.0,171.804006466,0.0,0.0,0.0,173.362157238,0.0,288.67598621,0.0,172.374956337,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-31,1.229561805,0.00128205128205,0.00833333333333,0.0153846153846,0.0,0.0,0.0,1054.54372748,0.0,335.780589992,166.480572487,166.480572487,0.0,722.811839364,167.99176994,166.575592502,166.63132459,0.0,0.0,0.0,165.923338675,0.0,0.0,0.0,166.480572487,0.0,611.782764757,0.0,166.93364934,0.0,335.780589992,0.0,0.0,0.0,250.888106174,6236.77573951,0.0,0.0,0.0,166.179885119,0.0,167.586604381,0.0,498.671229091,0.0,0.0,0.0,333.322342078,0.0,0.0,249.177732706,167.485618178,0.0,333.36327196,0.0,0.0,166.68163598,0.0,0.0,167.334366867,249.653847924,0.0,166.780233997,0.0,0.0,0.0,166.424617644,165.923338675,0.0,165.923338675,0.0,0.0,388.920845282,166.68163598,1612.57126151,0.0,166.63132459,0.0,500.72203075,166.480572487,166.93364934,1280.52713386,0.0,333.188328962,167.284514263,248.952255305,0.0,0.0,0.0,0.0,0.0,497.620130445,166.073405005,0.0,0.0,166.380222533,166.073405005,332.547832419,0.0,332.705099429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.179885119
2010-02-07,1.005484461,0.000724375226367,0.00772666908125,0.0136424000966,0.0,0.0,0.0,975.130192481,171.760691211,174.742602471,0.0,0.0,430.936624382,746.441418966,0.0,0.0,173.318697387,170.932284013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.279550904,0.0,173.083453732,0.0,174.742602471,0.0,0.0,0.0,172.738623484,7366.68689045,0.0,170.72609308,174.584416651,0.0,0.0,174.426516968,0.0,171.630489875,171.86434884,0.0,0.0,229.587966395,174.373947192,0.0,170.366453401,0.0,0.0,172.585466676,0.0,0.0,170.932284013,0.0,0.0,170.417737704,171.760691211,0.0,0.0,0.0,0.0,340.630399911,170.777594164,0.0,0.0,0.0,0.0,0.0,459.453339313,287.508981189,919.286900987,0.0,0.0,174.584416651,459.766746077,0.0,173.083453732,1149.58554365,0.0,697.075610582,174.373947192,0.0,173.266003556,174.216427818,0.0,0.0,0.0,172.203726602,0.0,171.061311179,0.0,0.0,0.0,170.829126328,174.689842024,432.133248111,0.0,0.0,170.777594164,0.0,0.0,0.0,0.0,0.0
2010-02-14,1.332760103,0.00102226260791,0.00658791458428,0.0137437528396,0.0,0.0,0.0,764.815893048,0.0,0.0,354.495176513,354.495176513,354.153134132,471.004932664,0.0,0.0,177.033843803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.933480069,0.0,264.8961966,0.0,0.0,176.882326036,0.0,0.0,0.0,0.0,0.0,7437.32980659,0.0,0.0,0.0,0.0,0.0,0.0,176.957496744,176.252007794,0.0,0.0,0.0,264.949715382,177.344135164,0.0,176.596973595,353.854329553,0.0,294.982807403,0.0,0.0,353.534774169,176.41170457,176.809805139,176.198839768,295.000663914,0.0,0.0,175.933480069,0.0,0.0,176.615791122,0.0,0.0,0.0,0.0,0.0,530.07685314,177.18349736,1472.99185502,0.0,0.0,0.0,412.841968023,175.933480069,0.0,1769.2574058,0.0,352.592569667,265.730611926,0.0,176.751245932,0.0,0.0,0.0,0.0,175.880504014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.024113635,0.0,177.354654151,176.41170457,0.0,0.0,0.0,0.0,176.735345555
2010-02-21,1.556835146,0.00221858944418,0.00700607192901,0.0130780009341,173.028880818,0.0,0.0,1367.35948213,172.402720815,0.0,172.402720815,172.402720815,169.02197518,1254.55735226,0.0,172.350878874,0.0,171.469741033,258.292051506,0.0,0.0,0.0,0.0,169.378669129,0.0,0.0,285.284452796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5660.07223,0.0,171.676580286,0.0,0.0,0.0,172.091337213,0.0,171.060231069,0.0,0.0,172.091337213,343.146196641,172.767428898,0.0,172.03954927,688.991879247,0.0,171.436410126,0.0,0.0,171.624823705,0.0,171.728368093,169.123734347,228.506966651,172.246912003,0.0,170.671884822,0.0,340.860251443,171.987776504,0.0,0.0,0.0,0.0,0.0,399.409654884,170.649077363,1255.62506145,172.7152333,0.0,171.314938377,425.646709843,0.0,0.0,1542.20236967,0.0,285.216086538,258.70881452,171.366508196,172.143156345,0.0,0.0,0.0,0.0,172.454727669,0.0,0.0,0.0,171.624823705,0.0,170.803371004,169.634373641,255.896235534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-28,2.163880628,0.00136358001735,0.00619809098798,0.0137597619933,0.0,0.0,0.0,1167.32861293,0.0,0.0,176.962343609,176.962343609,174.784402324,992.393759973,0.0,0.0,354.245174408,0.0,177.069140436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.596837452,176.855675529,0.0,0.0,0.0,0.0,0.0,0.0,233.690893189,7140.39261019,0.0,0.0,0.0,0.0,177.015725914,174.362981222,0.0,233.553057515,0.0,177.015725914,0.0,523.088943665,0.0,0.0,174.626130907,0.0,0.0,175.497841362,0.0,0.0,0.0,174.731613317,0.0,176.642724686,409.753706183,0.0,0.0,0.0,0.0,0.0,175.892145964,0.0,0.0,0.0,0.0,0.0,698.438159464,263.333968194,1460.72748522,0.0,0.0,174.100623441,642.776881285,0.0,0.0,1988.49175284,0.0,466.643253503,175.830387915,0.0,176.695914305,173.978611086,0.0,0.0,0.0,177.015725914,0.0,173.978611086,176.855675529,174.031014282,0.0,0.0,174.451379051,703.611130461,0.0,0.0,351.731128263,0.0,0.0,0.0,0.0,262.937324721
