Week,MD,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how to reduce fever,how long flu,upper respiratory,strep throat,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,contagious flu,flu care,flu or cold,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,cough and fever,flu shots,high fever,flu cold,flu remedies,dangerous fever,do i have the flu,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,incubation period for flu,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,chest cold,rsv infection,flu like symptoms,flu contagious,is the flu contagious,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv
2011-04-03,1.5728813559,0.00318181818182,0.00515151515152,0.0122727272727,0.0,0.0,43.4444528168,43.3134776802,43.0992829241,1181.93377675,0.0,64.9422892382,43.2324376521,43.1382515343,43.2324376521,86.6132574056,922.671815442,43.2329057267,86.1207693086,0.0,72.006258459,43.2276496112,86.3260331896,0.0,0.0,43.2982912466,0.0,0.0,0.0,0.0,64.7099613462,43.1547033045,273.480340782,0.0,43.1937691192,0.0,64.9422892382,0.0,43.2873773622,0.0,0.0,129.459034041,6919.29426617,0.0,43.2052742268,0.0,71.9715675865,107.674710515,43.2590362228,0.0,0.0,0.0,158.497633361,0.0,0.0,86.475466623,150.730948606,43.177290676,0.0,86.6966257153,0.0,0.0,72.2372380116,86.172618056,0.0,0.0,172.929703404,86.3025134706,86.523122232,108.119767916,43.2873773622,43.3386117062,43.2209185242,43.0344914585,86.4299778794,43.2982912466,0.0,273.862832518,43.3396094918,907.643161062,0.0,43.1157080907,86.4397046263,0.0,532.90132294,64.7099613462,43.1937691192,1252.95856297,43.2352709796,143.995379162,100.767112418,72.0497771698,86.4485921352,0.0,0.0,0.0,0.0,0.0,65.0313081514,43.1807393246,43.3040431805,129.654485451,0.0,43.1807393246,115.443281861,0.0,108.185057895,64.8900546284,43.2425131695,0.0,0.0,0.0,43.2873773622,43.086309028
2011-04-10,1.9407894737,0.001643017177,0.00373412994772,0.00866318147872,0.0,0.0,0.0,0.0,43.3704191497,1192.41070911,0.0,0.0,0.0,0.0,0.0,0.0,785.231767462,43.7314100563,0.0,0.0,43.4489176459,43.6407013988,87.3309798651,0.0,43.6128967499,43.3965537801,43.6023487112,0.0,0.0,43.4227199264,101.654916136,43.514550452,174.503397312,43.7328043393,43.5997682439,43.6689164069,0.0,0.0,0.0,0.0,0.0,0.0,6338.46467169,0.0,43.5892154736,43.5408591282,116.108993664,58.0086098308,0.0,43.4489176459,43.5105818919,0.0,203.187778876,0.0,0.0,43.7710577535,130.629284213,0.0,0.0,58.2894655952,0.0,0.0,43.6774767812,43.4795664184,43.6128967499,101.716315198,247.004524043,43.4227199264,86.8978352917,43.6931613808,0.0,58.2542317342,87.1343992716,0.0,0.0,43.3965537801,43.4358148359,276.250706897,43.4358148359,828.224585848,43.4227199264,0.0,43.5014080326,0.0,522.7737081,101.654916136,43.5997682439,1220.08719626,43.6681337877,145.153006765,65.4442994986,65.361712803,152.753490903,0.0,43.5277008147,43.8107774066,0.0,0.0,87.1521802905,0.0,58.1661997882,0.0,0.0,0.0,101.883215425,43.5277008147,130.838897132,43.6654899326,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-17,1.9560637978,0.0003343922421,0.0013375689684,0.0050158836315,0.0,0.0,0.0,0.0,46.2284785956,979.180113873,46.3821079806,61.2580602085,46.1737853453,0.0,46.1737853453,91.671328287,673.262398841,0.0,45.1915871164,45.2460676313,46.1668325128,90.710847372,68.4222319518,0.0,0.0,46.1613324206,0.0,45.2460676313,0.0,0.0,76.4202337645,0.0,153.020817819,0.0,45.637741587,46.1195196195,61.2580602085,0.0,0.0,45.2051949415,0.0,138.611893945,6349.31817523,0.0,45.8216952536,0.0,46.1390337106,45.1643960291,0.0,45.9806890366,46.1459991311,0.0,305.552738235,0.0,45.8561199926,46.1613324206,68.6289724621,0.0,0.0,92.0124626262,0.0,0.0,45.720418896,46.2145627381,0.0,0.0,137.326330711,46.0638869058,46.31215005,45.7662715827,45.1643960291,68.7460919064,92.0999993848,0.0,0.0,46.1613324206,0.0,198.858500252,45.7731349654,489.446122691,0.0,0.0,0.0,0.0,458.49959601,76.4202337645,45.637741587,1268.78739509,46.3680994913,198.577087543,69.2363430741,69.2433547308,91.9890689429,45.355423686,0.0,0.0,46.1055988469,0.0,0.0,0.0,46.0916864755,45.8353632895,45.3417252795,0.0,168.501520735,0.0,122.460733461,46.31215005,46.2714401775,0.0,0.0,0.0,0.0,0.0
2011-04-24,1.0519896326,0.000629425649095,0.00236034618411,0.00629425649095,0.0,0.0,44.0428955841,44.0652834776,44.3771580421,958.879170016,0.0,44.3207222089,44.2024712928,0.0,44.2024712928,133.103122842,722.850325396,0.0,0.0,0.0,0.0,44.4977481455,73.5858679029,0.0,44.149151062,0.0,0.0,0.0,0.0,0.0,44.0652834776,0.0,88.5614395003,0.0,0.0,0.0,44.3207222089,0.0,0.0,0.0,44.4843168904,44.0918688674,6431.58957994,0.0,0.0,0.0,103.072468037,44.0387301281,0.0,0.0,0.0,44.3637994756,279.948872134,0.0,0.0,44.3697385233,132.609029543,44.1891291644,0.0,73.9242223637,0.0,0.0,66.6185719667,44.109245231,44.012208761,44.149151062,132.723508398,44.1891291644,0.0,66.2173458465,0.0,44.1624690563,89.1570126182,0.0,88.2369727107,0.0,0.0,147.593968499,44.1138373945,663.511515329,0.0,0.0,0.0,0.0,221.072925129,44.0652834776,0.0,1105.3668836,0.0,162.019412262,66.3242136826,66.5244273616,118.040643248,0.0,44.1891291644,0.0,0.0,0.0,66.5313871831,0.0,44.3207383755,66.5043960485,44.2158214804,0.0,88.6339414953,0.0,103.263586967,44.4574786901,0.0,0.0,43.9989600528,0.0,0.0,0.0
2011-05-01,1.1326419214,0.000754489210804,0.00256526331673,0.00784668779236,0.0,0.0,0.0,0.0,43.5753452051,958.382794512,0.0,43.5621844243,43.5422173465,0.0,43.5422173465,108.775558447,813.294618358,43.6460350086,43.6144479365,0.0,72.5500062734,43.5753452051,86.8540132959,0.0,0.0,0.0,0.0,0.0,0.0,43.4964995865,72.5193736263,43.6592211219,174.084637169,0.0,0.0,43.5816577608,43.5621844243,0.0,0.0,0.0,0.0,58.0645322734,6142.56145957,0.0,43.5779409383,0.0,116.037184889,57.9552503017,43.6065244157,43.5933701097,0.0,0.0,333.850059636,0.0,43.6211696898,43.6211696898,116.159960628,0.0,0.0,43.5816577608,0.0,0.0,72.6860431301,0.0,0.0,58.0820717958,58.0557559553,0.0,43.5933701097,43.5227497372,0.0,43.7004088718,87.0319267432,43.4491948026,174.006046856,0.0,0.0,217.725303093,0.0,681.904685998,0.0,0.0,43.5974866654,43.4491948026,391.787449752,72.5193736263,0.0,1175.29455136,0.0,87.0400106249,57.9989183028,87.140632571,87.2241113952,0.0,87.3448304101,0.0,0.0,0.0,0.0,43.5802237375,87.1581537104,72.6113271501,43.4491948026,43.5802237375,87.1845809273,0.0,275.973131356,43.5227497372,72.6683708773,0.0,0.0,0.0,0.0,0.0
2011-05-08,1.0145131746,0.000619003404519,0.00247601361807,0.00959455277004,0.0,0.0,0.0,0.0,44.2153457866,870.336397564,44.2019917106,44.2192469627,44.260565063,0.0,44.260565063,118.108013638,781.994930404,0.0,44.2528266465,44.1087385635,44.2405195336,44.24470959,88.2520590159,0.0,0.0,0.0,44.2498825663,44.1087385635,0.0,0.0,88.4410205059,0.0,132.541716005,44.2554564722,88.7995145021,44.2498825663,44.2192469627,0.0,0.0,0.0,44.0688932712,44.3997572511,6800.45983512,0.0,44.0821670342,0.0,177.43835437,58.8804972442,0.0,0.0,0.0,44.1979245834,162.151533782,44.3090507277,44.4668669204,66.5707594973,117.805987584,0.0,0.0,110.614964364,0.0,0.0,66.6110606454,0.0,88.8263259498,58.9781921804,88.4650135192,44.1753077433,0.0,88.3239556751,0.0,88.2973119479,88.6027362043,0.0,0.0,0.0,0.0,88.5162055078,44.2098374237,619.358222994,0.0,0.0,44.1886456986,44.148655974,265.426630832,88.4410205059,88.7995145021,1267.5528808,0.0,309.443745539,73.6904851019,88.6012397459,44.2981053356,0.0,0.0,0.0,0.0,0.0,66.5908877261,0.0,44.1858910611,66.2821693636,0.0,0.0,118.134641858,0.0,162.306869262,44.1619778376,44.2806146747,0.0,0.0,0.0,0.0,44.1965051446
2011-05-15,0.8502086876,0.000428326670474,0.00214163335237,0.00699600228441,0.0,0.0,0.0,43.4767893269,43.4446008776,1130.60896358,43.4743232737,65.3314248523,43.516099263,0.0,43.516099263,86.745213256,782.803462755,43.5477000687,0.0,0.0,0.0,43.4597704475,152.00722198,0.0,43.3695974122,43.5198723145,0.0,0.0,0.0,0.0,0.0,43.6212741253,145.047930915,43.4898847454,0.0,43.6004451795,65.3314248523,0.0,0.0,0.0,0.0,43.4480944211,6145.73864378,0.0,0.0,0.0,86.8799253591,43.3957315474,43.4951696598,0.0,0.0,0.0,173.664220752,43.6740524364,0.0,87.0537521945,72.3690262877,0.0,0.0,101.847732367,0.0,0.0,58.0893545078,0.0,43.425036494,65.1718281466,86.9104701846,0.0,0.0,0.0,43.2842051359,43.5047266783,43.3494118324,0.0,43.4743232737,43.5198723145,0.0,130.326987037,65.1849240623,811.139394949,0.0,0.0,0.0,43.401718815,448.964177781,0.0,0.0,1173.05580747,43.4756338073,188.197379018,130.126648663,43.5949327762,58.0235858458,0.0,43.6344567406,0.0,0.0,0.0,43.600365468,0.0,43.401718815,43.4612048901,43.4114303532,0.0,108.926328082,0.0,159.462716417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-22,1.2497971109,0.000299940011998,0.00284943011398,0.00719856028794,0.0,0.0,0.0,0.0,45.3312074457,1077.72449357,0.0,45.5839225687,0.0,0.0,0.0,91.0853966127,668.238020544,45.5835915889,0.0,0.0,136.462357947,90.9087801492,45.303924143,0.0,0.0,45.7555766675,45.5763592837,0.0,45.3858727546,0.0,0.0,0.0,159.158681238,0.0,45.6451226502,0.0,45.5839225687,0.0,0.0,0.0,0.0,91.0846789397,6604.38639194,0.0,0.0,45.5093530614,90.9387982729,45.5078027866,0.0,0.0,0.0,45.5084638968,242.692964984,0.0,45.5093530614,45.5670537791,60.6916232922,45.41325488,0.0,68.5111301927,45.6589002302,0.0,182.55484322,68.1823667687,0.0,45.6074657863,151.762726722,45.6589002302,45.5560818777,45.5196916767,0.0,45.4681183712,91.0297590247,0.0,45.5335073355,45.7555766675,0.0,114.008602158,45.6038397536,667.646963329,45.3858727546,0.0,0.0,68.3870823726,485.280490307,0.0,45.6451226502,1091.90492088,0.0,166.651404956,90.9960502261,45.6726861301,91.2367425764,0.0,0.0,0.0,0.0,0.0,68.4354893932,45.3995596885,45.5560818777,45.5609040223,0.0,45.3995596885,75.9777449554,45.5148795124,167.058224311,45.6451226502,91.2498370157,0.0,45.6726861301,0.0,0.0,0.0
2011-05-29,0.8893709328,0.000864603147155,0.00259380944147,0.00812726958326,47.6192145175,0.0,0.0,0.0,47.51850923,903.100791368,0.0,0.0,0.0,0.0,0.0,95.077015325,839.365093563,47.4870870942,0.0,0.0,47.3869184564,47.51850923,47.5120426424,47.5120426424,0.0,0.0,0.0,0.0,0.0,0.0,47.4012023812,0.0,166.10610344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6556.39159454,0.0,47.3940754862,47.475480094,94.9094652201,94.8371935337,0.0,0.0,0.0,47.51850923,189.714327133,0.0,0.0,0.0,79.009859,0.0,47.5836400544,95.1232328705,0.0,0.0,47.5274240522,0.0,0.0,94.8650576305,79.161967736,0.0,47.4413756079,47.4611543607,0.0,47.6417156815,0.0,0.0,47.5263448828,0.0,0.0,126.695860627,0.0,490.552883474,0.0,0.0,0.0,47.4691875227,300.80542858,47.4012023812,0.0,712.161845341,0.0,221.395487771,47.3797958508,47.6698423009,95.2743818718,0.0,0.0,0.0,0.0,47.4977490074,47.6344450062,0.0,47.44410587,47.44410587,47.5041575208,0.0,63.438725172,0.0,94.8453125796,47.5437716706,47.4182289874,0.0,0.0,0.0,0.0,47.4468372704
2011-06-05,1.4158576052,0.000471401634192,0.00377121307354,0.0100565681961,0.0,0.0,0.0,0.0,65.2392363133,1189.891802,0.0,130.490043653,43.6591366467,43.4956420193,43.6591366467,87.3709858036,739.882003045,43.5087787278,0.0,0.0,43.4146369274,43.5278309725,130.26742876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9649233248,0.0,173.978395623,0.0,43.4408455823,0.0,130.490043653,0.0,0.0,0.0,0.0,43.5496846382,6238.65049122,0.0,0.0,0.0,130.354598069,43.4268053025,43.5299868166,0.0,43.3125575369,0.0,144.831850258,0.0,43.7383009924,43.4825132411,130.727948285,0.0,0.0,65.4613052643,0.0,0.0,87.3233848463,0.0,43.4539617797,65.2917494315,87.0337072396,0.0,43.6723107977,86.9387847724,0.0,43.4670858998,43.4039067092,0.0,0.0,0.0,0.0,87.0111332584,0.0,522.004200074,0.0,0.0,43.4956420193,0.0,391.488029161,57.9649233248,43.4408455823,869.600893269,43.4670858998,144.823186157,130.541194615,72.5469656032,58.0788752858,43.4973217877,0.0,43.7779909207,0.0,0.0,0.0,43.4015444554,43.4933579372,0.0,0.0,43.4015444554,65.3559706364,0.0,101.584135901,43.6328121748,86.9604358999,43.6088971276,43.4539617797,0.0,0.0,0.0
2011-06-12,1.7847581653,0.0,0.0034379671151,0.0067264573991,0.0,0.0,0.0,0.0,0.0,950.849540984,0.0,44.1038625293,43.9975241024,0.0,43.9975241024,43.9034284435,716.920822435,65.7482136089,0.0,0.0,0.0,43.6471999099,43.7798965255,0.0,0.0,43.9458557342,0.0,0.0,0.0,0.0,73.0602649386,0.0,73.0384023921,0.0,0.0,0.0,44.1038625293,0.0,0.0,0.0,0.0,43.7572758656,6012.40591822,0.0,43.7440880092,0.0,102.270340478,0.0,0.0,43.643633896,0.0,131.833640854,233.786513016,0.0,0.0,87.6297774454,73.1001857948,43.8148887227,0.0,87.9216465225,0.0,0.0,65.7615372114,0.0,44.077229762,109.708563927,44.0107883545,0.0,0.0,87.9420391397,0.0,43.9386850192,43.9458557342,0.0,43.8678532301,43.9458557342,0.0,109.927271333,43.7704597342,657.918044948,0.0,0.0,43.9512234102,0.0,292.241824028,73.0602649386,0.0,993.766270551,0.0,73.0648178654,43.699771063,109.81578712,87.7429108077,0.0,0.0,0.0,0.0,0.0,43.9259915756,0.0,44.1171909858,87.5841519012,0.0,0.0,131.793861859,0.0,190.173763341,0.0,43.858247114,0.0,0.0,0.0,0.0,0.0
2011-06-19,1.2092341517,0.0,0.00226098191214,0.00823643410853,0.0,0.0,0.0,0.0,0.0,879.619067005,44.8850013397,44.8850013397,0.0,0.0,0.0,67.4659973949,670.835991369,45.0149226746,44.5326253007,0.0,44.2642756454,0.0,89.534680988,0.0,0.0,44.3980449885,44.357829368,0.0,0.0,0.0,88.5819299771,44.8038105021,178.644052947,44.3310594046,44.8443691719,44.790307244,44.8850013397,0.0,0.0,0.0,0.0,44.8821276191,5857.12695634,0.0,44.3043217331,0.0,66.8947574139,44.6160922568,44.9741728954,0.0,0.0,0.0,133.875270462,0.0,44.3980449885,44.8579050515,74.3545726596,44.6099335947,0.0,133.073488104,0.0,0.0,45.1239506435,0.0,59.6288438959,44.9199544833,66.8793675805,0.0,0.0,44.8443691719,0.0,45.0149226746,44.929686471,0.0,0.0,44.3980449885,0.0,89.0653688149,44.6301008304,521.529453251,44.2243018865,0.0,89.8929503448,44.8119088922,297.744612757,88.5819299771,44.8443691719,1057.27574266,0.0,59.5434994221,44.8038105021,66.9620668714,112.476582051,45.0013312124,0.0,0.0,0.0,0.0,45.0693707213,0.0,0.0,44.8308414587,0.0,0.0,134.220953049,0.0,104.330161294,0.0,0.0,0.0,0.0,0.0,0.0,44.8308414587
2011-06-26,1.2101421437,0.0,0.00107692307692,0.00630769230769,0.0,0.0,0.0,46.4550765054,46.4550765054,972.572976574,0.0,46.4317001773,46.427023923,0.0,46.427023923,186.082972779,416.756587039,0.0,0.0,0.0,46.3523423144,92.9101530108,69.3028297646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2320024979,0.0,77.1824254304,0.0,46.0520819653,0.0,46.4317001773,0.0,0.0,0.0,0.0,46.1493261806,5526.82822299,0.0,46.1354090134,46.450427682,0.0,69.2783966427,46.1215002377,0.0,0.0,0.0,246.723086113,0.0,0.0,92.8260206658,61.7134200831,0.0,0.0,115.87696345,0.0,0.0,69.4912290042,46.2546703107,46.3943281317,46.2050789153,46.2906813662,46.4130103329,0.0,0.0,0.0,92.8166806235,92.9570567285,0.0,46.3618551434,0.0,0.0,108.041486034,46.3383639241,725.038550857,0.0,0.0,0.0,0.0,231.309765645,46.2320024979,46.0520819653,971.555574733,0.0,154.071898883,46.3383639241,92.5617575039,46.3327533202,0.0,46.4247043237,0.0,0.0,0.0,92.6677644521,46.3383639241,92.3265034934,0.0,0.0,46.3383639241,154.467130057,0.0,138.856479465,46.1215002377,46.3274756021,0.0,0.0,0.0,0.0,0.0
2011-07-03,2.3954372624,0.0,0.0012486621477,0.00552978951124,95.306380096,0.0,0.0,0.0,47.9077779231,1080.67716565,0.0,0.0,47.9037620154,47.2033613282,47.9037620154,47.6964630575,683.744223749,95.2990816333,0.0,0.0,47.1464726734,47.0613963317,47.7164691112,0.0,47.9944888334,0.0,47.8027296761,0.0,0.0,0.0,47.8840217852,0.0,142.887837552,0.0,47.5598582175,0.0,0.0,0.0,0.0,48.0234622646,48.0234622646,71.8910859165,5421.94390551,0.0,47.7883312635,47.7035655138,63.5206392169,79.319515862,0.0,47.7021226082,0.0,47.1038960876,285.786063411,0.0,0.0,0.0,95.696428154,47.1464726734,0.0,94.4922359921,0.0,0.0,71.9636417482,0.0,47.9471924433,79.4870616949,111.280872125,47.9273731868,0.0,0.0,0.0,95.9415626262,47.8027296761,0.0,47.2318571696,0.0,0.0,95.4201534317,47.2033613282,508.596604857,0.0,0.0,47.3892013334,47.8604101945,254.202738008,47.8840217852,47.5598582175,683.095792907,48.0524706985,142.931397319,63.5302055891,47.581353714,95.2060015856,0.0,0.0,0.0,0.0,0.0,47.7739415221,47.2176049496,0.0,47.2176049496,0.0,47.2176049496,47.6963715252,0.0,111.367371406,95.7497041611,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-10,1.2818292049,0.0,0.00232846941943,0.00776156473145,0.0,0.0,0.0,0.0,0.0,765.678697589,0.0,45.0661931807,0.0,0.0,0.0,90.0870295995,735.901203661,0.0,0.0,0.0,44.9711168237,90.1596166895,134.068874877,0.0,0.0,44.7434841031,44.9575672254,0.0,0.0,0.0,45.2412815426,44.8651431233,75.0014459614,0.0,0.0,45.3095805787,45.0661931807,0.0,0.0,0.0,0.0,0.0,4879.48188457,0.0,45.2549248723,0.0,89.9553384401,44.8899415226,0.0,45.1731881025,0.0,45.0798083448,179.938209775,0.0,0.0,0.0,105.081588977,0.0,44.7569691797,45.0744354772,0.0,0.0,75.2099302566,0.0,45.1867903874,0.0,45.0206162913,0.0,0.0,0.0,0.0,45.011814667,44.9575672254,0.0,90.1868634761,44.7434841031,0.0,120.099149547,44.7839637329,510.09561209,0.0,0.0,0.0,45.2822362331,210.045337272,45.2412815426,0.0,1079.92944105,0.0,89.9329013264,89.9693491837,45.0297175254,75.1418061246,0.0,0.0,44.8245166732,0.0,0.0,44.9304925086,0.0,0.0,67.4380045347,0.0,0.0,150.283451246,0.0,90.1180866606,0.0,44.9846745918,44.9846745918,0.0,0.0,0.0,0.0
2011-07-17,1.208077894,0.0,0.00185672288411,0.00541544174532,0.0,0.0,0.0,44.8194315784,0.0,790.477524667,0.0,89.760021923,44.4846088461,0.0,44.4846088461,67.1867718345,447.711608768,44.8800109615,0.0,0.0,44.5248664107,0.0,44.6421831134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.355982182,0.0,178.739459908,0.0,0.0,0.0,89.760021923,0.0,0.0,0.0,0.0,44.5517452917,6084.99025753,0.0,0.0,44.954960552,74.4678748664,111.445106113,0.0,0.0,44.6776056204,44.8935698772,208.578779425,44.9006507235,0.0,44.927789225,111.820677634,0.0,0.0,44.9342958251,0.0,0.0,44.8768400847,44.8600043891,0.0,0.0,89.3497421053,44.852917686,0.0,44.6479544095,0.0,44.8258571021,0.0,0.0,134.721410964,0.0,0.0,222.960622585,0.0,462.26182988,0.0,0.0,0.0,0.0,253.337631799,134.355982182,0.0,983.581061437,0.0,104.248879255,44.6379867957,89.557864184,0.0,0.0,0.0,0.0,0.0,0.0,44.6885348181,0.0,44.6056005293,0.0,44.590996351,0.0,104.46913962,0.0,164.098085383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-24,2.3772609819,0.0,0.00107230392157,0.00382965686275,0.0,0.0,0.0,43.588690849,43.3706567787,625.186538595,43.8615546451,0.0,43.4098707541,0.0,43.4098707541,43.8615546451,421.778851935,43.5851854416,0.0,0.0,43.4932335735,43.5983531713,87.0437502293,0.0,0.0,43.6511037499,0.0,0.0,0.0,0.0,0.0,0.0,58.1358081026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4801292549,5364.37245178,0.0,0.0,0.0,101.648651086,0.0,0.0,0.0,0.0,43.7427244248,174.315327113,0.0,0.0,43.9145755634,108.596582948,0.0,0.0,58.2983917918,0.0,0.0,109.367149499,43.4801292549,87.5117919537,43.6050192906,43.6899180667,43.6006121767,0.0,65.5579406611,0.0,130.504939138,43.4801292549,0.0,0.0,43.6511037499,0.0,65.4199874621,43.4360528233,435.910415467,43.7427244248,0.0,0.0,0.0,217.867767052,0.0,0.0,886.104861301,43.5457299327,87.1313869182,43.7558959769,43.5720256634,65.5148315698,0.0,0.0,0.0,0.0,0.0,43.453944293,0.0,0.0,43.6357262092,0.0,0.0,87.4194521668,0.0,116.332659811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-31,1.7229953612,0.000153491941673,0.00107444359171,0.00475825019186,43.6016722382,0.0,0.0,0.0,0.0,562.925589019,0.0,0.0,43.4701438152,0.0,43.4701438152,64.9988840388,390.154976678,86.6855741921,0.0,43.1740423527,64.946567236,43.3394065405,86.282301983,0.0,0.0,0.0,43.1610342049,43.1740423527,0.0,0.0,43.3085876898,0.0,144.288623083,0.0,43.2713471714,43.4477650848,0.0,0.0,0.0,0.0,0.0,65.0963827549,5633.46816088,0.0,0.0,0.0,129.696615872,43.0961108683,0.0,0.0,0.0,43.2783904913,144.214568083,0.0,0.0,43.3897777278,86.5881349251,0.0,0.0,57.9012907632,0.0,0.0,43.4477650848,0.0,43.3605896428,86.451382948,108.168597221,43.4570346041,0.0,0.0,0.0,86.8759424525,43.3020643303,0.0,43.2914694851,0.0,0.0,86.579406989,43.3735889213,591.782190243,0.0,0.0,43.2974811585,43.314939903,259.91153515,43.3085876898,43.2713471714,952.760837592,0.0,86.5921810131,64.8515668088,43.3297005057,72.3033370726,0.0,0.0,0.0,0.0,0.0,43.5621302138,0.0,86.4262277684,0.0,43.2653193978,0.0,64.9888731901,86.7379680115,86.6835541528,43.3199648457,43.5489654721,0.0,0.0,0.0,0.0,0.0
2011-08-07,1.0255454037,0.000152555301297,0.00152555301297,0.00594965675057,42.8194510368,0.0,0.0,0.0,42.8355147629,671.533498508,0.0,0.0,0.0,42.8613582107,0.0,85.8981781925,514.657740176,42.8453160027,0.0,0.0,42.8983928998,0.0,128.424241481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2398082257,0.0,106.924568341,0.0,42.7710422843,0.0,0.0,0.0,0.0,0.0,0.0,42.8854678041,5960.13516694,0.0,0.0,42.9650445928,64.2656345726,42.7163027055,0.0,0.0,0.0,42.7034440954,171.249717781,0.0,0.0,0.0,128.66559134,0.0,0.0,42.9001819047,0.0,0.0,42.9242664782,0.0,42.899393595,0.0,85.8308838844,85.9262708371,0.0,42.950171286,0.0,64.3707284328,42.8854678041,0.0,42.887232861,0.0,0.0,114.265669102,42.8613582107,428.485403237,0.0,0.0,0.0,42.9372149749,271.209974781,64.2398082257,42.7710422843,856.823419706,0.0,106.965791444,85.5678424983,42.8863784144,42.8841720934,0.0,0.0,0.0,0.0,0.0,42.9058895199,0.0,42.8712122348,64.355352017,42.8226047222,0.0,85.7712108607,42.8712122348,114.407606152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-14,0.9275775954,0.0,0.00116890707189,0.00496785505552,43.5652025526,0.0,0.0,42.8969291938,43.2911755985,764.063863872,43.2781006436,0.0,43.4337841437,0.0,43.4337841437,43.4600043575,389.043980757,43.4731263395,43.6444360219,0.0,43.0803743022,86.582351197,64.9030907695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.19981647,129.432430831,0.0,0.0,43.4731263395,0.0,0.0,0.0,0.0,0.0,64.6108544297,5488.94936676,0.0,0.0,86.601848126,86.5091483588,42.8969291938,42.9875382778,0.0,0.0,0.0,158.209209242,0.0,0.0,43.512539872,43.0286887703,0.0,0.0,0.0,0.0,0.0,57.7230704742,0.0,43.355312989,85.8714296881,64.662813304,0.0,0.0,86.920008715,0.0,129.80604708,0.0,0.0,85.7680324217,0.0,0.0,115.137652252,43.316519652,590.44584377,0.0,0.0,0.0,0.0,230.309467594,0.0,0.0,676.575452706,0.0,64.4942515459,86.1672277916,43.3683718182,129.680090695,0.0,0.0,0.0,0.0,0.0,86.4954262798,0.0,86.4517594155,86.4972880515,43.3945130911,0.0,86.534440689,0.0,115.280561694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-21,1.466992665,0.0,0.0017931858936,0.00627615062762,40.2362976237,0.0,0.0,0.0,40.1512057556,513.416154184,40.7614868526,40.7858791029,40.1269598584,40.7118811408,40.1269598584,60.5559676513,324.458341176,80.2781582913,40.0061682875,0.0,0.0,40.6143777271,80.6151558439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0543975441,40.8102784366,101.974094703,0.0,0.0,0.0,40.7858791029,0.0,0.0,0.0,0.0,40.0423293315,5309.36658145,0.0,0.0,40.8354417728,121.184001528,40.6814527683,40.1633396951,0.0,40.3501715041,40.6569569348,121.410797136,0.0,0.0,0.0,141.1966721,40.1148478875,0.0,60.7328414765,0.0,0.0,40.5966604616,40.6628602122,40.7856345486,0.0,121.299832594,0.0,0.0,40.7244267629,0.0,202.795122843,40.0423293315,0.0,0.0,0.0,0.0,80.9814059823,0.0,485.976461209,40.0423293315,0.0,40.7979527711,0.0,270.048563933,40.0543975441,0.0,904.392733106,0.0,94.4929016465,80.7249971706,54.047131171,40.7491115906,0.0,0.0,0.0,0.0,0.0,121.789864723,0.0,40.8226115519,0.0,40.1390791456,0.0,121.704060573,0.0,121.37310348,40.7487244721,0.0,0.0,0.0,0.0,0.0,0.0
