Week,MI,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,sinus infection cure,robitussin cough,strep,fever and cough,signs of flu,flu fever,flu how long,how to reduce fever,braun thermoscan,sinus infections,how long flu,upper respiratory,strep throat,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,influenza a treatment,tylenol sinus,how to treat flu,contagious flu,flu care,flu or cold,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,type a influenza,flu symptoms,flu incubation,how to get over the flu,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,influenza treatment,flu treatment,body temperature,flu incubation period,flu test,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,how to treat the flu,influenza a and b,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,influenza b treatment,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,symptoms of influenza,flu while pregnant,flu report,symptoms of influenza b,is the flu contagious,flu contagious period,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,influenza incubation period,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,how long is flu contagious,home remedies for flu,flu vaccine,cold vs flu,respiratory flu,a influenza,human temperature,influenza a,influenza b,is influenza a contagious,flu vs cold,cure flu,how to get rid of flu,normal body,flu medicine,cold symptoms,rsv infant,stomach flu symptoms,how long does rsv last,how long is rsv contagious,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,incubation period for influenza,is flu contagious
2011-08-07,0.4338663692,0.0,0.00212404418012,0.00382327952421,26.6041618168,0.0,0.0,26.6282670676,26.4436693491,739.772939562,52.7599760523,0.0,26.427720212,52.8376997983,0.0,26.4606818366,26.3897841494,52.8376997983,26.4470014521,459.618410393,26.6121920498,26.3103925003,52.6841835368,0.0,26.5959103963,79.8848012028,70.4431209623,0.0,0.0,0.0,26.3482622438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7458534926,0.0,26.5237046679,0.0,70.4935459068,0.0,0.0,26.4356923749,26.5717834655,26.427720212,0.0,0.0,0.0,0.0,26.4917839375,5071.8608949,0.0,0.0,0.0,0.0,52.7599760523,52.7599760523,0.0,44.1342898868,0.0,39.5852335382,0.0,0.0,0.0,0.0,0.0,167.659801628,0.0,0.0,26.5076588696,53.0491064635,0.0,26.5321072106,0.0,88.249876378,0.0,0.0,0.0,0.0,0.0,26.5085529017,0.0,26.5637533088,52.96323053,26.4837755822,52.8752990756,53.2243840995,0.0,0.0,61.8214111681,53.0330868021,0.0,26.4356923749,26.4676291824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0333833957,26.4676291824,617.085854824,0.0,0.0,0.0,52.7636468604,26.5640832362,26.5036796831,229.188949147,39.7458534926,26.4356923749,821.438679201,26.4136951589,0.0,88.1142578467,0.0,66.1456082105,26.3579700636,0.0,44.1288282716,0.0,0.0,0.0,0.0,52.9572335741,0.0,26.5400939978,26.4646350476,66.1335717958,26.4646350476,0.0,0.0,0.0,26.4197528558,0.0,53.0434173896,0.0,88.1804896292,0.0,26.5236728036,0.0,0.0,26.448625188,26.4836265406,26.4596377484,0.0,0.0,0.0,0.0,26.5478098221
2011-08-14,0.4309460291,0.0,0.00121703853955,0.00486815415822,25.8752030918,0.0,0.0,25.7642740371,25.921379357,541.0050518,0.0,0.0,25.8080455222,25.7725709016,25.8752030918,0.0,25.921379357,25.7725709016,25.7971481805,439.570661464,0.0,25.8433968679,25.8745334907,0.0,25.8430948443,25.7642740371,51.5175454899,0.0,0.0,0.0,25.9135599364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8223618345,25.8830345697,0.0,25.9370323638,163.281853666,0.0,0.0,25.7971481805,0.0,25.8080455222,25.7505408667,0.0,0.0,25.7254256142,34.3985519397,5453.69960066,0.0,0.0,0.0,25.7642740371,0.0,25.7427893493,25.9370323638,86.1106312688,0.0,34.3906921321,25.7176699839,25.7496015178,0.0,0.0,25.8152728916,215.172163348,0.0,0.0,0.0,85.9784417933,0.0,0.0,0.0,68.9140084253,0.0,0.0,0.0,25.7564949688,0.0,25.9135599364,0.0,38.713871729,77.4097345177,25.7409509163,0.0,25.7807937723,0.0,0.0,94.7282607757,51.5129899376,0.0,0.0,25.8040498425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7347527032,77.6488557007,38.6685649625,515.733818897,0.0,0.0,0.0,0.0,25.7457165469,51.4508512284,206.282572536,25.8223618345,25.7971481805,870.066482835,25.6944311255,0.0,77.3268165514,25.9292034981,60.3012270281,60.2700689148,0.0,64.416717431,0.0,0.0,0.0,0.0,25.780765869,25.7147069452,25.7505408667,25.921379357,25.7781645943,25.921379357,0.0,0.0,25.7147069452,25.8163055153,25.7505408667,85.9781528402,25.7815936745,103.179851818,25.7099190286,51.5458039728,0.0,0.0,0.0,0.0,25.8630342618,0.0,0.0,0.0,0.0,0.0
2011-08-21,0.493612079,0.0,0.0,0.00316312697695,0.0,0.0,0.0,58.9624311567,29.5999818864,589.200559234,29.5813877378,0.0,58.9135529702,44.4196435484,0.0,0.0,29.4945716108,44.4196435484,44.1730066863,433.593039176,29.4279789905,0.0,29.5642977612,29.7067705499,29.5651523617,39.4002209217,78.5692280449,0.0,0.0,0.0,0.0,0.0,29.6089163814,0.0,29.7067705499,0.0,0.0,0.0,29.4368695862,0.0,29.6798134078,29.4931870029,98.239825812,0.0,0.0,29.5910527818,58.7977660033,58.9135529702,0.0,0.0,0.0,0.0,29.6178562716,5467.37285257,0.0,0.0,0.0,0.0,29.5813877378,0.0,29.4931870029,44.2353001479,0.0,59.1456831366,0.0,29.5992347289,0.0,0.0,29.6268015619,177.128684842,0.0,0.0,44.2931632722,49.2117713513,0.0,29.4666085826,0.0,127.970820849,0.0,0.0,0.0,29.4852851888,29.5903085423,103.193171969,0.0,29.6488088952,68.8348187328,29.4546830095,29.6712402115,39.3201719562,0.0,0.0,108.306042963,0.0,0.0,0.0,0.0,29.6089163814,0.0,29.4413189094,0.0,0.0,29.5999818864,29.5813877378,29.354540795,78.9076803713,0.0,609.409526323,0.0,0.0,0.0,0.0,29.4545545091,29.573210724,265.554183233,29.4368695862,29.5910527818,935.628726161,0.0,0.0,78.5810528958,29.3722616165,118.185839299,59.0646992662,0.0,88.5553978756,0.0,0.0,0.0,0.0,59.1331707633,29.5375910784,0.0,44.1419765604,44.1419765604,44.1419765604,0.0,0.0,29.5375910784,0.0,0.0,78.717322448,0.0,78.64900194,0.0,29.6040735287,0.0,0.0,29.6447083625,0.0,29.6178562716,0.0,0.0,0.0,0.0,0.0
2011-08-28,0.696586725,0.0,0.0,0.00162866449511,0.0,0.0,0.0,29.8854650754,29.7651923178,684.726127863,29.7776401863,0.0,0.0,59.6917611696,29.8458805848,0.0,49.7260266825,59.6917611696,39.7250726168,557.852183711,0.0,29.7955569373,59.6730350237,29.8281969583,29.8494367871,44.7648349174,79.3575216429,0.0,0.0,0.0,88.9734040961,0.0,0.0,0.0,29.8281969583,0.0,0.0,0.0,29.8190361788,29.9448170309,0.0,0.0,69.5152259966,29.8635188852,0.0,0.0,29.9357620515,0.0,0.0,0.0,0.0,0.0,59.5663329355,4719.42399304,0.0,0.0,0.0,0.0,29.7776401863,129.245041424,0.0,69.662136918,0.0,44.7644636269,29.7651923178,29.7203517147,0.0,0.0,29.8635188852,258.555846722,0.0,0.0,0.0,119.686321764,0.0,29.7916235643,0.0,104.635312926,0.0,0.0,0.0,59.7348801325,0.0,44.7378193162,29.8011623387,59.8121865502,79.5280777688,59.3512920224,0.0,0.0,0.0,0.0,208.97094964,39.8029889865,0.0,0.0,59.8353370228,0.0,29.8005915425,0.0,0.0,0.0,0.0,0.0,0.0,49.8372070995,29.8340519025,576.239187581,0.0,0.0,0.0,0.0,29.7472398496,0.0,218.693262881,29.8190361788,0.0,846.541074762,0.0,0.0,248.184036202,0.0,164.264692081,59.6999989032,29.7741766801,79.5609109895,0.0,0.0,29.7651923178,0.0,129.320230845,0.0,0.0,29.8005915425,29.8854650754,29.8005915425,0.0,0.0,0.0,0.0,29.7024532795,109.390009213,0.0,89.3902073521,0.0,49.7289423275,0.0,0.0,29.8101684319,0.0,29.8674400663,0.0,0.0,29.8005915425,0.0,0.0
2011-09-04,0.6794231836,0.0,0.0,0.00231481481481,0.0,0.0,0.0,0.0,29.113620027,720.85901624,0.0,0.0,29.3113619747,29.2709806028,29.4089187014,29.1224077179,58.4571083771,29.2709806028,39.0130446368,557.265458141,0.0,29.22858073,29.061005051,29.0785222331,29.2342513649,0.0,87.615780104,29.4066612949,0.0,0.0,29.3280914052,0.0,0.0,29.1048376378,29.0785222331,0.0,0.0,29.2848678241,29.5134651495,0.0,0.0,0.0,155.952555503,0.0,0.0,29.1048376378,58.5213433372,29.3113619747,0.0,0.0,0.0,0.0,87.6805252149,5667.85476714,29.3977958559,0.0,29.3290513905,0.0,0.0,97.5695393396,0.0,73.0569853523,0.0,58.5121592272,0.0,0.0,0.0,0.0,29.3855302191,185.472987573,0.0,0.0,58.4772323321,132.005205765,0.0,29.1023922931,0.0,73.0923166029,0.0,0.0,0.0,29.2825672551,29.2496167042,29.4599664211,0.0,117.457977412,126.775779738,58.2976052988,0.0,29.2549642183,29.3290513905,0.0,332.041987668,29.2902856497,0.0,0.0,44.1226763178,0.0,0.0,29.3379041075,29.4510688172,0.0,0.0,0.0,0.0,48.9262863193,29.113620027,643.534275565,0.0,0.0,0.0,0.0,29.2285011058,58.6050505325,409.448175333,29.5134651495,29.1048376378,996.563693491,0.0,0.0,194.997903511,0.0,68.3869156579,68.2985428591,0.0,73.1528200728,29.3113619747,0.0,0.0,0.0,97.790567996,0.0,0.0,0.0,87.340860081,0.0,0.0,0.0,0.0,0.0,29.2814432989,165.973933292,0.0,146.286277505,0.0,58.4154409808,0.0,0.0,0.0,0.0,0.0,29.3977958559,0.0,0.0,0.0,0.0
2011-09-11,0.5424954792,0.0,0.000371747211896,0.00408921933086,0.0,0.0,0.0,27.9054021486,37.1213978192,749.723640168,0.0,28.0045637922,27.7671487885,46.3578549067,27.8047212028,0.0,37.104675398,46.3578549067,111.079286603,669.023831444,27.920034472,55.8400689439,27.8549706989,0.0,37.1719840676,46.4360832967,27.7649769624,0.0,27.8885713873,0.0,55.7939684588,0.0,27.8329182423,0.0,0.0,0.0,0.0,0.0,27.7998010225,0.0,0.0,0.0,194.55875401,0.0,0.0,69.4702091052,55.8782493779,27.7671487885,27.9116095974,0.0,0.0,27.7134700569,64.8192947297,6213.13368564,0.0,0.0,27.8465831739,27.8465831739,0.0,222.496691245,0.0,102.11421313,0.0,74.1448807677,41.6741790521,27.9380631969,0.0,0.0,0.0,167.053378606,27.6550028205,27.755383956,55.6244869232,74.1396349506,0.0,41.7242725063,0.0,46.3549785098,0.0,27.7963639075,0.0,0.0,27.6133913206,41.7329063214,0.0,83.6051820396,148.474625173,55.2101680857,27.9560165418,27.7254074506,0.0,0.0,426.950869252,27.6633401744,27.9284644341,0.0,27.7923065291,27.8329182423,0.0,41.7745882577,0.0,0.0,0.0,0.0,27.9622352496,69.6593294567,27.7703256663,722.784046969,0.0,27.9211948701,0.0,0.0,27.8695613756,27.8947750922,296.608168557,27.7998010225,69.4702091052,1114.20383301,0.0,0.0,213.076036792,0.0,222.860194417,55.7623341676,0.0,46.385647858,0.0,0.0,0.0,0.0,185.733557295,27.8801636178,0.0,0.0,97.0474134681,0.0,0.0,0.0,27.8801636178,27.6633401744,0.0,111.118966056,55.3266803488,101.954449446,0.0,55.5990957931,0.0,0.0,41.7665390085,27.9622352496,0.0,0.0,0.0,0.0,0.0,27.9622352496
2011-09-18,0.4402328011,0.00108303249097,0.0014440433213,0.00541516245487,26.9089526393,0.0,0.0,0.0,27.0228170268,997.260892821,0.0,26.9640760406,40.6174307526,90.0577122034,0.0,26.8279991115,36.0114732803,90.0577122034,71.9875399605,640.234225642,0.0,26.9170748707,40.3681807695,27.1231278816,67.6779044882,53.8666681044,98.7693711866,27.0578888488,0.0,0.0,40.5518500042,27.1231278816,54.1646333501,27.1476736987,27.1231278816,0.0,0.0,0.0,67.6614286458,0.0,0.0,0.0,260.740930487,0.0,0.0,53.9217634471,26.9934776367,40.6174307526,0.0,0.0,0.0,40.4331932687,67.4087755399,6769.32378826,0.0,26.9486994089,0.0,0.0,0.0,216.025610092,0.0,99.0078962244,0.0,89.9511478618,27.0759953189,27.2215784365,27.2215784365,27.1149558033,27.0047949715,189.078266315,0.0,0.0,94.2698351866,80.9764987029,0.0,53.6721450778,0.0,81.000706491,27.0660265598,0.0,0.0,53.8892265445,0.0,27.0282613282,0.0,53.9706400829,63.0126670048,0.0,27.0620085202,26.9986241897,0.0,0.0,639.64088416,54.1111865184,26.9559469854,26.7877047302,27.0359741652,54.1646333501,0.0,67.3655800497,0.0,0.0,0.0,0.0,53.9155193753,54.1436859255,54.3117310267,971.320771918,0.0,0.0,0.0,0.0,54.0948412082,26.9242930474,494.865309675,67.6614286458,53.9217634471,1370.02846128,27.1804706467,0.0,422.419882103,26.9234797202,279.489036022,99.0347834997,0.0,26.892722873,0.0,0.0,0.0,0.0,198.252178639,26.8441508268,27.1313048873,40.3114846979,26.9685837093,40.3114846979,0.0,0.0,26.8441508268,26.8684148981,27.0440867052,108.039751238,26.9202339048,197.89577909,0.0,81.0222491962,0.0,0.0,36.0739755223,27.1804706467,54.0514810569,0.0,0.0,26.8441508268,0.0,0.0
2011-09-25,0.6538084341,0.000363504180298,0.00181752090149,0.00508905852417,26.6079415118,0.0,0.0,26.6320501873,39.9192985403,937.022706495,0.0,26.6965540933,44.3352624363,53.1204484336,26.5838764456,53.055787106,70.8005241647,53.1204484336,97.3165928274,470.287370059,0.0,39.8312222301,39.8060672797,53.2009502229,26.6417709733,26.6329587626,114.88494008,0.0,26.6079415118,0.0,0.0,0.0,26.5296720388,66.4839937141,53.2009502229,0.0,0.0,0.0,35.4137338749,0.0,0.0,0.0,221.091110228,0.0,0.0,79.7485587039,26.5710766981,44.3352624363,0.0,0.0,0.0,53.2677342507,70.8165218541,6918.18720031,0.0,0.0,26.5695231176,26.5888445208,0.0,283.37032603,0.0,53.2086048591,0.0,194.712942731,53.1816002969,0.0,26.4910192208,26.6008660403,26.5663284884,168.34383968,0.0,0.0,53.2327532916,79.6314238718,0.0,52.9471391815,0.0,124.019701233,26.5838764456,0.0,0.0,62.0043792696,26.5856755684,39.8862115794,26.6562025908,88.6862438842,141.697118174,26.564222711,26.6481469236,35.3629804596,0.0,0.0,673.653576554,92.9689369243,53.2480182187,0.0,53.139300895,26.5296720388,26.5438645907,39.8175175317,26.6097495276,0.0,26.5678572372,0.0,26.6562025908,79.9119921569,53.1446489114,937.954633571,0.0,26.5838764456,0.0,0.0,26.5696504475,26.5847761122,610.672670147,35.4137338749,79.7485587039,1401.02558688,26.5598548705,0.0,362.502713757,26.5119417229,177.42080384,44.3056715616,0.0,106.307329694,26.5137143413,0.0,0.0,53.2319457713,274.769563447,39.762127615,0.0,26.5727956935,44.2309543961,26.5727956935,53.2516461401,0.0,39.762127615,0.0,0.0,124.003541871,26.5838764456,177.032866667,0.0,39.8911992728,0.0,0.0,26.62582307,0.0,26.5856755684,0.0,0.0,0.0,0.0,0.0
2011-10-02,0.6001714776,0.00170473917491,0.00306853051483,0.00511421752472,27.0754784544,0.0,0.0,27.1472769963,44.9009076548,984.995864123,0.0,53.3259262739,67.609065835,53.8114016008,27.063251142,0.0,53.7497367183,53.8114016008,134.445784025,745.997278706,0.0,26.7801293839,53.7415454964,0.0,67.3802705438,62.8813368413,53.7411156778,0.0,0.0,0.0,40.1863728357,27.09000426,26.7962936693,26.9632800945,0.0,0.0,0.0,0.0,26.9520369544,0.0,27.1122960605,27.0736849803,268.740948514,0.0,0.0,80.7750317285,26.8650559067,67.609065835,0.0,0.0,0.0,26.8569408011,89.5693334583,6459.55904706,0.0,27.1554785905,54.2945539926,0.0,0.0,394.857498346,27.0736849803,53.8682246154,0.0,98.6120050368,53.438632036,27.114520101,26.9145365933,0.0,0.0,251.286967785,0.0,27.0818421617,40.603057734,98.6773349418,0.0,40.2455337517,0.0,116.641358626,0.0,0.0,0.0,26.9113214053,0.0,35.9120598959,0.0,98.8151139029,116.673847763,26.9275722151,26.956049174,26.8498187416,0.0,0.0,1041.49864817,35.9120631515,0.0,0.0,40.2226750561,26.7962936693,27.0573853506,35.8769179444,27.1472769963,0.0,0.0,0.0,40.3037382238,80.951430748,26.9070372756,1039.99415641,0.0,26.9235475455,0.0,0.0,0.0,40.20646691,564.785528624,26.9520369544,80.7750317285,1167.66906477,27.0736849803,0.0,474.751642179,0.0,305.396260434,26.8286149736,0.0,53.8545270748,26.6148495193,0.0,0.0,0.0,260.463404272,26.8983278992,0.0,26.879983642,62.7379639193,26.879983642,0.0,0.0,26.8983278992,0.0,27.0183311461,71.7213756037,53.8615296673,206.226328337,0.0,62.8054619102,0.0,26.6709989908,26.9638800083,0.0,0.0,0.0,0.0,0.0,0.0,26.7678084246
2011-10-09,0.606741573,0.00108774474257,0.00290065264685,0.00688905003626,51.4503647305,0.0,0.0,25.6535354694,51.3073778185,1092.26039261,0.0,51.1339345285,42.7699908794,68.3936096646,0.0,0.0,85.516735463,68.3936096646,102.562649019,685.328837408,0.0,51.3723008216,34.1694984304,25.5746727999,102.789348349,25.6690290759,93.988114618,0.0,25.678399611,0.0,51.2185730197,25.5746727999,51.4195514227,38.5159470495,25.5746727999,0.0,0.0,0.0,38.5404868741,0.0,0.0,0.0,281.890285841,0.0,0.0,68.452468545,0.0,42.7699908794,0.0,0.0,25.7253056272,59.8985121848,59.7800255379,5771.44770795,0.0,0.0,76.9291423582,0.0,0.0,367.824320699,0.0,111.307773958,0.0,76.8981031711,0.0,25.663298262,0.0,25.7446034762,38.44354736,325.030541835,0.0,0.0,25.7019355329,145.240383675,25.6088523355,0.0,0.0,68.4397116054,0.0,0.0,25.5900978136,51.276432476,0.0,51.3496854214,0.0,102.899898804,85.5038816648,51.3567992221,25.7157762127,38.3648301767,0.0,0.0,932.812280724,64.2061690272,0.0,25.5626963986,51.4506112544,51.4195514227,0.0,25.5994803381,0.0,0.0,0.0,0.0,25.5978173002,94.295479544,25.6439370527,1153.41835888,0.0,0.0,0.0,0.0,64.0878135859,25.6787720626,572.416243097,38.5404868741,68.452468545,1112.92759186,0.0,0.0,409.911599331,0.0,256.92437262,89.9855756628,0.0,85.532003269,25.5857535511,0.0,0.0,0.0,291.08647417,0.0,25.5823829816,25.6189487347,34.1721269089,25.6189487347,25.655175252,0.0,0.0,0.0,0.0,128.191186271,25.655175252,153.8039335,25.6865159625,25.7020177827,0.0,0.0,25.6981114102,0.0,25.5900978136,0.0,0.0,51.3420656611,0.0,0.0
2011-10-16,0.5718450412,0.0,0.00133600534402,0.00300601202405,0.0,0.0,0.0,0.0,25.8019087533,847.928844234,0.0,38.6541996407,51.5169555468,120.24622487,25.6291911,25.6678945681,34.3281419602,120.24622487,68.5605543855,704.857594738,0.0,51.3202697729,25.7630410879,0.0,42.9640244294,64.3265738372,68.4625623796,0.0,51.4752569653,0.0,25.6601348864,25.7221145414,42.8293901694,51.3821022209,0.0,0.0,0.0,51.6237950681,38.631809271,0.0,25.9290822989,0.0,317.1367573,25.6446536588,25.8430431117,90.1643326742,51.5815815154,51.5169555468,0.0,25.7376284827,25.6369200479,77.4875646207,94.3461496672,6822.05372372,0.0,25.6833918063,42.9172563049,0.0,0.0,360.333000685,0.0,154.558347115,0.0,188.640108775,51.2583822,25.6446536588,25.8136920316,0.0,25.7298691735,248.890926826,0.0,25.6833175177,51.347274778,85.8915721978,0.0,38.4759477376,25.6678825117,154.509146729,25.6679627214,0.0,0.0,34.3254870317,25.6369200479,34.3539864082,0.0,34.3773476452,205.963800777,38.5695469817,0.0,34.2609956777,25.8508412539,0.0,1150.73310592,51.6272170035,25.6678825117,0.0,25.7221145414,42.8293901694,51.6549218664,34.3074233229,0.0,0.0,0.0,0.0,25.7453924732,137.634071766,25.7338300192,1105.94493632,0.0,25.8664516653,0.0,0.0,51.5571500633,25.7311720236,565.957919843,38.631809271,90.1643326742,1271.39218677,25.6060321924,0.0,591.309359074,25.7609345151,369.567012992,60.0851975074,0.0,68.6716801233,25.8352496729,0.0,0.0,25.6601348864,283.559129646,25.6601061787,25.5906161586,0.0,42.8345301009,0.0,25.7963528803,0.0,25.6601061787,0.0,0.0,141.426804499,51.4442290829,145.779810568,0.0,51.3976044412,0.0,0.0,34.3877225782,0.0,25.6756348169,0.0,25.7376284827,0.0,0.0,0.0
2011-10-23,0.5144838385,0.000668672684721,0.00234035439652,0.00534938147777,38.719872266,25.6909226577,0.0,0.0,25.6366569791,983.937119084,38.4923468659,25.7335204207,25.6445774049,34.2511278979,0.0,25.7277126936,34.2819512719,34.2511278979,68.5199205632,738.472385457,51.3824922736,25.6912461368,38.5348072696,77.7374375858,64.4255516229,64.4511896262,119.746916421,0.0,25.6211945805,0.0,25.6140024623,0.0,89.6847224092,38.6458317611,77.7374375858,0.0,25.6289234476,0.0,38.67469851,0.0,25.7801155435,0.0,265.325301982,0.0,0.0,60.0127086049,51.4911889934,25.6445774049,0.0,25.7067508116,0.0,25.6987977914,94.1785321928,6780.46996447,0.0,25.6835008109,51.699739524,0.0,38.4923468659,291.497558152,0.0,51.43075686,0.0,137.044886683,51.3042761044,0.0,25.6986936567,25.5980359231,0.0,291.54363072,0.0,25.7118312727,60.0697874984,120.059426974,0.0,51.088323048,0.0,85.767105436,25.5518439786,0.0,25.6211945805,38.6574955006,0.0,42.9054327816,0.0,102.959594718,162.835724526,25.6676378335,51.366312714,25.7200193499,0.0,0.0,926.439415892,51.4280346196,0.0,0.0,0.0,89.6847224092,25.6134703735,25.7664732692,25.849869762,0.0,25.6600469195,25.5595310556,25.7567678597,120.30541502,34.2871476985,1267.45192954,0.0,51.4858248049,0.0,0.0,25.7875621518,0.0,684.986215669,38.67469851,60.0127086049,1150.02127099,25.7797948138,0.0,419.43659347,25.6525661517,206.00995598,94.3179544451,25.6366569791,42.8640013908,0.0,25.8186783656,25.834264649,0.0,257.404718501,76.957698455,0.0,25.7005527683,42.7814394381,25.7005527683,25.8031108779,0.0,76.957698455,25.7354106074,0.0,154.232567835,68.5250251971,162.747257575,0.0,42.8665848007,25.6211945805,0.0,51.5207329353,0.0,25.6211945805,0.0,25.7067508116,25.6757601536,0.0,25.7532667993
2011-10-30,0.677396943,0.0,0.0,0.00453857791225,26.7855148491,26.6556042933,0.0,0.0,26.7158858639,1128.07276634,26.502607643,66.6129681583,62.3346106265,79.9789816982,0.0,0.0,71.2209393165,79.9789816982,88.9241949602,855.785714941,26.696660608,26.5346059619,53.3611371767,26.6149408271,71.2749074311,0.0,150.929282129,26.6243989703,0.0,0.0,0.0,0.0,26.7208350668,0.0,26.6149408271,0.0,0.0,0.0,44.5670844487,0.0,0.0,26.9027496436,364.310803376,26.6113301085,0.0,53.4429551841,53.5017487283,62.3346106265,26.8379237409,26.8702975934,0.0,26.7134265512,119.715220378,7271.35390608,0.0,26.8034352184,0.0,0.0,26.502607643,258.050178353,26.9027496436,62.3801931946,0.0,160.080538864,26.7127720507,0.0,26.9515749606,26.8460098884,26.7993833085,204.773522985,0.0,0.0,53.4319016022,80.1344789212,0.0,26.7895089657,0.0,169.131243414,0.0,0.0,0.0,35.6104389341,0.0,26.7289029517,26.7450533463,97.9770941243,133.507275179,0.0,35.6939153562,66.4004153299,0.0,0.0,774.715267587,106.897986924,0.0,0.0,44.5453369597,26.7208350668,0.0,53.2387250103,0.0,0.0,0.0,0.0,26.6757083084,142.754017403,26.446795894,1120.48416017,0.0,26.7289029517,0.0,0.0,62.2458067339,26.6886121725,658.13172663,44.5670844487,53.4429551841,1193.62842313,0.0,0.0,391.120163721,26.5432854598,249.566356711,97.9072745133,0.0,53.2306998806,0.0,26.5185971499,0.0,0.0,160.532283651,0.0,26.6564669004,53.0985242994,39.8288878183,53.0985242994,53.3129338008,0.0,0.0,53.5260737635,26.6564669004,124.553465231,26.7710883259,97.829378815,0.0,80.373838539,0.0,0.0,71.3338642977,26.7531358647,26.7289029517,0.0,26.8702975934,0.0,0.0,53.1494253638
2011-11-06,0.6715954625,0.0,0.0,0.00417972831766,0.0,0.0,0.0,24.5081297005,49.016259401,1134.77641743,24.5730382525,36.8327985023,81.8346501983,48.9010130198,0.0,0.0,49.0577335069,48.9010130198,98.0316395741,876.69335971,24.4800271939,24.5337175974,24.4431374603,24.6322860843,65.5463200316,49.0310545291,73.4770661558,0.0,0.0,0.0,24.6545777459,0.0,36.7506401783,48.9010130198,24.6322860843,0.0,0.0,24.4800271939,49.0701749778,0.0,73.5955808469,24.676909791,253.065128164,0.0,0.0,49.0897145458,24.5347946702,81.8346501983,0.0,24.6471427104,0.0,36.750362738,98.0022188809,6961.7253615,24.4505065099,49.383640621,36.8254291287,24.4948142837,24.5730382525,196.317331456,24.676909791,90.0244037282,24.4431374603,89.9032644066,0.0,0.0,0.0,0.0,36.8319253598,302.74797737,24.4652579467,49.134871039,57.3316301291,155.412700332,0.0,36.7221229859,0.0,204.524449703,0.0,0.0,24.4874185064,24.4903810839,24.515289565,24.5022145297,0.0,122.880028486,188.162040569,24.6918203105,0.0,57.1663767779,0.0,0.0,581.136402599,32.7273155163,0.0,0.0,24.5199700181,36.7506401783,24.6397121579,0.0,24.4948142837,0.0,0.0,0.0,32.7767757593,57.4057660496,24.5959704719,1364.90744224,0.0,24.6145514281,0.0,0.0,65.400329685,24.5625973715,809.338588939,49.0701749778,49.0897145458,1326.61010398,0.0,0.0,245.08937255,40.8088595063,204.761366149,65.4472618657,0.0,122.577636323,24.4388067823,24.6026264984,0.0,0.0,196.594059114,48.9129429855,24.4137056271,32.6681904813,32.6657340457,32.6681904813,48.9010130198,0.0,48.9129429855,24.4859637707,0.0,130.874806728,49.0783932456,155.313439075,0.0,48.9807443284,0.0,0.0,65.5361613204,24.5170284442,24.4948142837,24.4505065099,24.6471427104,24.4137056271,0.0,24.5170284442
