Week,GA,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,how contagious is the flu,influenza b symptoms,sinus infection cure,robitussin cough,strep,signs of flu,flu fever,flu how long,how to reduce fever,braun thermoscan,sinus infections,how long flu,upper respiratory,strep throat,generic tamiflu,intestinal flu,ear thermometer,how long does flu last,cold or flu,the flu symptoms,expectorant,how long contagious,how to get rid of the flu,treat flu,can dogs get the flu from humans,rsv symptoms in adults,tylenol sinus,flu in children,how long does it take to get over the flu,over the counter flu,how to treat flu,medicine for the flu,contagious flu,flu care,flu or cold,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,type a influenza,flu symptoms,flu incubation,how to get over the flu,cold and flu,acute bronchitis,fever flu,what is flu a,what to eat when you have the flu,type a flu,tamiflu side effects,flu shot symptoms,symptoms of flu,cold,type b flu,medicine for flu,flu children,treatment for flu,cough and fever,flu shots,influenza type a,high fever,symptoms of rsv,flu cold,flu remedies,dangerous fever,do i have the flu,how to cure the flu,rsv contagious,flu treatment,body temperature,biaxin side effects,flu incubation period,flu test,symptoms of bronchitis,robitussin,rsv treatment,influenza symptoms,tamiflu dosage,walking pneumonia,oscillo,how to treat the flu,break a fever,incubation period for flu,clarithromycin,the flu virus,tessalon,when is the flu contagious,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,treating the flu,type b flu symptoms,flu virus,is tamiflu an antibiotic,rsv baby,flu shot,chest cold,remedies for flu,rsv infection,flu like symptoms,flu contagious,flu while pregnant,is the flu contagious,type a flu symptoms,flu contagious period,incubation period for the flu,flu cough,what is influenza,rsv,tussionex,pneumonia,is rsv contagious,signs of the flu,tamiflu generic,how long are you contagious with the flu,flu a symptoms,fever reducer,bronchitis,tamiflu and alcohol,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,flu duration,when is the flu no longer contagious,rsv symptoms,flu symptoms in toddlers,oseltamivir,how long is flu contagious,home remedies for flu,flu a and b,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,cure flu,how to get rid of flu,normal body,flu medicine,cold symptoms,flu type,what is type a flu,stomach flu symptoms,how long does rsv last,how long is rsv contagious,treat the flu,symptoms of the flu,early flu symptoms,flu headache,flu type b,flu type a,what is rsv,is flu contagious
2012-04-15,1.37667304,0.00245171620134,0.0118583008106,0.0158110677474,16.501571859,0.0,0.0,0.0,32.64549704,24.7458770916,1020.03808259,16.5464892791,16.4018946861,60.2919271258,0.0,16.4369572704,43.8388047763,60.2919271258,93.1717492068,713.566850687,0.0,0.0,16.4067081947,27.4385099818,16.4471407995,49.3214762482,33.0630211244,87.7171279479,0.0,24.6994048782,0.0,0.0,16.4320078705,16.5464892791,0.0,16.3670904266,0.0,33.3042103363,21.9441817267,16.521539808,16.4471407995,0.0,0.0,0.0,32.8630499147,0.0,0.0,16.4216428429,198.037424552,0.0,16.5414933584,32.6651630021,49.3968753096,16.4018946861,32.9002635449,0.0,32.64549704,0.0,0.0,60.2671826035,5550.40740202,0.0,0.0,16.4787164556,16.4567847219,16.4689863726,16.5590237396,16.4216428429,27.4534367518,0.0,54.8274563208,32.9325398376,16.5189898021,16.4044405597,0.0,0.0,16.5967165701,219.771779374,16.4965834758,0.0,41.0234913657,27.4368914948,115.629080397,0.0,16.5016343383,0.0,82.3968144756,0.0,0.0,16.4439234994,0.0,32.9580290443,43.9530870128,43.8535997311,0.0,43.8951152032,109.532415766,24.7935358019,24.7193217472,0.0,0.0,54.8307142748,0.0,16.5265236812,16.4191488358,32.8064228169,65.6665704916,0.0,24.6561291948,21.9441817267,0.0,16.6016442434,16.4465182237,0.0,0.0,16.3621516546,32.8531484233,115.683188365,32.8815651384,789.761854971,0.0,16.3621516546,0.0,0.0,21.9392074856,33.0123309692,586.374166056,0.0,32.8630499147,32.6651630021,1213.35281034,32.8630887495,203.543793557,82.1386615317,65.7416080413,71.5997587554,0.0,0.0,16.4419096529,0.0,0.0,0.0,16.5287202227,16.3621516546,32.8765919519,32.864015741,32.8980754744,38.2966872889,32.8980754744,16.4866157516,32.864015741,32.9734733694,16.4737658336,120.812365076,32.949961076,115.018533512,32.7243033092,16.372032181,41.0282549163,0.0,0.0,0.0,49.5973481313,16.5365004537,0.0,0.0,32.64549704,16.4866157516,16.5514882185
2012-04-22,1.014022288,0.00167776437897,0.00802181093693,0.0122162218843,15.8594150109,0.0,15.9075233079,0.0,15.9011313556,21.2969434271,1049.51993856,15.8641948225,26.4770893988,37.0685793899,23.8239972975,31.7571031198,21.1829829041,37.0685793899,58.2594770742,732.147078372,0.0,15.888137163,15.9202845975,15.8929343059,31.7206780498,37.0797576285,26.5154585562,100.676490789,0.0,23.9093948086,0.0,0.0,15.8963591975,15.938476167,0.0,15.9525250211,15.9621932181,0.0,31.7475261888,31.7541458883,31.7206780498,0.0,0.0,0.0,47.6818304985,15.9267236981,0.0,15.8803851733,233.998677239,0.0,0.0,47.6097019479,55.8138376904,26.4770893988,15.9556113469,0.0,15.8579496967,0.0,15.9121518806,37.0638152528,6176.79417402,31.7320708552,15.9380446656,15.9395819373,15.913129908,31.837556736,0.0,15.8803851733,127.271973399,0.0,68.8766718951,0.0,0.0,0.0,0.0,0.0,39.9783798332,196.430395855,0.0,0.0,15.93153104,31.8224300045,101.097022771,0.0,47.7996711612,0.0,90.2324070539,0.0,0.0,23.8599175657,0.0,37.1423595159,31.8726825697,26.4898579092,0.0,63.6418729701,111.154593864,31.7703483834,23.8695924015,0.0,0.0,39.7841607355,15.845092842,15.9219192566,15.8824265522,52.8890769313,15.936239304,15.918778368,23.8671915188,31.7475261888,15.8995585933,15.9540900035,0.0,0.0,0.0,15.9171177128,23.8240841343,154.279828505,42.3484107822,726.186804421,0.0,15.8915682375,0.0,0.0,31.7895217982,47.845213492,497.756985373,0.0,47.6818304985,47.6097019479,1225.76497399,15.8498640232,217.949639981,84.6951293531,31.7812634704,74.5853626742,0.0,0.0,15.8708157938,0.0,0.0,0.0,0.0,0.0,26.4739088073,23.8445735553,37.1037313315,55.4611163466,37.1037313315,15.9139690694,23.8445735553,0.0,0.0,84.920620249,15.9224120679,148.228107529,15.9267236981,0.0,23.8589073251,0.0,0.0,0.0,31.9904001857,0.0,0.0,31.7320708552,15.8579496967,15.8892550005,15.9395907056
2012-04-29,0.650388375,0.0016317372903,0.0101983580644,0.0143286930804,0.0,0.0,15.8156036181,0.0,15.664761358,15.837197989,1012.04567185,20.9666308147,31.4557849903,36.6781667302,31.6482153554,0.0,47.1678766062,36.6781667302,73.3657677314,824.068085782,15.7607465317,0.0,23.5890140015,26.2264761933,0.0,47.1630735887,39.4577794185,89.1152379995,31.8210514829,0.0,0.0,15.8145635838,23.6090456005,15.7501020676,0.0,0.0,31.5097409817,15.784699034,15.7587630362,0.0,0.0,0.0,15.8002690099,0.0,26.1885284615,0.0,31.3374950753,15.8097958528,199.844493544,15.664761358,0.0,31.4747485446,31.7921144855,31.4557849903,0.0,0.0,23.4871904603,0.0,0.0,31.4231099504,6373.89720656,0.0,15.6656590715,31.4322090182,31.6291271676,15.8156558063,15.867199045,15.8097958528,83.9614752122,0.0,62.605979291,23.6061000862,15.6983074088,15.7812497273,0.0,0.0,15.7511858726,257.386869209,0.0,15.7501020676,15.6751161551,36.684569722,47.3916836042,0.0,31.7247990586,0.0,99.7205584119,0.0,0.0,15.6841072179,15.6694782389,31.4560094177,31.5097409817,20.9666155473,0.0,52.4119583686,109.968120103,42.0047885923,23.6803936035,0.0,0.0,41.9776105839,0.0,15.6656590715,26.1837989235,26.1760403728,0.0,15.7358141008,23.5345530573,15.7587630362,23.6250607288,15.8432304664,0.0,15.6656590715,0.0,15.7302618706,31.4642570344,94.79067134,36.6529551399,734.331370997,0.0,15.7279110699,15.7607465317,0.0,15.6751161551,15.8203947733,487.415262529,0.0,26.1885284615,31.4747485446,1118.18077234,15.6751161551,184.012813056,62.8682732329,52.3976083831,63.1764119449,0.0,0.0,15.8002690099,0.0,0.0,0.0,0.0,0.0,23.5948404089,0.0,36.7003144162,55.0215120011,36.7003144162,15.7489211334,0.0,15.8432304664,15.7907536416,126.018300805,23.567625614,125.697194875,47.1077283325,0.0,20.9824480058,0.0,0.0,0.0,23.739710771,15.6751161551,15.6940646183,0.0,23.4871904603,0.0,15.775438985
2012-05-06,0.68537859,0.00169048716767,0.00891347779315,0.0131140822704,0.0,0.0,16.3349776545,0.0,16.2816529046,24.6421410917,1050.86701658,49.1625864841,16.2865592392,32.7372576112,32.846538627,0.0,59.8546653129,32.7372576112,65.298407699,757.704438285,0.0,0.0,16.3595235937,24.5603610241,16.2286156807,32.6450124604,32.6321070154,92.5078649051,0.0,0.0,0.0,0.0,16.3579217299,16.369512491,0.0,0.0,16.3170550032,32.5650952722,16.4122834033,16.3448298726,16.2286156807,0.0,0.0,0.0,32.6369104263,0.0,0.0,0.0,245.804455878,0.0,0.0,24.456709403,21.8529080575,16.2865592392,27.2341015071,0.0,0.0,0.0,0.0,81.5759678845,5920.33073533,0.0,27.2423407936,0.0,16.3219965704,16.4256501131,16.3828178726,0.0,103.530359268,16.2678034034,32.6418632722,16.3249941501,16.369512491,16.2874683214,16.3170550032,0.0,16.3517089428,201.834207244,16.3645700053,0.0,16.3596305033,38.1268164957,98.3918331931,0.0,16.4321409755,0.0,54.5208831792,0.0,0.0,16.4023726041,0.0,38.1172504429,24.5850736132,24.4507014822,0.0,87.2139202304,125.069335529,16.3795574688,16.4073265071,0.0,0.0,32.6615537473,0.0,16.3497604397,40.8771977073,24.4642156599,16.4720006261,16.4172432955,24.5160282209,16.4122834033,16.2678034034,16.4181872713,0.0,0.0,0.0,16.3448298726,32.4670076358,158.545573856,54.3403185027,860.744271725,0.0,16.3529976113,0.0,0.0,16.37603319,16.4380444531,484.233562457,0.0,32.6369104263,24.456709403,1150.11531245,16.4470657175,185.612332296,70.7029562386,16.3677788686,82.0293776697,0.0,0.0,16.3209954814,0.0,16.3843578771,0.0,0.0,0.0,24.4542630211,0.0,24.4630021153,24.4199338438,24.4630021153,16.3349776545,0.0,0.0,0.0,81.7061851151,21.8132785308,114.260396462,0.0,0.0,16.3225077128,0.0,0.0,0.0,21.8794105324,32.5552598463,0.0,0.0,0.0,32.4767898014,16.374457963
2012-05-13,0.827498409,0.00135487232934,0.00823345492444,0.0126107347577,24.9630200368,0.0,0.0,0.0,22.1274098169,33.2700970477,1135.57022952,16.6378262338,55.3193488037,27.6738606046,33.3034023746,16.5948793756,38.7217399595,27.6738606046,83.0165216371,770.369289005,0.0,0.0,24.914453932,16.7011508311,16.5052042544,33.2069715778,38.7935334597,60.8908105997,0.0,0.0,0.0,0.0,27.6688608137,0.0,0.0,16.6227766965,0.0,16.7108922101,16.5948793756,16.6026368847,16.5052042544,0.0,0.0,0.0,55.3193397688,16.5898718682,33.0898798503,0.0,255.58155184,33.3017528913,16.6910716815,41.5113508835,16.6389872171,55.3193488037,16.562585592,0.0,0.0,0.0,0.0,77.4635111147,5588.05341132,0.0,16.607687943,0.0,0.0,33.1752243286,25.0229463753,0.0,105.294365301,16.6115669634,77.4986145795,33.4224843218,16.6441621513,0.0,0.0,0.0,16.7286560986,194.14851767,0.0,16.7415894529,0.0,33.2120368191,55.5823602898,16.5698720227,33.2355265285,0.0,105.386489917,0.0,0.0,22.1574588909,16.6558902597,16.6932270204,0.0,44.2831568175,0.0,72.037519412,121.664844832,24.8794136078,16.6300167487,0.0,0.0,22.1625111417,0.0,16.584867382,24.9228789859,33.1882840282,0.0,0.0,44.2382984426,16.5948793756,16.6315990008,16.6602531428,16.607687943,0.0,0.0,0.0,0.0,83.358886643,49.7513055623,808.183388389,0.0,16.5562581783,0.0,0.0,49.8379677299,16.70079304,453.688397826,0.0,55.3193397688,41.5113508835,1225.31992356,24.9325109312,172.172988469,77.373502548,44.2681665161,66.7949942136,0.0,0.0,0.0,0.0,16.5926265574,0.0,0.0,16.6049034646,16.5177275509,0.0,16.7011508311,16.5826617722,16.7011508311,16.5698720227,0.0,0.0,0.0,94.2666887697,24.8893688901,110.58209152,16.6910716815,0.0,33.2420405613,0.0,0.0,0.0,25.0026558077,0.0,16.5887410863,0.0,0.0,16.6659269516,33.2198401035
2012-05-20,1.566098572,0.000902383353681,0.00812145018313,0.0112001698604,16.7325352843,16.7760498835,0.0,0.0,33.4010274925,16.8015450504,988.041959326,16.7760498835,50.2072689753,67.0637387563,16.8171232836,0.0,50.2258747635,67.0637387563,66.9570316227,748.842682899,0.0,0.0,16.7560810939,16.7533770427,0.0,58.5052507373,16.772964243,72.5644246462,0.0,16.7358320533,0.0,0.0,33.4914817005,16.8085001842,0.0,16.8420973239,16.7814614045,0.0,16.8013913485,16.7055500893,0.0,0.0,0.0,16.8217197107,55.7692336599,0.0,16.6703593428,0.0,224.02403757,0.0,0.0,16.7492279336,28.0053201723,50.2072689753,0.0,0.0,16.7306417416,16.7763791933,0.0,61.3463904577,5337.69394433,0.0,16.7628386986,16.7881755165,16.7709907611,28.0376042749,16.8303949016,0.0,150.95559254,16.6954804389,55.8400238057,0.0,16.7307774377,0.0,0.0,16.7257258745,0.0,285.255949157,16.8115493844,16.7746523876,0.0,27.9141240146,58.9445913557,0.0,16.7897278703,0.0,106.222600145,0.0,0.0,33.5147377724,0.0,58.6506309629,25.1658111048,41.8455161569,0.0,33.5300401056,105.942863164,16.7662240001,16.7560810939,0.0,0.0,33.5215314194,0.0,33.421178942,16.7568006815,50.0939929442,16.7662240001,16.793252074,22.3151884518,16.8013913485,0.0,16.7939545129,0.0,16.7507847481,0.0,16.7558316853,16.7055500893,95.3608362324,33.4440958832,831.903597534,0.0,0.0,0.0,0.0,33.5054507443,16.8471994437,535.475683702,0.0,55.7692336599,16.7492279336,1213.00081835,42.0176168348,145.663235119,50.1770448602,39.0514230721,78.4494355335,16.7760498835,0.0,16.7542774483,0.0,0.0,0.0,0.0,0.0,33.4739354255,16.7457408502,27.9039840091,33.4222987457,27.9039840091,41.7610828987,16.7457408502,16.7821016139,0.0,83.8535039521,16.7734013444,105.944695411,16.749779886,0.0,33.5256773973,0.0,16.7055500893,16.8013913485,25.2166528811,0.0,0.0,0.0,16.7306417416,0.0,16.7786919345
2012-05-27,1.612903226,0.00120116323176,0.00720697939057,0.00998862055886,33.1978591703,0.0,0.0,0.0,16.5839395825,0.0,900.676039488,16.6039322764,41.4018656826,49.7550349423,0.0,0.0,60.7797277541,49.7550349423,60.8046283353,730.693876537,0.0,16.4673461938,25.0016968767,16.6011413651,24.7774842328,49.7566915126,16.6334171053,99.5366934409,16.6222271805,16.6478912055,0.0,0.0,41.5396659658,16.6123334067,0.0,24.9801842567,0.0,16.5319435084,24.8846201253,16.608937984,24.7774842328,0.0,16.5070385016,0.0,71.8159680433,0.0,16.5669370387,0.0,199.726280472,16.5839395825,16.4822084196,24.9137764228,33.2876957835,41.4018656826,16.5319435084,0.0,16.5839395825,0.0,16.654125542,60.7847194096,5387.42108652,16.5727879369,16.5769624166,24.9625303175,16.6787329265,33.3146502068,24.9646945229,0.0,138.360660927,0.0,77.4059136516,33.1507207948,24.9589116074,0.0,0.0,16.6378381311,22.2518413441,199.476222165,0.0,0.0,16.6490925636,22.1326598336,72.1857797187,16.5569237797,0.0,0.0,121.856553947,0.0,16.6077516246,49.8268139521,0.0,60.8384977475,0.0,33.1705557078,0.0,77.380932675,127.052452732,83.3906172674,16.6003753001,0.0,0.0,16.5070385016,0.0,0.0,41.4921031866,41.3746236122,24.9747766995,0.0,24.9018199733,24.8846201253,16.6277971908,16.6983393607,0.0,0.0,0.0,16.5070385016,0.0,72.1694113595,66.3110949342,752.345039024,16.5927491389,16.4921314831,0.0,0.0,24.8720999371,16.6793361469,492.025934888,0.0,71.8159680433,24.9137764228,1113.09742263,33.1778664818,194.121493962,71.7578000786,27.6307584958,83.2842619201,0.0,0.0,16.5070385016,0.0,0.0,16.5319435084,0.0,0.0,16.6277971908,16.4970974968,33.2680237277,33.1978591703,33.2680237277,16.5778278321,16.4970974968,0.0,16.4970974968,88.6057317885,33.1995475987,121.532791257,16.5269564968,0.0,38.7354315669,0.0,0.0,16.6378381311,25.0079565971,16.6328161456,16.7046231938,16.5727879369,16.5839395825,16.5519216879,16.5719482114
2012-06-03,1.230341649,0.00101146325017,0.00691166554282,0.00994605529332,0.0,0.0,0.0,15.2017278534,15.1651192372,15.2697626607,958.471418241,22.8450170724,40.5334983455,20.2820372296,0.0,0.0,45.6618264484,20.2820372296,76.0396171808,695.589936326,0.0,0.0,22.8795400906,15.2194703921,0.0,40.5763119246,20.3126595187,81.1449147672,0.0,15.2200985215,0.0,0.0,15.2081242915,15.2477379256,0.0,0.0,0.0,0.0,22.8634131248,15.2088405522,0.0,0.0,0.0,0.0,55.7255306422,0.0,0.0,15.1971421135,178.083598518,15.2240614843,0.0,35.484752602,22.8941783069,40.5334983455,15.1971421135,0.0,0.0,15.2836358551,0.0,70.9237525519,5678.19527429,0.0,0.0,0.0,0.0,15.2779848006,0.0,15.1971421135,96.4149887135,0.0,65.9040573364,15.2466965539,30.4841833848,0.0,0.0,0.0,15.2847469982,208.327107099,0.0,0.0,15.2078660021,20.3019662697,50.9223761798,0.0,0.0,0.0,91.4031928558,0.0,0.0,25.3735799527,0.0,25.3922175648,15.247058556,55.7774710846,0.0,76.1072938778,86.1218169847,15.2194703921,15.2424535851,15.2513041987,0.0,30.4223100875,0.0,0.0,25.3445139178,25.3004006328,15.2633596413,0.0,45.6557924542,22.8634131248,15.2332519832,15.2928986647,0.0,0.0,0.0,0.0,0.0,107.031350713,25.3124847489,730.608836464,0.0,0.0,0.0,0.0,45.6409492612,30.546636506,446.234153612,0.0,55.7255306422,35.484752602,1218.89495346,15.2012603995,101.737277132,86.0623920317,40.5319781252,66.1759199287,0.0,0.0,15.2014241218,0.0,15.2562768502,0.0,0.0,0.0,37.9623750264,15.1945560035,15.2011336808,30.3910284946,15.2011336808,30.3119892335,15.1945560035,0.0,15.1965564048,55.88169,15.231268942,86.14784426,15.2017278534,0.0,15.2284870418,0.0,0.0,0.0,25.4843543025,15.2155016932,22.882396375,0.0,0.0,15.178826787,15.2466965539
2012-06-10,1.165728917,0.000534444978889,0.00406178183956,0.00657367324034,15.6299781713,15.6299275355,0.0,0.0,15.6305433451,15.6536456125,958.60807285,0.0,31.2598550711,20.8377964408,15.7687926474,0.0,36.4555923548,20.8377964408,78.1279316125,667.825387284,0.0,15.6022969253,15.6635664748,15.5875566383,15.5936364396,26.0531350807,36.5215971293,52.1030999447,0.0,0.0,0.0,0.0,15.5922590687,0.0,0.0,0.0,0.0,0.0,23.4272168685,15.6641746021,15.5936364396,0.0,0.0,0.0,36.4429645649,0.0,0.0,0.0,172.520094051,0.0,0.0,15.6376064064,31.4421325548,31.2598550711,15.6157775193,0.0,15.5734672529,15.6016715401,0.0,57.2258656488,5421.18938829,15.5687764495,0.0,0.0,0.0,15.7496673682,15.6394365544,0.0,125.174610983,0.0,41.6662093346,15.6925688763,46.861593665,0.0,15.6914440532,0.0,0.0,156.632154143,15.6523364511,0.0,15.5500414598,20.8394095198,73.2422853369,0.0,15.6453021025,0.0,130.448306536,0.0,0.0,15.6446434053,0.0,47.0030774956,15.6830926873,23.4386575506,0.0,36.4666698047,78.0698633243,23.4670336493,0.0,0.0,0.0,20.8409610156,0.0,15.6688998433,15.592258767,41.5832876701,15.6820248769,0.0,46.8753911955,23.4272168685,15.6440808053,0.0,0.0,0.0,0.0,15.5734672529,15.6641746021,36.6896209022,31.1939274668,672.53171379,0.0,0.0,0.0,15.6393602015,39.0382659601,26.1604444422,432.209254659,0.0,36.4429645649,15.6376064064,1048.84733096,15.6489063919,141.180963427,62.359721135,41.6347650007,83.7349979843,15.6582597305,0.0,15.6346424458,0.0,0.0,15.6299275355,15.7390949614,0.0,31.3472558723,15.5640884711,15.6187154132,20.8158389722,15.6187154132,15.6158120279,15.5640884711,15.6311775445,15.6783588833,114.806941989,0.0,119.701637764,0.0,0.0,36.4869702463,0.0,0.0,0.0,26.1731510105,15.6783588833,23.4764280547,15.5687764495,15.5734672529,0.0,0.0
2012-06-17,0.879528222,0.000430001842865,0.00454573376743,0.00823146384913,16.1963088402,0.0,16.3340408609,0.0,16.1977758799,16.1851415879,782.012244961,16.2289127996,40.3639099355,21.5923519764,16.2601979998,16.2240267837,32.369139741,21.5923519764,73.0411044342,562.408124191,0.0,0.0,27.0732826114,16.1928911466,16.0588090508,43.1977280809,24.2822362931,102.593338414,32.7473972464,16.1606927336,0.0,0.0,32.5203959997,16.3290971439,0.0,16.2847379908,0.0,0.0,16.2460677402,16.2651000794,16.0588090508,0.0,0.0,32.4837429171,37.7788752164,0.0,0.0,16.1880093584,168.006287225,0.0,0.0,32.2629028638,0.0,40.3639099355,0.0,0.0,16.1782546074,0.0,0.0,43.1554511823,5516.35119001,0.0,0.0,0.0,16.3389875722,16.2194945264,16.2145780382,16.1880093584,81.0792776512,0.0,48.4376517659,0.0,24.3838061516,0.0,0.0,0.0,32.5351933434,286.827493225,16.2320517056,0.0,32.3078381721,16.2363060668,65.0861087872,0.0,32.4837429171,0.0,59.4755844855,0.0,0.0,32.5302001588,0.0,32.3731805903,32.6680817217,32.3990927505,0.0,48.6070190697,86.3205630667,24.2725194327,0.0,0.0,0.0,48.6166616475,0.0,0.0,24.2358781965,37.8033945735,0.0,0.0,56.9176596905,16.2460677402,0.0,16.2421493139,0.0,0.0,0.0,16.1782546074,32.4837429171,54.3209712239,16.2552988742,615.846163455,0.0,0.0,0.0,0.0,16.2387025236,24.3533321904,318.583951623,0.0,37.7788752164,32.2629028638,1006.044622,32.4910189482,124.596205428,56.7706832566,48.595413036,75.9718506262,0.0,0.0,16.1704634063,0.0,0.0,0.0,0.0,0.0,21.590738897,0.0,40.5490811936,24.2860046975,40.5490811936,0.0,0.0,0.0,24.3937677428,97.4078478827,32.6088467594,134.812059503,0.0,0.0,16.2847379908,0.0,0.0,16.1509338611,24.4576741161,0.0,0.0,0.0,16.1782546074,0.0,16.2297983772
2012-06-24,0.830606595,0.000172701629152,0.00333889816361,0.00644752748834,16.3803714448,0.0,0.0,0.0,32.435627258,16.4101088816,728.352944202,16.3803714448,32.5901982337,32.580390078,16.0639634191,16.3704829018,32.4198999433,32.580390078,64.8641503839,622.71476969,0.0,0.0,16.0833760637,48.8003413727,16.2226970417,32.6817775558,16.1794172394,43.257988163,0.0,16.2766093279,0.0,0.0,24.2033184218,16.3061673352,0.0,0.0,0.0,0.0,16.2471582857,0.0,16.2226970417,0.0,0.0,16.1028356839,48.6135120788,0.0,0.0,0.0,179.027237069,16.3606062907,0.0,24.2154818747,16.4150756216,32.5901982337,16.3234047775,0.0,32.435627258,0.0,16.3952266789,37.8243038635,5842.8903728,0.0,16.2618704725,16.2864500833,0.0,16.4449393128,16.3308811384,0.0,113.644078765,0.0,37.8569392549,48.8298279838,0.0,16.0204558444,0.0,0.0,16.4499271622,211.3055742,0.0,0.0,16.0156362126,32.4609870679,48.8687445018,0.0,16.1028356839,16.3359668234,48.7441154603,0.0,0.0,32.3149172677,0.0,32.5098227349,0.0,32.3051530041,0.0,27.0318392464,54.0146407773,32.7531937067,0.0,0.0,0.0,16.1623702206,0.0,0.0,24.22521528,21.591669454,16.1418965345,0.0,37.8618875296,16.2471582857,0.0,0.0,0.0,0.0,16.3261318043,16.3061536819,0.0,65.2169473577,16.0639634191,595.046902703,0.0,16.2569634507,0.0,0.0,32.7409658037,16.2772024132,405.385768096,0.0,48.6135120788,24.2154818747,1110.135243,16.296344029,130.242464627,59.4190584761,48.6395887957,65.1229775841,0.0,0.0,0.0,0.0,16.3952266789,0.0,16.3606367675,0.0,32.4845202746,16.3184769462,16.1962549145,27.0089844623,16.1962549145,16.213374606,16.3184769462,16.3212187342,16.0301038154,108.296915598,0.0,108.053806929,32.6221451639,16.2667804576,32.0988693222,0.0,0.0,0.0,16.3902286394,32.7409658037,32.7805438826,0.0,32.435627258,16.0833760637,16.2766093279
2012-07-01,0.981228669,0.000599520383693,0.00442146282974,0.00786870503597,16.3289887218,0.0,0.0,0.0,16.4592359813,16.5951291604,668.018446564,16.3339100566,32.8561127407,21.9539138155,16.4305390632,16.3486918756,49.6202885801,21.9539138155,65.873290689,500.392791947,0.0,0.0,16.5969827442,0.0,32.6383098872,27.4519196623,0.0,76.86929137,0.0,0.0,0.0,0.0,16.5619151682,16.578224399,0.0,16.588265722,0.0,0.0,16.3437616308,0.0,32.6383098872,0.0,0.0,0.0,54.8591346172,0.0,0.0,0.0,104.725299619,0.0,0.0,21.9456386797,16.3931982963,32.8561127407,33.0563991636,0.0,0.0,0.0,0.0,38.3966334536,5669.22663348,0.0,16.5519230626,16.6033505347,16.6020045242,33.0204742743,16.4279822879,0.0,93.4595384866,0.0,27.4585777838,16.4379991378,16.4956835775,0.0,0.0,0.0,24.8117394429,247.604772083,0.0,0.0,24.7093120189,32.9648997198,77.2019469366,0.0,16.3536250959,0.0,65.9861115274,0.0,0.0,43.945919215,0.0,49.3591769225,16.5481732369,16.3486918756,0.0,65.8452811732,73.8705678557,16.6070293439,16.5431752987,0.0,0.0,27.4734860441,0.0,0.0,41.0738634683,41.0419356838,0.0,0.0,32.9206450789,16.3437616308,0.0,0.0,0.0,0.0,0.0,0.0,24.68560085,49.6825970311,43.8698616221,549.397907698,0.0,0.0,0.0,0.0,0.0,33.2153879907,406.22810784,0.0,54.8591346172,21.9456386797,934.806335804,21.9689141835,110.106910208,41.0565607143,43.8929353904,71.7276675009,16.5232136996,0.0,0.0,16.6538319897,16.4429750497,0.0,0.0,0.0,16.520144248,0.0,16.5519230626,24.7739995506,16.5519230626,16.3044264644,0.0,16.5481732369,0.0,109.973491422,33.1738965855,82.2879496214,0.0,0.0,16.4807563474,0.0,0.0,16.5481732369,16.6303744605,0.0,16.4329634832,0.0,0.0,16.4922227089,0.0
2012-07-08,0.820067535,0.000275679550091,0.00325301869107,0.00551359100182,16.8671588848,0.0,16.8315741615,0.0,0.0,16.8977800507,804.341917973,0.0,25.1224247456,22.2105734837,16.7092029466,0.0,44.4496845904,22.2105734837,27.7724052724,573.029218939,0.0,16.6240417998,16.7094220749,0.0,0.0,16.7626090466,33.4289435285,83.3339774812,16.8311786377,16.5092735995,0.0,0.0,16.7550344227,16.7397660617,0.0,0.0,0.0,0.0,16.5937188667,0.0,0.0,0.0,0.0,0.0,33.3058056446,0.0,16.7652162994,16.80624829,100.345865414,0.0,0.0,25.1400942521,24.9609022159,25.1224247456,16.6812498395,0.0,0.0,0.0,0.0,24.9904351498,5430.48282163,0.0,16.7347010796,16.7651370318,0.0,16.9336455633,16.9285126001,16.80624829,66.7490807425,0.0,16.671193306,0.0,16.7144717643,0.0,0.0,0.0,16.8007858651,228.264914648,0.0,0.0,0.0,24.8606145366,61.3843502983,0.0,0.0,0.0,100.157282338,0.0,0.0,16.7803044565,0.0,16.7216464788,22.2693165116,25.1400942521,0.0,61.163889786,38.8559262962,27.8784826213,0.0,0.0,0.0,44.4529784606,0.0,0.0,33.6327389748,33.3109990444,0.0,0.0,25.1401673266,16.5937188667,0.0,16.9233827478,0.0,0.0,16.8113073654,16.4893468963,0.0,50.2544244499,27.7506738316,605.897918102,0.0,16.8518898816,0.0,16.4893468963,16.8569764768,22.3148179971,394.282506336,0.0,33.3058056446,25.1400942521,951.633273102,0.0,83.6486935158,72.1550742309,49.9913646379,83.7214208759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8518898816,16.4794015724,0.0,33.2580800168,0.0,24.9578029539,16.4794015724,0.0,16.6540762023,122.470214097,27.8277935467,94.3857810479,0.0,0.0,16.8671588848,0.0,0.0,0.0,16.5492718396,0.0,0.0,0.0,0.0,33.4188441498,16.8722547032
