Week,ID,athena_flu,athena_ILI,athena_viral,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,how long contagious,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,cold and flu,fever flu,symptoms of flu,cold,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,how long does the flu last,flu shot,rsv infection,symptoms of influenza,what is influenza,rsv,pneumonia,bronchitis,cough fever,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,a influenza,human temperature,influenza a,influenza b,flu medicine,cold symptoms,symptoms of the flu,what is rsv
2010-01-10,1.692495922,,,,981.458896585,0.0,0.0,0.0,0.0,977.022983197,0.0,0.0,0.0,0.0,0.0,0.0,1710.41373701,0.0,0.0,976.877013022,7650.84164189,486.964642581,0.0,489.246001514,0.0,0.0,0.0,486.817745253,0.0,0.0,493.189414523,974.811733925,0.0,0.0,0.0,0.0,0.0,1466.85168932,650.256045901,978.132020834,0.0,486.634567562,729.806820053,0.0,0.0,491.1059348,0.0,491.996695262,487.33200873,0.0,487.33200873,0.0,0.0,488.62448217,0.0,0.0
2010-01-17,1.967914439,,,,661.685821287,0.0,0.0,0.0,494.115462456,741.305564688,498.661060665,0.0,494.647045373,0.0,494.414021648,0.0,493.859942356,0.0,0.0,495.311867934,5926.71363492,0.0,0.0,495.012223731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.264696966,0.0,0.0,0.0,0.0,0.0,498.35884184,1150.32981068,985.419181683,494.414021648,1644.57981579,0.0,0.0,0.0,0.0,0.0,495.762015042,0.0,496.81554695,0.0,0.0,0.0,989.521166108,0.0,0.0
2010-01-24,2.940526199,,,,475.686869872,0.0,0.0,0.0,0.0,945.854608192,0.0,0.0,471.316743468,0.0,0.0,0.0,0.0,475.531772764,0.0,0.0,6629.46039268,474.068951179,0.0,954.224179668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.498491153,0.0,0.0,0.0,0.0,0.0,633.866468554,1185.54106416,472.784984715,0.0,1418.6600932,472.028917453,0.0,0.0,0.0,0.0,477.40054938,0.0,0.0,0.0,0.0,0.0,474.785283834,0.0,0.0
2010-01-31,2.671579917,,,,465.642469243,0.0,0.0,0.0,0.0,691.898406024,0.0,460.165301772,0.0,0.0,0.0,464.096884704,768.535749806,459.114628189,0.0,615.683432568,3834.15303533,0.0,0.0,918.30003382,0.0,0.0,0.0,0.0,0.0,0.0,459.253753834,0.0,0.0,0.0,0.0,0.0,0.0,1391.33815628,1072.5398334,462.839926545,0.0,766.266583879,462.283461349,0.0,0.0,0.0,0.0,0.0,0.0,458.558967519,0.0,0.0,0.0,464.798149262,460.442927897,463.537394789
2010-02-07,2.062062062,,,,791.731587858,0.0,0.0,0.0,472.106829889,787.487608711,955.587239115,0.0,0.0,0.0,472.464368262,0.0,473.82787465,0.0,0.0,473.322354403,7878.7210058,0.0,476.78134494,0.0,472.819121425,0.0,0.0,0.0,0.0,478.373994437,949.650041456,475.055960097,0.0,0.0,0.0,0.0,0.0,949.275120071,944.561698969,946.441614163,472.464368262,1259.12707848,708.325136035,0.0,0.0,0.0,0.0,473.676713544,0.0,0.0,0.0,0.0,0.0,0.0,471.467307491,475.917088725
2010-02-14,3.547722591,,,,1468.42630396,0.0,0.0,0.0,0.0,1216.79860392,0.0,488.460544815,0.0,0.0,0.0,0.0,487.999107121,0.0,0.0,0.0,4710.57204032,0.0,0.0,0.0,0.0,486.795426839,0.0,486.061195426,0.0,0.0,487.53187983,487.42046766,0.0,0.0,0.0,0.0,0.0,1467.99635219,1459.26611409,484.891021016,0.0,1622.03786947,0.0,0.0,0.0,975.429252118,0.0,490.243644841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-21,3.142509135,,,,1859.74431565,463.112334024,0.0,0.0,0.0,1619.99001599,0.0,463.531187506,0.0,0.0,0.0,0.0,464.932854236,0.0,463.112334024,0.0,6480.50974924,0.0,466.712673624,463.743128963,0.0,0.0,464.090838804,461.503702287,0.0,0.0,0.0,0.0,0.0,464.511464942,0.0,0.0,0.0,1393.82352478,1384.46862711,616.77048079,0.0,1387.66470199,0.0,0.0,0.0,463.532004857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-28,2.921468775,,,,474.801608598,0.0,0.0,0.0,473.797192986,944.17037735,471.84800678,469.853480182,0.0,0.0,0.0,0.0,474.083734983,944.17037735,0.0,0.0,6575.59756856,0.0,0.0,469.428273412,0.0,0.0,0.0,0.0,0.0,469.951796455,0.0,470.796745162,0.0,0.0,0.0,0.0,0.0,0.0,939.900428044,1889.47865211,0.0,2503.19275514,626.743814034,0.0,0.0,469.569923465,0.0,947.880841348,0.0,470.848631274,0.0,0.0,0.0,470.584988686,0.0,0.0
2010-03-07,2.033405955,,,,1893.40574758,0.0,0.0,0.0,0.0,628.218946554,0.0,468.017995355,480.27978492,0.0,468.300785684,0.0,467.171669866,0.0,0.0,0.0,7222.2655183,0.0,0.0,960.26980828,468.725612524,0.0,0.0,481.296403757,0.0,0.0,0.0,466.811702593,0.0,0.0,0.0,0.0,0.0,2994.57920891,941.647148934,627.414233267,468.300785684,1255.58495614,628.457260591,0.0,0.0,473.880994677,0.0,467.940630532,0.0,0.0,0.0,480.714952348,0.0,0.0,467.312511491,0.0
2010-03-14,1.520353114,,,,1196.78820497,0.0,0.0,0.0,0.0,508.177827318,0.0,0.0,0.0,0.0,0.0,0.0,504.895029326,0.0,0.0,1025.47468623,5105.13440735,505.504437931,0.0,0.0,0.0,506.115319427,0.0,0.0,0.0,0.0,0.0,511.654966333,0.0,0.0,505.657020013,0.0,0.0,1366.52005621,513.795506489,764.435236197,0.0,1529.56805342,1025.47468623,0.0,505.19954985,516.417059039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-21,1.360544218,,,,1489.44596836,0.0,496.273572121,496.273572121,0.0,1241.79393591,0.0,488.900164358,0.0,0.0,0.0,0.0,492.339581503,0.0,0.0,496.874751494,5930.05738548,0.0,0.0,501.88076946,495.075567119,0.0,0.0,500.518197235,0.0,0.0,499.061467053,494.776969069,0.0,0.0,488.310417477,0.0,0.0,1241.5039852,1646.34502778,1482.98924022,0.0,1644.84715252,984.009695536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.135181815,0.0,0.0
2010-03-28,1.094793057,,,,880.091919656,0.0,0.0,0.0,522.834013602,1056.70070437,0.0,0.0,0.0,0.0,0.0,0.0,526.302827598,522.991921791,0.0,527.721165738,6307.96112087,525.855752833,531.068861865,523.782895659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.147020387,0.0,0.0,0.0,0.0,0.0,1323.61420485,788.485382855,525.380725052,0.0,1050.17404104,527.2860042,530.908175371,524.433239525,0.0,0.0,527.445401421,0.0,0.0,0.0,0.0,0.0,524.906554723,0.0,0.0
2010-04-04,1.047409041,,,,1335.71239513,501.634909269,0.0,0.0,0.0,1486.81718674,0.0,500.602343623,0.0,0.0,0.0,0.0,501.937646088,0.0,501.634909269,502.696089192,6977.98095627,0.0,0.0,499.880173558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.634909269,0.0,0.0,0.0,0.0,0.0,498.715515858,1495.18809065,495.904376534,0.0,1161.61313265,750.228871265,0.0,0.0,0.0,0.0,497.553393506,0.0,0.0,0.0,0.0,0.0,500.427605035,0.0,0.0
2010-04-11,1.166666667,,,,679.911073711,0.0,0.0,0.0,0.0,845.34590789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5582.23788004,0.0,1018.82296817,507.837852295,0.0,0.0,0.0,506.459106995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.94511824,507.965711675,0.0,844.531880081,504.632383435,0.0,507.90797775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-18,0.992635287,,,,1009.26041476,0.0,499.231391696,499.231391696,0.0,1009.23379609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5022.87968683,0.0,0.0,502.443807103,0.0,0.0,0.0,0.0,0.0,0.0,509.111093337,497.725868802,0.0,501.989517947,0.0,0.0,0.0,0.0,668.676154491,506.353344411,0.0,501.620379872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.020576801,0.0,0.0
2010-04-25,1.170960187,,,,854.317443437,0.0,507.475096496,507.475096496,0.0,510.04780394,0.0,515.148419732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8672.2937622,514.216867436,0.0,514.682222067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.43373487,0.0,0.0,0.0,0.0,508.824668284,513.752353554,0.0,511.664104425,509.283482232,0.0,0.0,0.0,0.0,515.771331968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-02,1.117318436,,,,718.240904246,0.0,0.0,0.0,538.220216025,535.935548093,0.0,0.0,0.0,0.0,0.0,0.0,538.545719633,0.0,0.0,0.0,6966.46060196,0.0,0.0,538.05761173,535.959861598,0.0,0.0,0.0,536.412034857,538.16707249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.49641557,1600.13776314,0.0,1073.74056873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.306911978,0.0,0.0,0.0,535.929249334,0.0,0.0
2010-05-09,1.604083121,,,,2836.25583598,559.015973698,0.0,0.0,0.0,1134.51368761,0.0,570.279463748,0.0,0.0,570.624043484,0.0,565.195633523,567.251167195,559.015973698,0.0,6395.81976496,0.0,0.0,0.0,565.025981567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.704886058,848.816194951,849.070044643,570.624043484,1123.33711802,1680.08421787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.079377017,0.0,0.0,569.248216978
2010-05-16,0.931470393,,,,1716.86458653,0.0,0.0,0.0,0.0,1432.04033089,0.0,0.0,0.0,0.0,0.0,0.0,576.206557651,0.0,0.0,0.0,7079.21182602,0.0,577.775652664,0.0,0.0,0.0,0.0,1144.22986471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.65107032,956.387967583,858.384505837,0.0,1527.95706373,0.0,0.0,576.636031169,0.0,0.0,571.250187899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-23,1.058743169,,,,1384.29325238,0.0,0.0,0.0,590.293157372,786.948732014,0.0,0.0,0.0,0.0,0.0,0.0,886.746720763,0.0,0.0,0.0,4723.70896528,0.0,0.0,590.114821071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.93323037,1180.03397434,0.0,884.141846372,1180.93036197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-30,1.544401544,,,,1968.98695722,0.0,0.0,0.0,0.0,1310.20073446,0.0,0.0,0.0,0.0,0.0,0.0,1940.86990379,0.0,0.0,649.697976269,6946.83423738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.894675626,0.0,648.324407609,0.0,0.0,0.0,0.0,0.0,0.0,1307.57909625,0.0,0.0,1936.20154563,645.206526478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.151677296,0.0
2010-06-06,0.929235168,,,,3111.99272561,0.0,0.0,0.0,0.0,1241.28974835,0.0,621.873985928,0.0,0.0,0.0,0.0,622.625723501,0.0,0.0,0.0,4145.83894993,0.0,0.0,1241.78851722,0.0,0.0,0.0,0.0,0.0,0.0,626.447248605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.75068897,619.210604396,0.0,828.593525367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-13,0.964851826,,,,1054.90082407,0.0,0.0,0.0,0.0,0.0,633.963534548,0.0,0.0,0.0,0.0,0.0,632.046499366,0.0,0.0,0.0,4200.90732869,0.0,632.039349535,630.513259584,629.744312411,0.0,0.0,0.0,1264.85795667,0.0,632.415954948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.576279131,628.416938069,0.0,1887.29692676,0.0,0.0,631.111563348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.615322324,0.0,0.0
2010-06-20,1.187904968,,,,811.229256544,0.0,0.0,0.0,0.0,910.221039561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.288443791,5245.80317846,0.0,0.0,607.922317153,0.0,0.0,0.0,612.250745794,0.0,0.0,0.0,1219.70097307,0.0,0.0,0.0,0.0,0.0,605.655063078,605.188042944,0.0,0.0,1411.59123298,610.21853149,608.381889597,0.0,0.0,0.0,0.0,604.373834477,0.0,604.373834477,0.0,0.0,0.0,602.91619484,0.0
2010-06-27,0.608133789,,,,1222.02358921,604.635827437,0.0,0.0,0.0,809.104816293,0.0,605.182679256,0.0,0.0,0.0,0.0,607.012684334,0.0,604.635827437,0.0,5665.43838675,0.0,0.0,0.0,0.0,605.913355597,0.0,612.914661079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.91244719,604.411623917,0.0,911.524670371,605.73052115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-04,1.066885515,,,,1580.6105543,0.0,0.0,0.0,0.0,625.793506706,624.566863609,0.0,0.0,0.0,0.0,0.0,0.0,623.999247556,0.0,0.0,4172.35343516,0.0,0.0,0.0,0.0,0.0,0.0,622.867104984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.73885913,1278.63590295,0.0,0.0,1041.56599933,0.0,0.0,0.0,0.0,0.0,622.67881384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-11,0.96969697,,,,788.410799301,0.0,0.0,0.0,0.0,586.087157486,582.989585492,579.474423686,0.0,0.0,0.0,0.0,594.302775187,0.0,0.0,0.0,3728.03347806,0.0,0.0,0.0,0.0,0.0,0.0,581.930567171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.120622843,0.0,0.0,1465.35225143,579.99899317,0.0,0.0,0.0,0.0,581.050986507,0.0,582.636151369,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-18,1.00896861,,,,1783.60075094,0.0,0.0,0.0,0.0,591.962889024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.92954314,0.0,0.0,4741.37407869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.391888152,0.0,0.0,0.0,0.0,2384.63322313,591.78474792,0.0,886.34240402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-25,0.893189431,,,,898.656975108,0.0,0.0,0.0,0.0,994.14319376,0.0,0.0,0.0,0.0,0.0,0.0,596.717811338,0.0,0.0,0.0,5966.53566729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.8146239,0.0,597.273451941,0.0,0.0,0.0,0.0,1188.80733918,0.0,0.0,1190.23705336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.908402725,,,,1136.33109254,0.0,0.0,0.0,566.908075847,847.990299619,0.0,0.0,0.0,564.27534658,0.0,0.0,566.077941806,0.0,0.0,0.0,6029.29526653,565.029765957,0.0,0.0,0.0,0.0,0.0,0.0,565.736519646,0.0,0.0,0.0,0.0,0.0,0.0,564.615578926,565.126697435,0.0,563.732030181,0.0,0.0,1129.12058187,0.0,0.0,0.0,0.0,0.0,0.0,565.980621124,0.0,565.980621124,0.0,0.0,0.0,0.0,0.0
2010-08-08,1.087832393,,,,1098.95145022,0.0,0.0,0.0,0.0,545.421682868,0.0,0.0,0.0,0.0,0.0,0.0,551.047427753,0.0,0.0,0.0,4193.56300956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.302073062,546.295346165,0.0,0.0,0.0,0.0,0.0,0.0,544.406824772,0.0,0.0,541.023144911,546.993489958,0.0,0.0,0.0,0.0,552.656404472,0.0,0.0,0.0,0.0,0.0,540.372094195,0.0,0.0
2010-08-15,0.955292319,,,,822.057703532,0.0,545.460778878,545.460778878,0.0,544.931021473,0.0,547.386777441,0.0,0.0,0.0,0.0,547.538654756,0.0,0.0,549.858733801,6370.06241722,0.0,547.164875854,546.891404791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.377274813,1092.13554632,544.610377982,0.0,1089.69956111,544.1440359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.41065189,0.0,0.0
2010-08-22,0.650557621,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919.01903355,529.260055411,0.0,527.936060082,0.0,524.882425257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.928341291,0.0,0.0,0.0,0.0,0.0,525.501210664,0.0,876.951263392,530.218281221,0.0,523.147015976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-29,0.868403474,,,,1277.59284734,0.0,0.0,0.0,0.0,763.274292715,0.0,507.147668401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544.61749693,506.466757857,506.0796985,507.460822401,507.914447458,0.0,0.0,0.0,507.768511256,0.0,0.0,0.0,0.0,510.874572165,0.0,0.0,0.0,0.0,755.356507161,674.608153339,0.0,674.40572189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-05,1.501877347,,,,775.110910066,0.0,0.0,0.0,514.944301831,769.813918286,0.0,513.643581372,0.0,0.0,515.255446425,0.0,0.0,0.0,0.0,514.10926005,6164.84661003,1027.248753,0.0,515.936509327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.714750303,0.0,0.0,0.0,1031.24990693,771.795076612,514.53746486,515.255446425,1711.34520223,0.0,0.0,0.0,0.0,0.0,515.254648541,0.0,514.731480032,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-12,0.980692614,,,,1615.30179842,0.0,0.0,0.0,0.0,1124.88707841,0.0,480.742264918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6592.16025684,480.74147649,0.0,0.0,0.0,482.631295328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.568025593,0.0,0.0,0.0,482.777017338,479.583849822,0.0,0.0,963.608121644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.520956979,0.0,0.0,0.0,483.870066911,0.0,0.0
